cost,distance,delivery_time_hours,quantity,segment,customer_type,category,sub_category,city_x,city_y,store_type,departure_date,arrival_date,total_mass_kg,departure_season,arrival_season
20.06,24,6,4,B2C,Физическое лицо,Электроника,Аксессуары,Сочи,Москва,Розничный,2023-09-24 01:55:00,2023-09-24 07:55:00,0.052,Осень,Осень
20.51,18,55,6,B2C,Физическое лицо,Бытовая техника,Крупная техника,Нижний Новгород,Калининград,Розничный,2023-08-24 23:09:00,2023-08-27 06:09:00,420.0,Лето,Лето
20.57,12,17,6,B2C,Юридическое лицо,Бытовая техника,Малая техника,Москва,Москва,Розничный,2023-08-20 05:37:00,2023-08-20 22:37:00,21.0,Лето,Лето
20.59,23,53,8,VIP,Физическое лицо,Бытовая техника,Малая техника,Новосибирск,Владивосток,Розничный,2023-06-14 07:15:00,2023-06-16 12:15:00,72.0,Лето,Лето
20.89,33,37,3,B2C,Физическое лицо,Электроника,Мобильные устройства,Казань,Калининград,Розничный,2023-08-16 02:24:00,2023-08-17 15:24:00,1.5,Лето,Лето
201.11,185,22,2,B2C,Юридическое лицо,Спорттовары,Тренажеры,Новосибирск,Сочи,Розничный,2023-10-14 05:13:00,2023-10-15 03:13:00,146.0,Осень,Осень
201.82,118,45,2,B2C,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Калининград,Розничный,2023-08-03 02:29:00,2023-08-04 23:29:00,6.1,Лето,Лето
202.03,384,57,1,B2C,Юридическое лицо,Одежда,Мужская,Санкт-Петербург,Владивосток,Розничный,2023-11-24 08:37:00,2023-11-26 17:37:00,0.5,Осень,Осень
202.47,206,3,10,VIP,Физическое лицо,Электроника,Аксессуары,Нижний Новгород,Москва,Розничный,2023-08-04 18:30:00,2023-08-04 21:30:00,0.3,Лето,Лето
202.56,349,60,4,B2C,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Новосибирск,Розничный,2023-06-17 17:26:00,2023-06-20 05:26:00,1.6,Лето,Лето
202.62,102,4,1,B2B,Юридическое лицо,Электроника,Компьютеры,Новосибирск,Екатеринбург,Розничный,2023-10-16 12:02:00,2023-10-16 16:02:00,5.0,Осень,Осень
202.8,297,30,7,B2B,Физическое лицо,Одежда,Мужская,Казань,Санкт-Петербург,Оптовый,2023-05-13 22:02:00,2023-05-15 04:02:00,4.9,Весна,Весна
203.09,140,63,6,B2C,Юридическое лицо,Одежда,Женская,Москва,Владивосток,Розничный,2023-08-05 17:08:00,2023-08-08 08:08:00,1.7999999999999998,Лето,Лето
203.11,181,39,6,B2C,Физическое лицо,Спорттовары,Тренажеры,Сочи,Екатеринбург,Розничный,2023-10-21 10:29:00,2023-10-23 01:29:00,157.8,Осень,Осень
203.16,313,35,6,B2C,Юридическое лицо,Одежда,Женская,Санкт-Петербург,Санкт-Петербург,Розничный,2023-12-08 05:55:00,2023-12-09 16:55:00,1.98,Зима,Зима
203.31,141,63,9,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Нижний Новгород,Владивосток,Розничный,2023-03-07 20:39:00,2023-03-10 11:39:00,630.0,Весна,Весна
203.93,225,15,10,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Екатеринбург,Оптовый,2023-06-20 19:17:00,2023-06-21 10:17:00,90.0,Лето,Лето
203.93,380,8,6,B2C,Юридическое лицо,Электроника,Компьютеры,Казань,Санкт-Петербург,Оптовый,2023-12-28 20:56:00,2023-12-29 04:56:00,30.0,Зима,Зима
204.1,104,13,7,B2C,Физическое лицо,Электроника,Аксессуары,Нижний Новгород,Сочи,Розничный,2023-06-16 03:45:00,2023-06-16 16:45:00,0.091,Лето,Лето
204.23,223,41,2,B2B,Юридическое лицо,Бытовая техника,Малая техника,Казань,Владивосток,Оптовый,2023-05-03 16:47:00,2023-05-05 09:47:00,6.1,Весна,Весна
204.38,387,36,3,B2C,Физическое лицо,Электроника,Мобильные устройства,Москва,Краснодар,Розничный,2023-06-03 14:05:00,2023-06-05 02:05:00,0.51,Лето,Лето
204.38,230,51,1,B2C,Физическое лицо,Одежда,Женская,Москва,Калининград,Розничный,2023-03-19 10:20:00,2023-03-21 13:20:00,0.3,Весна,Весна
204.69,181,34,8,B2B,Физическое лицо,Электроника,Аксессуары,Казань,Санкт-Петербург,Оптовый,2023-03-21 20:00:00,2023-03-23 06:00:00,2.0,Весна,Весна
204.79,297,9,3,B2C,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Новосибирск,Розничный,2023-04-22 04:03:00,2023-04-22 13:03:00,78.9,Весна,Весна
204.88,168,48,3,B2C,Юридическое лицо,Бытовая техника,Малая техника,Сочи,Калининград,Розничный,2023-01-25 10:08:00,2023-01-27 10:08:00,27.0,Зима,Зима
205.15,124,47,5,B2B,Физическое лицо,Бытовая техника,Крупная техника,Сочи,Екатеринбург,Розничный,2023-09-27 18:18:00,2023-09-29 17:18:00,350.0,Осень,Осень
205.24,187,44,3,B2C,Юридическое лицо,Электроника,Компьютеры,Нижний Новгород,Санкт-Петербург,Розничный,2023-04-18 20:25:00,2023-04-20 16:25:00,15.0,Весна,Весна
205.28,114,49,10,B2B,Физическое лицо,Электроника,Мобильные устройства,Казань,Москва,Оптовый,2023-07-10 23:15:00,2023-07-13 00:15:00,5.0,Лето,Лето
205.31,120,30,3,VIP,Физическое лицо,Бытовая техника,Крупная техника,Москва,Санкт-Петербург,Розничный,2023-01-09 22:58:00,2023-01-11 04:58:00,210.0,Зима,Зима
205.33,165,24,8,B2C,Физическое лицо,Электроника,Мобильные устройства,Сочи,Краснодар,Розничный,2023-10-08 19:43:00,2023-10-09 19:43:00,4.0,Осень,Осень
205.59,398,28,2,B2C,Физическое лицо,Одежда,Мужская,Нижний Новгород,Сочи,Розничный,2023-07-24 04:16:00,2023-07-25 08:16:00,0.6,Лето,Лето
205.72,154,47,4,B2C,Физическое лицо,Одежда,Женская,Казань,Екатеринбург,Оптовый,2023-09-20 02:49:00,2023-09-22 01:49:00,2.4,Осень,Осень
205.8,339,59,9,B2B,Физическое лицо,Бытовая техника,Малая техника,Казань,Санкт-Петербург,Оптовый,2023-01-03 07:35:00,2023-01-05 18:35:00,157.5,Зима,Зима
205.85,188,35,2,B2C,Юридическое лицо,Электроника,Мобильные устройства,Сочи,Сочи,Розничный,2023-04-09 17:40:00,2023-04-11 04:40:00,1.0,Весна,Весна
206.43,122,23,6,VIP,Физическое лицо,Одежда,Женская,Казань,Санкт-Петербург,Розничный,2023-01-28 16:08:00,2023-01-29 15:08:00,3.6,Зима,Зима
207.3,236,61,4,VIP,Физическое лицо,Бытовая техника,Малая техника,Казань,Санкт-Петербург,Розничный,2023-08-16 00:40:00,2023-08-18 13:40:00,70.0,Лето,Лето
207.4,172,55,7,B2B,Физическое лицо,Одежда,Женская,Санкт-Петербург,Санкт-Петербург,Розничный,2023-11-10 00:55:00,2023-11-12 07:55:00,2.31,Осень,Осень
207.61,236,66,6,B2C,Физическое лицо,Одежда,Унисекс,Москва,Нижний Новгород,Розничный,2023-08-09 12:44:00,2023-08-12 06:44:00,3.6,Лето,Лето
207.79,184,45,7,B2C,Физическое лицо,Электроника,Компьютеры,Нижний Новгород,Санкт-Петербург,Розничный,2023-01-14 18:34:00,2023-01-16 15:34:00,70.0,Зима,Зима
208.3,310,13,2,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Краснодар,Розничный,2023-08-13 20:37:00,2023-08-14 09:37:00,35.0,Лето,Лето
208.39,326,28,7,VIP,Юридическое лицо,Одежда,Женская,Сочи,Екатеринбург,Розничный,2023-12-22 06:29:00,2023-12-23 10:29:00,2.1,Зима,Зима
208.41,239,55,1,VIP,Юридическое лицо,Электроника,Компьютеры,Нижний Новгород,Москва,Розничный,2023-10-12 05:07:00,2023-10-14 12:07:00,2.2,Осень,Осень
209.07,284,1,6,B2C,Физическое лицо,Бытовая техника,Малая техника,Новосибирск,Санкт-Петербург,Розничный,2023-02-08 03:42:00,2023-02-08 04:42:00,5.88,Зима,Зима
209.16,167,3,2,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Казань,Розничный,2023-01-07 08:26:00,2023-01-07 11:26:00,7.0,Зима,Зима
209.52,139,36,3,B2C,Физическое лицо,Спорттовары,Тренажеры,Сочи,Казань,Розничный,2023-05-01 11:41:00,2023-05-02 23:41:00,219.0,Весна,Весна
209.52,161,25,1,VIP,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Нижний Новгород,Розничный,2023-12-29 15:04:00,2023-12-30 16:04:00,0.7,Зима,Зима
209.84,185,12,5,B2B,Физическое лицо,Бытовая техника,Малая техника,Москва,Москва,Розничный,2023-09-16 14:18:00,2023-09-17 02:18:00,45.0,Осень,Осень
209.86,186,62,8,B2C,Физическое лицо,Одежда,Унисекс,Москва,Сочи,Розничный,2023-03-17 04:26:00,2023-03-19 18:26:00,4.8,Весна,Весна
21.12,14,42,10,B2B,Физическое лицо,Одежда,Женская,Казань,Нижний Новгород,Оптовый,2023-09-04 20:46:00,2023-09-06 14:46:00,3.3000000000000003,Осень,Осень
21.21,11,49,2,VIP,Физическое лицо,Бытовая техника,Малая техника,Новосибирск,Краснодар,Розничный,2023-12-13 01:24:00,2023-12-15 02:24:00,18.0,Зима,Зима
21.22,14,30,6,B2C,Юридическое лицо,Одежда,Мужская,Нижний Новгород,Новосибирск,Розничный,2023-06-26 03:39:00,2023-06-27 09:39:00,1.7999999999999998,Лето,Лето
21.77,11,28,2,VIP,Физическое лицо,Бытовая техника,Малая техника,Москва,Новосибирск,Розничный,2023-12-12 02:17:00,2023-12-13 06:17:00,1.96,Зима,Зима
211.13,148,56,6,B2C,Физическое лицо,Бытовая техника,Крупная техника,Казань,Калининград,Розничный,2023-05-25 09:20:00,2023-05-27 17:20:00,420.0,Весна,Весна
211.76,247,43,3,B2B,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Сочи,Розничный,2023-09-02 06:14:00,2023-09-04 01:14:00,9.15,Осень,Осень
211.89,174,69,10,VIP,Физическое лицо,Бытовая техника,Крупная техника,Сочи,Сочи,Розничный,2023-02-17 10:09:00,2023-02-20 07:09:00,600.0,Зима,Зима
211.96,389,49,5,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Нижний Новгород,Розничный,2023-03-22 01:31:00,2023-03-24 02:31:00,50.0,Весна,Весна
212.02,329,55,4,B2B,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Нижний Новгород,Розничный,2023-02-04 02:21:00,2023-02-06 09:21:00,1.2,Зима,Зима
212.19,178,27,7,VIP,Физическое лицо,Электроника,Мобильные устройства,Казань,Краснодар,Оптовый,2023-10-16 20:36:00,2023-10-17 23:36:00,3.5,Осень,Осень
212.38,366,37,2,B2B,Физическое лицо,Электроника,Компьютеры,Сочи,Сочи,Розничный,2023-11-29 08:54:00,2023-11-30 21:54:00,4.4,Осень,Осень
212.39,132,41,7,B2C,Физическое лицо,Одежда,Мужская,Казань,Владивосток,Оптовый,2023-02-04 23:50:00,2023-02-06 16:50:00,2.1,Зима,Зима
212.55,226,62,2,B2C,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Краснодар,Розничный,2023-05-06 02:21:00,2023-05-08 16:21:00,0.8,Весна,Весна
213.66,185,1,1,B2C,Физическое лицо,Электроника,Аксессуары,Новосибирск,Краснодар,Розничный,2023-11-18 06:34:00,2023-11-18 07:34:00,0.25,Осень,Осень
213.79,186,16,8,B2C,Физическое лицо,Электроника,Мобильные устройства,Казань,Нижний Новгород,Оптовый,2023-03-27 17:58:00,2023-03-28 09:58:00,1.36,Весна,Весна
214.01,398,29,8,B2C,Физическое лицо,Одежда,Женская,Москва,Санкт-Петербург,Розничный,2023-04-09 00:14:00,2023-04-10 05:14:00,2.4,Весна,Весна
214.03,395,9,8,B2C,Юридическое лицо,Спорттовары,Тренажеры,Казань,Сочи,Розничный,2023-11-10 12:12:00,2023-11-10 21:12:00,584.0,Осень,Осень
214.04,236,63,2,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Калининград,Оптовый,2023-11-09 23:38:00,2023-11-12 14:38:00,18.0,Осень,Осень
214.09,270,42,8,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Владивосток,Розничный,2023-04-11 17:11:00,2023-04-13 11:11:00,72.0,Весна,Весна
214.14,226,28,2,B2C,Физическое лицо,Спорттовары,Тренажеры,Нижний Новгород,Новосибирск,Розничный,2023-01-17 09:17:00,2023-01-18 13:17:00,146.0,Зима,Зима
214.82,273,53,7,VIP,Физическое лицо,Электроника,Компьютеры,Казань,Калининград,Розничный,2023-08-08 01:18:00,2023-08-10 06:18:00,35.0,Лето,Лето
214.84,324,54,3,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Владивосток,Розничный,2023-06-08 18:47:00,2023-06-11 00:47:00,1.7999999999999998,Лето,Лето
214.88,211,69,3,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Владивосток,Розничный,2023-06-09 06:20:00,2023-06-12 03:20:00,2.1,Лето,Лето
214.89,159,50,4,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Сочи,Розничный,2023-01-27 03:23:00,2023-01-29 05:23:00,0.12,Зима,Зима
215.09,371,57,4,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Калининград,Розничный,2023-05-01 09:36:00,2023-05-03 18:36:00,70.0,Весна,Весна
215.34,159,60,6,B2C,Физическое лицо,Электроника,Аксессуары,Нижний Новгород,Москва,Розничный,2023-05-14 23:12:00,2023-05-17 11:12:00,1.5,Весна,Весна
215.36,184,32,1,B2B,Физическое лицо,Одежда,Женская,Новосибирск,Сочи,Розничный,2023-08-22 01:08:00,2023-08-23 09:08:00,0.33,Лето,Лето
215.51,234,62,10,B2C,Физическое лицо,Электроника,Аксессуары,Москва,Нижний Новгород,Розничный,2023-01-31 02:00:00,2023-02-02 16:00:00,0.13,Зима,Зима
215.82,132,14,2,B2C,Физическое лицо,Бытовая техника,Крупная техника,Сочи,Казань,Розничный,2023-10-16 17:55:00,2023-10-17 07:55:00,140.0,Осень,Осень
216.48,410,24,10,B2B,Физическое лицо,Электроника,Компьютеры,Казань,Калининград,Оптовый,2023-12-23 06:32:00,2023-12-24 06:32:00,22.0,Зима,Зима
216.76,122,7,4,B2C,Юридическое лицо,Электроника,Компьютеры,Нижний Новгород,Краснодар,Розничный,2023-01-29 18:21:00,2023-01-30 01:21:00,8.8,Зима,Зима
216.83,280,33,9,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Санкт-Петербург,Розничный,2023-09-21 21:31:00,2023-09-23 06:31:00,540.0,Осень,Осень
217.1,307,64,7,B2C,Физическое лицо,Спорттовары,Тренажеры,Новосибирск,Москва,Розничный,2023-01-31 07:11:00,2023-02-02 23:11:00,511.0,Зима,Зима
217.22,173,9,5,B2C,Физическое лицо,Электроника,Компьютеры,Новосибирск,Москва,Розничный,2023-04-09 12:05:00,2023-04-09 21:05:00,25.0,Весна,Весна
217.22,138,29,3,B2C,Физическое лицо,Бытовая техника,Малая техника,Новосибирск,Новосибирск,Розничный,2023-02-15 18:43:00,2023-02-16 23:43:00,52.5,Зима,Зима
217.35,125,2,5,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Владивосток,Розничный,2023-12-06 18:04:00,2023-12-06 20:04:00,4.9,Зима,Зима
217.91,210,50,9,B2C,Юридическое лицо,Спорттовары,Тренажеры,Москва,Владивосток,Розничный,2023-12-29 02:19:00,2023-12-31 04:19:00,657.0,Зима,Зима
218.6,145,9,5,B2C,Физическое лицо,Электроника,Мобильные устройства,Новосибирск,Калининград,Розничный,2023-10-15 02:42:00,2023-10-15 11:42:00,2.5,Осень,Осень
219.01,203,1,2,B2C,Физическое лицо,Спорттовары,Тренажеры,Сочи,Сочи,Розничный,2023-05-29 15:47:00,2023-05-29 16:47:00,52.6,Весна,Весна
219.11,158,11,10,B2C,Юридическое лицо,Одежда,Мужская,Нижний Новгород,Нижний Новгород,Розничный,2023-05-06 22:59:00,2023-05-07 09:59:00,7.0,Весна,Весна
219.16,230,48,5,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Екатеринбург,Розничный,2023-01-22 01:02:00,2023-01-24 01:02:00,17.5,Зима,Зима
219.29,250,51,6,B2B,Физическое лицо,Одежда,Мужская,Сочи,Москва,Розничный,2023-10-29 17:32:00,2023-10-31 20:32:00,4.199999999999999,Осень,Осень
219.34,212,34,6,B2C,Физическое лицо,Электроника,Аксессуары,Сочи,Новосибирск,Розничный,2023-01-05 14:54:00,2023-01-07 00:54:00,1.5,Зима,Зима
219.43,405,66,3,B2C,Физическое лицо,Одежда,Мужская,Казань,Москва,Розничный,2023-04-02 11:56:00,2023-04-05 05:56:00,2.1,Весна,Весна
219.49,194,19,8,B2C,Юридическое лицо,Электроника,Аксессуары,Москва,Калининград,Розничный,2023-12-09 19:28:00,2023-12-10 14:28:00,2.0,Зима,Зима
219.64,120,18,8,B2C,Физическое лицо,Электроника,Компьютеры,Казань,Санкт-Петербург,Оптовый,2023-02-03 12:16:00,2023-02-04 06:16:00,80.0,Зима,Зима
219.81,173,3,4,B2B,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Екатеринбург,Розничный,2023-07-11 10:14:00,2023-07-11 13:14:00,3.92,Лето,Лето
219.97,309,14,10,B2C,Физическое лицо,Бытовая техника,Крупная техника,Новосибирск,Санкт-Петербург,Розничный,2023-08-25 07:50:00,2023-08-25 21:50:00,700.0,Лето,Лето
22.01,39,68,5,B2C,Юридическое лицо,Спорттовары,Тренажеры,Казань,Калининград,Оптовый,2023-06-06 21:23:00,2023-06-09 17:23:00,131.5,Лето,Лето
22.23,34,11,5,B2C,Физическое лицо,Электроника,Компьютеры,Сочи,Москва,Розничный,2023-05-26 15:24:00,2023-05-27 02:24:00,11.0,Весна,Весна
22.31,23,24,2,B2B,Физическое лицо,Бытовая техника,Малая техника,Казань,Екатеринбург,Оптовый,2023-06-12 19:02:00,2023-06-13 19:02:00,18.0,Лето,Лето
22.32,21,39,3,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Сочи,Розничный,2023-10-12 00:40:00,2023-10-13 15:40:00,9.15,Осень,Осень
22.65,21,63,1,B2C,Физическое лицо,Одежда,Мужская,Сочи,Москва,Розничный,2023-05-14 02:51:00,2023-05-16 17:51:00,0.5,Весна,Весна
22.81,18,56,4,B2C,Юридическое лицо,Бытовая техника,Малая техника,Казань,Сочи,Оптовый,2023-11-14 17:09:00,2023-11-17 01:09:00,70.0,Осень,Осень
22.93,14,11,5,B2C,Физическое лицо,Спорттовары,Тренажеры,Сочи,Екатеринбург,Розничный,2023-12-08 20:18:00,2023-12-09 07:18:00,131.5,Зима,Зима
220.5,173,17,1,B2C,Физическое лицо,Одежда,Унисекс,Казань,Новосибирск,Розничный,2023-02-19 01:37:00,2023-02-19 18:37:00,0.4,Зима,Зима
220.57,144,11,1,B2C,Физическое лицо,Одежда,Мужская,Казань,Москва,Оптовый,2023-06-11 05:59:00,2023-06-11 16:59:00,0.7,Лето,Лето
220.76,183,3,5,B2C,Юридическое лицо,Электроника,Аксессуары,Сочи,Нижний Новгород,Розничный,2023-03-09 07:03:00,2023-03-09 10:03:00,0.15,Весна,Весна
220.85,298,61,8,B2C,Юридическое лицо,Одежда,Женская,Москва,Калининград,Розничный,2023-03-12 17:00:00,2023-03-15 06:00:00,2.64,Весна,Весна
221.32,283,60,9,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Нижний Новгород,Розничный,2023-02-13 21:32:00,2023-02-16 09:32:00,19.8,Зима,Зима
221.35,112,63,4,B2C,Физическое лицо,Спорттовары,Тренажеры,Москва,Санкт-Петербург,Розничный,2023-12-11 17:08:00,2023-12-14 08:08:00,105.2,Зима,Зима
221.47,127,30,10,B2C,Юридическое лицо,Одежда,Унисекс,Москва,Нижний Новгород,Розничный,2023-10-17 17:16:00,2023-10-18 23:16:00,4.0,Осень,Осень
221.53,192,30,5,B2C,Физическое лицо,Одежда,Женская,Нижний Новгород,Калининград,Розничный,2023-02-09 06:20:00,2023-02-10 12:20:00,1.65,Зима,Зима
222.36,263,51,6,B2B,Юридическое лицо,Электроника,Аксессуары,Казань,Калининград,Оптовый,2023-11-05 06:06:00,2023-11-07 09:06:00,1.5,Осень,Осень
222.47,188,55,6,B2C,Физическое лицо,Одежда,Мужская,Москва,Новосибирск,Розничный,2023-05-18 06:05:00,2023-05-20 13:05:00,4.199999999999999,Весна,Весна
222.56,315,46,2,VIP,Физическое лицо,Электроника,Компьютеры,Казань,Санкт-Петербург,Розничный,2023-08-23 01:23:00,2023-08-24 23:23:00,10.0,Лето,Лето
222.87,124,72,10,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Владивосток,Оптовый,2023-12-09 04:44:00,2023-12-12 04:44:00,175.0,Зима,Зима
223.28,295,13,7,B2C,Физическое лицо,Одежда,Мужская,Новосибирск,Калининград,Розничный,2023-02-16 02:42:00,2023-02-16 15:42:00,2.1,Зима,Зима
223.56,376,49,10,B2C,Физическое лицо,Одежда,Мужская,Сочи,Новосибирск,Розничный,2023-03-04 22:13:00,2023-03-06 23:13:00,5.0,Весна,Весна
223.71,276,23,3,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Калининград,Розничный,2023-06-10 05:02:00,2023-06-11 04:02:00,52.5,Лето,Лето
223.96,207,24,3,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Екатеринбург,Розничный,2023-02-27 00:43:00,2023-02-28 00:43:00,10.5,Зима,Зима
224.15,165,36,5,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Москва,Розничный,2023-11-24 09:55:00,2023-11-25 21:55:00,15.25,Осень,Осень
224.26,415,7,7,B2C,Юридическое лицо,Бытовая техника,Малая техника,Москва,Новосибирск,Розничный,2023-05-05 16:10:00,2023-05-05 23:10:00,63.0,Весна,Весна
224.51,130,54,1,B2C,Физическое лицо,Электроника,Аксессуары,Москва,Санкт-Петербург,Розничный,2023-06-08 09:14:00,2023-06-10 15:14:00,0.25,Лето,Лето
224.86,184,3,8,B2C,Юридическое лицо,Бытовая техника,Малая техника,Казань,Москва,Оптовый,2023-07-22 08:05:00,2023-07-22 11:05:00,72.0,Лето,Лето
224.98,163,19,9,B2B,Юридическое лицо,Одежда,Женская,Нижний Новгород,Москва,Розничный,2023-03-25 09:27:00,2023-03-26 04:27:00,2.97,Весна,Весна
225.05,401,26,9,B2C,Физическое лицо,Электроника,Мобильные устройства,Сочи,Нижний Новгород,Розничный,2023-12-23 21:10:00,2023-12-24 23:10:00,1.53,Зима,Зима
225.29,162,13,5,B2B,Физическое лицо,Одежда,Мужская,Казань,Калининград,Розничный,2023-11-15 13:51:00,2023-11-16 02:51:00,3.5,Осень,Осень
225.42,339,65,10,B2C,Физическое лицо,Одежда,Унисекс,Сочи,Сочи,Розничный,2023-10-22 00:17:00,2023-10-24 17:17:00,4.0,Осень,Осень
225.92,176,43,9,B2B,Физическое лицо,Бытовая техника,Крупная техника,Москва,Санкт-Петербург,Розничный,2023-03-25 09:09:00,2023-03-27 04:09:00,630.0,Весна,Весна
226.03,116,70,9,B2C,Юридическое лицо,Электроника,Аксессуары,Сочи,Казань,Розничный,2023-04-08 12:04:00,2023-04-11 10:04:00,2.25,Весна,Весна
226.16,271,57,10,VIP,Юридическое лицо,Электроника,Аксессуары,Казань,Калининград,Розничный,2023-06-10 06:06:00,2023-06-12 15:06:00,2.5,Лето,Лето
226.67,383,37,10,B2C,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Владивосток,Розничный,2023-06-22 18:51:00,2023-06-24 07:51:00,4.0,Лето,Лето
227.43,165,30,7,B2C,Физическое лицо,Бытовая техника,Крупная техника,Казань,Екатеринбург,Оптовый,2023-08-25 16:17:00,2023-08-26 22:17:00,420.0,Лето,Лето
228.1,321,68,2,B2C,Юридическое лицо,Бытовая техника,Малая техника,Казань,Калининград,Оптовый,2023-04-24 16:58:00,2023-04-27 12:58:00,35.0,Весна,Весна
228.29,314,59,7,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Казань,Розничный,2023-05-01 05:30:00,2023-05-03 16:30:00,420.0,Весна,Весна
228.43,320,43,4,B2C,Физическое лицо,Одежда,Женская,Казань,Санкт-Петербург,Розничный,2023-10-24 17:18:00,2023-10-26 12:18:00,1.32,Осень,Осень
228.48,131,54,5,VIP,Физическое лицо,Спорттовары,Тренажеры,Сочи,Казань,Розничный,2023-05-18 21:17:00,2023-05-21 03:17:00,131.5,Весна,Весна
228.85,135,52,7,VIP,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Екатеринбург,Розничный,2023-09-05 16:41:00,2023-09-07 20:41:00,490.0,Осень,Осень
229.18,329,18,8,B2C,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Санкт-Петербург,Розничный,2023-12-24 02:50:00,2023-12-24 20:50:00,7.84,Зима,Зима
229.21,231,7,10,B2C,Физическое лицо,Спорттовары,Тренажеры,Сочи,Владивосток,Розничный,2023-05-30 17:43:00,2023-05-31 00:43:00,730.0,Весна,Весна
229.48,192,9,6,B2C,Физическое лицо,Одежда,Унисекс,Москва,Москва,Розничный,2023-04-30 06:16:00,2023-04-30 15:16:00,2.4000000000000004,Весна,Весна
229.68,308,52,1,B2C,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Новосибирск,Розничный,2023-10-30 15:47:00,2023-11-01 19:47:00,17.5,Осень,Осень
229.74,149,52,4,B2C,Физическое лицо,Одежда,Унисекс,Казань,Новосибирск,Оптовый,2023-06-06 08:29:00,2023-06-08 12:29:00,2.4,Лето,Лето
229.92,386,4,8,B2B,Физическое лицо,Бытовая техника,Крупная техника,Казань,Сочи,Оптовый,2023-01-02 23:54:00,2023-01-03 03:54:00,560.0,Зима,Зима
23.07,21,37,4,B2C,Физическое лицо,Электроника,Компьютеры,Новосибирск,Новосибирск,Розничный,2023-11-19 01:07:00,2023-11-20 14:07:00,20.0,Осень,Осень
23.13,17,62,3,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Сочи,Краснодар,Розничный,2023-12-17 16:30:00,2023-12-20 06:30:00,210.0,Зима,Зима
23.62,25,45,4,VIP,Физическое лицо,Одежда,Мужская,Москва,Казань,Розничный,2023-05-24 15:14:00,2023-05-26 12:14:00,1.2,Весна,Весна
23.91,16,60,3,B2B,Физическое лицо,Бытовая техника,Малая техника,Казань,Санкт-Петербург,Розничный,2023-02-11 07:00:00,2023-02-13 19:00:00,27.0,Зима,Зима
230.15,229,49,10,B2B,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Санкт-Петербург,Розничный,2023-03-02 13:55:00,2023-03-04 14:55:00,730.0,Весна,Весна
230.21,237,51,9,B2C,Физическое лицо,Электроника,Аксессуары,Казань,Новосибирск,Розничный,2023-03-17 10:58:00,2023-03-19 13:58:00,0.27,Весна,Весна
230.54,248,69,1,B2C,Физическое лицо,Спорттовары,Тренажеры,Москва,Сочи,Розничный,2023-04-13 20:38:00,2023-04-16 17:38:00,26.3,Весна,Весна
230.56,145,51,4,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Калининград,Розничный,2023-01-17 15:00:00,2023-01-19 18:00:00,14.0,Зима,Зима
230.7,255,43,6,B2C,Физическое лицо,Одежда,Унисекс,Казань,Москва,Розничный,2023-06-29 15:03:00,2023-07-01 10:03:00,1.08,Лето,Лето
230.79,423,50,7,B2C,Юридическое лицо,Одежда,Унисекс,Казань,Сочи,Розничный,2023-03-28 19:06:00,2023-03-30 21:06:00,4.2,Весна,Весна
