,cost,distance,delivery_time_hours,quantity,transport_mode,segment,customer_type,category,sub_category,city_x,city_y,store_type,departure_date,arrival_date,total_mass_kg,departure_season,arrival_season
3798,1513.58,895,54,2,Авиа,B2C,Физическое лицо,Электроника,Аксессуары,Казань,Владивосток,Оптовый,2023-02-07 12:08:00,2023-02-09 18:08:00,0.5,Зима,Зима
5986,222.92,148,43,4,Грузовик,B2C,Физическое лицо,Электроника,Компьютеры,Новосибирск,Нижний Новгород,Розничный,2023-02-07 12:41:00,2023-02-09 07:41:00,40.0,Зима,Зима
10972,496.09,847,59,9,Авиа,B2C,Физическое лицо,Одежда,Унисекс,Сочи,Краснодар,Розничный,2023-02-07 12:41:00,2023-02-09 23:41:00,3.6,Зима,Зима
297,1028.88,932,35,5,Авиа,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Новосибирск,Розничный,2023-02-07 14:10:00,2023-02-09 01:10:00,87.5,Зима,Зима
12407,579.52,945,63,5,Морской,B2C,Юридическое лицо,Электроника,Мобильные устройства,Сочи,Нижний Новгород,Розничный,2023-02-07 14:26:00,2023-02-10 05:26:00,0.8500000000000001,Зима,Зима
14852,741.37,779,55,8,Морской,B2C,Физическое лицо,Электроника,Компьютеры,Казань,Нижний Новгород,Розничный,2023-02-07 14:47:00,2023-02-09 21:47:00,40.0,Зима,Зима
227,102.71,78,58,1,Авиа,VIP,Физическое лицо,Бытовая техника,Крупная техника,Казань,Москва,Розничный,2023-02-07 15:35:00,2023-02-10 01:35:00,70.0,Зима,Зима
5836,215.27,165,40,8,Морской,B2B,Физическое лицо,Электроника,Мобильные устройства,Сочи,Санкт-Петербург,Розничный,2023-02-07 16:19:00,2023-02-09 08:19:00,1.36,Зима,Зима
192,1017.43,594,71,8,Грузовик,B2C,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Новосибирск,Розничный,2023-02-07 16:22:00,2023-02-10 15:22:00,140.0,Зима,Зима
6979,277.15,509,24,7,Авиа,B2C,Физическое лицо,Электроника,Компьютеры,Новосибирск,Новосибирск,Розничный,2023-02-07 16:23:00,2023-02-08 16:23:00,70.0,Зима,Зима
8022,336.29,320,30,5,Морской,B2C,Юридическое лицо,Электроника,Аксессуары,Санкт-Петербург,Краснодар,Розничный,2023-02-07 16:34:00,2023-02-08 22:34:00,1.25,Зима,Зима
5115,183.49,193,4,2,Морской,B2C,Физическое лицо,Бытовая техника,Крупная техника,Новосибирск,Екатеринбург,Розничный,2023-02-07 18:13:00,2023-02-07 22:13:00,140.0,Зима,Зима
5767,212.19,424,3,5,ЖД,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Казань,Розничный,2023-02-07 21:46:00,2023-02-08 00:46:00,0.15,Зима,Зима
7282,295.5,418,31,1,Морской,B2B,Физическое лицо,Электроника,Компьютеры,Сочи,Санкт-Петербург,Розничный,2023-02-07 22:38:00,2023-02-09 05:38:00,2.2,Зима,Зима
15426,784.31,775,46,5,Грузовик,B2C,Физическое лицо,Электроника,Аксессуары,Сочи,Нижний Новгород,Розничный,2023-02-07 23:49:00,2023-02-09 21:49:00,0.065,Зима,Зима
5670,206.94,195,51,6,Грузовик,B2C,Физическое лицо,Одежда,Мужская,Сочи,Владивосток,Розничный,2023-02-08 01:08:00,2023-02-10 04:08:00,3.0,Зима,Зима
2394,1289.33,816,66,3,ЖД,B2C,Юридическое лицо,Спорттовары,Тренажеры,Казань,Сочи,Оптовый,2023-02-08 01:37:00,2023-02-10 19:37:00,78.9,Зима,Зима
308,103.17,149,9,1,Грузовик,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Новосибирск,Розничный,2023-02-08 01:55:00,2023-02-08 10:55:00,0.03,Зима,Зима
17341,942.36,480,24,2,ЖД,B2C,Юридическое лицо,Электроника,Аксессуары,Москва,Санкт-Петербург,Розничный,2023-02-08 02:58:00,2023-02-09 02:58:00,0.026,Зима,Зима
17395,947.31,954,72,3,Грузовик,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Екатеринбург,Розничный,2023-02-08 03:04:00,2023-02-11 03:04:00,52.5,Зима,Зима
5901,219.03,144,13,5,Грузовик,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Краснодар,Розничный,2023-02-08 03:22:00,2023-02-08 16:22:00,45.0,Зима,Зима
2850,1350.63,866,44,2,ЖД,B2C,Юридическое лицо,Электроника,Аксессуары,Москва,Калининград,Розничный,2023-02-08 03:37:00,2023-02-09 23:37:00,0.5,Зима,Зима
5710,209.07,284,1,6,Авиа,B2C,Физическое лицо,Бытовая техника,Малая техника,Новосибирск,Санкт-Петербург,Розничный,2023-02-08 03:42:00,2023-02-08 04:42:00,5.88,Зима,Зима
7875,328.09,303,17,9,Грузовик,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Новосибирск,Розничный,2023-02-08 04:25:00,2023-02-08 21:25:00,2.7,Зима,Зима
4570,1679.49,989,31,1,Авиа,B2C,Физическое лицо,Электроника,Аксессуары,Нижний Новгород,Екатеринбург,Розничный,2023-02-08 07:40:00,2023-02-09 14:40:00,0.25,Зима,Зима
5641,204.83,106,56,4,Морской,B2C,Физическое лицо,Электроника,Мобильные устройства,Москва,Москва,Розничный,2023-02-08 07:42:00,2023-02-10 15:42:00,0.68,Зима,Зима
14196,694.77,719,4,4,Грузовик,B2C,Физическое лицо,Бытовая техника,Малая техника,Новосибирск,Екатеринбург,Розничный,2023-02-08 09:53:00,2023-02-08 13:53:00,70.0,Зима,Зима
9137,394.07,246,51,9,Морской,VIP,Физическое лицо,Электроника,Компьютеры,Казань,Калининград,Оптовый,2023-02-08 10:09:00,2023-02-10 13:09:00,45.0,Зима,Зима
5740,210.02,146,57,10,Морской,B2B,Физическое лицо,Электроника,Аксессуары,Сочи,Сочи,Розничный,2023-02-08 10:15:00,2023-02-10 19:15:00,2.5,Зима,Зима
3672,1493.19,987,54,1,Грузовик,B2C,Физическое лицо,Одежда,Женская,Москва,Новосибирск,Розничный,2023-02-08 10:38:00,2023-02-10 16:38:00,0.6,Зима,Зима
83,1007.4,833,71,1,ЖД,B2C,Физическое лицо,Бытовая техника,Крупная техника,Сочи,Нижний Новгород,Розничный,2023-02-08 10:40:00,2023-02-11 09:40:00,70.0,Зима,Зима
7526,309.1,179,46,4,Грузовик,B2B,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Москва,Розничный,2023-02-08 12:11:00,2023-02-10 10:11:00,20.0,Зима,Зима
14373,706.41,445,12,5,ЖД,B2C,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Санкт-Петербург,Розничный,2023-02-08 12:42:00,2023-02-09 00:42:00,15.25,Зима,Зима
11844,544.59,881,61,10,ЖД,B2C,Юридическое лицо,Бытовая техника,Малая техника,Казань,Казань,Розничный,2023-02-08 13:25:00,2023-02-11 02:25:00,35.0,Зима,Зима
7916,33.9,65,26,6,ЖД,B2C,Юридическое лицо,Электроника,Компьютеры,Санкт-Петербург,Сочи,Розничный,2023-02-08 13:25:00,2023-02-09 15:25:00,60.0,Зима,Зима
7237,292.57,434,28,10,Авиа,B2C,Физическое лицо,Одежда,Женская,Новосибирск,Казань,Розничный,2023-02-08 13:27:00,2023-02-09 17:27:00,3.3000000000000003,Зима,Зима
6500,250.78,163,13,1,Морской,B2C,Юридическое лицо,Бытовая техника,Малая техника,Казань,Казань,Оптовый,2023-02-08 14:17:00,2023-02-09 03:17:00,9.0,Зима,Зима
11105,502.53,297,47,6,Морской,B2C,Юридическое лицо,Одежда,Унисекс,Москва,Нижний Новгород,Розничный,2023-02-08 14:31:00,2023-02-10 13:31:00,3.6,Зима,Зима
7075,282.95,454,58,7,Грузовик,B2B,Физическое лицо,Электроника,Аксессуары,Казань,Калининград,Розничный,2023-02-08 14:59:00,2023-02-11 00:59:00,0.091,Зима,Зима
10064,445.3,650,16,3,Грузовик,B2C,Юридическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Сочи,Розничный,2023-02-08 15:33:00,2023-02-09 07:33:00,10.5,Зима,Зима
5443,195.09,315,46,9,Авиа,B2C,Юридическое лицо,Одежда,Женская,Казань,Калининград,Оптовый,2023-02-08 15:36:00,2023-02-10 13:36:00,5.4,Зима,Зима
2300,1276.35,716,42,4,Авиа,B2B,Физическое лицо,Бытовая техника,Малая техника,Новосибирск,Владивосток,Розничный,2023-02-08 17:16:00,2023-02-10 11:16:00,3.92,Зима,Зима
4985,1796.25,994,43,6,Морской,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Нижний Новгород,Оптовый,2023-02-08 17:41:00,2023-02-10 12:41:00,21.0,Зима,Зима
8376,354.32,334,22,5,Грузовик,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Санкт-Петербург,Оптовый,2023-02-08 18:18:00,2023-02-09 16:18:00,15.25,Зима,Зима
6361,244.2,186,40,10,ЖД,B2C,Физическое лицо,Электроника,Мобильные устройства,Сочи,Нижний Новгород,Розничный,2023-02-08 19:04:00,2023-02-10 11:04:00,1.7000000000000002,Зима,Зима
10141,45.61,70,63,7,ЖД,VIP,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Екатеринбург,Розничный,2023-02-08 19:43:00,2023-02-11 10:43:00,1.75,Зима,Зима
7420,301.86,367,17,2,Грузовик,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Казань,Оптовый,2023-02-08 20:44:00,2023-02-09 13:44:00,35.0,Зима,Зима
11382,517.48,439,8,2,ЖД,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Сочи,Санкт-Петербург,Розничный,2023-02-08 20:46:00,2023-02-09 04:46:00,140.0,Зима,Зима
603,1062.08,673,66,5,Грузовик,B2C,Юридическое лицо,Одежда,Мужская,Казань,Сочи,Оптовый,2023-02-08 21:06:00,2023-02-11 15:06:00,1.5,Зима,Зима
3026,138.98,210,57,10,ЖД,B2C,Физическое лицо,Электроника,Компьютеры,Сочи,Краснодар,Розничный,2023-02-08 22:14:00,2023-02-11 07:14:00,22.0,Зима,Зима
8869,380.04,335,66,5,Морской,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Владивосток,Розничный,2023-02-08 23:19:00,2023-02-11 17:19:00,1.5,Зима,Зима
10034,442.94,675,6,7,Морской,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Екатеринбург,Розничный,2023-02-09 00:44:00,2023-02-09 06:44:00,122.5,Зима,Зима
12274,571.32,557,4,2,Грузовик,B2C,Физическое лицо,Одежда,Унисекс,Москва,Краснодар,Розничный,2023-02-09 00:46:00,2023-02-09 04:46:00,0.36,Зима,Зима
11445,521.16,642,35,4,Грузовик,B2B,Физическое лицо,Бытовая техника,Малая техника,Казань,Сочи,Оптовый,2023-02-09 00:47:00,2023-02-10 11:47:00,36.0,Зима,Зима
12523,587.2,509,2,5,Авиа,B2C,Физическое лицо,Одежда,Женская,Казань,Екатеринбург,Оптовый,2023-02-09 01:30:00,2023-02-09 03:30:00,3.0,Зима,Зима
1437,1158.24,903,13,8,Морской,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Владивосток,Розничный,2023-02-09 02:08:00,2023-02-09 15:08:00,2.64,Зима,Зима
8598,366.64,429,61,1,ЖД,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Казань,Розничный,2023-02-09 02:32:00,2023-02-11 15:32:00,0.33,Зима,Зима
8407,356.62,189,1,6,Авиа,B2B,Физическое лицо,Электроника,Аксессуары,Казань,Новосибирск,Оптовый,2023-02-09 03:06:00,2023-02-09 04:06:00,1.5,Зима,Зима
6530,252.81,338,44,4,ЖД,B2C,Физическое лицо,Одежда,Женская,Москва,Сочи,Розничный,2023-02-09 03:10:00,2023-02-10 23:10:00,1.32,Зима,Зима
15239,77.61,56,52,8,Авиа,B2C,Юридическое лицо,Электроника,Аксессуары,Санкт-Петербург,Калининград,Розничный,2023-02-09 04:22:00,2023-02-11 08:22:00,2.0,Зима,Зима
17850,988.65,585,60,9,Морской,B2B,Юридическое лицо,Одежда,Женская,Москва,Екатеринбург,Розничный,2023-02-09 04:46:00,2023-02-11 16:46:00,2.7,Зима,Зима
9560,416.63,748,32,4,Грузовик,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Краснодар,Розничный,2023-02-09 05:43:00,2023-02-10 13:43:00,70.0,Зима,Зима
4054,1562.55,916,70,4,Морской,B2B,Физическое лицо,Спорттовары,Тренажеры,Москва,Екатеринбург,Розничный,2023-02-09 06:03:00,2023-02-12 04:03:00,105.2,Зима,Зима
5964,221.53,192,30,5,Авиа,B2C,Физическое лицо,Одежда,Женская,Нижний Новгород,Калининград,Розничный,2023-02-09 06:20:00,2023-02-10 12:20:00,1.65,Зима,Зима
1172,113.27,223,24,9,Морской,VIP,Физическое лицо,Одежда,Мужская,Москва,Краснодар,Розничный,2023-02-09 06:27:00,2023-02-10 06:27:00,4.5,Зима,Зима
11805,541.28,346,59,4,ЖД,VIP,Физическое лицо,Одежда,Унисекс,Нижний Новгород,Екатеринбург,Розничный,2023-02-09 06:52:00,2023-02-11 17:52:00,0.72,Зима,Зима
7946,332.19,531,55,6,ЖД,B2C,Юридическое лицо,Бытовая техника,Малая техника,Москва,Новосибирск,Розничный,2023-02-09 07:11:00,2023-02-11 14:11:00,105.0,Зима,Зима
14291,70.64,132,24,6,Морской,B2C,Физическое лицо,Электроника,Компьютеры,Сочи,Краснодар,Розничный,2023-02-09 07:29:00,2023-02-10 07:29:00,13.2,Зима,Зима
6964,276.28,453,15,6,Грузовик,B2C,Физическое лицо,Электроника,Мобильные устройства,Новосибирск,Казань,Розничный,2023-02-09 08:22:00,2023-02-09 23:22:00,3.0,Зима,Зима
4442,1643.37,827,55,1,Грузовик,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Казань,Розничный,2023-02-09 10:27:00,2023-02-11 17:27:00,3.05,Зима,Зима
15258,771.08,772,5,1,ЖД,VIP,Юридическое лицо,Электроника,Мобильные устройства,Казань,Москва,Оптовый,2023-02-09 11:43:00,2023-02-09 16:43:00,0.17,Зима,Зима
15558,793.11,677,19,8,Морской,B2C,Юридическое лицо,Одежда,Женская,Новосибирск,Владивосток,Розничный,2023-02-09 11:55:00,2023-02-10 06:55:00,4.8,Зима,Зима
7225,292.29,341,25,4,Грузовик,B2B,Физическое лицо,Электроника,Мобильные устройства,Казань,Москва,Оптовый,2023-02-09 13:42:00,2023-02-10 14:42:00,0.68,Зима,Зима
5259,188.65,210,51,6,Грузовик,B2C,Физическое лицо,Электроника,Компьютеры,Новосибирск,Владивосток,Розничный,2023-02-09 13:55:00,2023-02-11 16:55:00,30.0,Зима,Зима
1293,1141.4,885,12,2,Авиа,B2C,Физическое лицо,Одежда,Унисекс,Сочи,Краснодар,Розничный,2023-02-09 14:26:00,2023-02-10 02:26:00,0.8,Зима,Зима
3889,153.81,89,39,5,Авиа,B2B,Физическое лицо,Электроника,Компьютеры,Сочи,Владивосток,Розничный,2023-02-09 14:44:00,2023-02-11 05:44:00,11.0,Зима,Зима
11828,543.34,616,28,3,Грузовик,B2C,Физическое лицо,Электроника,Аксессуары,Казань,Санкт-Петербург,Оптовый,2023-02-09 15:28:00,2023-02-10 19:28:00,0.75,Зима,Зима
3538,147.45,222,45,4,Морской,B2C,Юридическое лицо,Электроника,Компьютеры,Казань,Калининград,Розничный,2023-02-09 17:31:00,2023-02-11 14:31:00,20.0,Зима,Зима
5011,180.45,137,31,2,Морской,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Сочи,Сочи,Розничный,2023-02-09 17:51:00,2023-02-11 00:51:00,140.0,Зима,Зима
3617,1482.7,951,52,4,ЖД,B2C,Физическое лицо,Электроника,Компьютеры,Сочи,Санкт-Петербург,Розничный,2023-02-09 19:03:00,2023-02-11 23:03:00,40.0,Зима,Зима
16904,90.91,110,40,3,Авиа,B2B,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Владивосток,Розничный,2023-02-09 19:41:00,2023-02-11 11:41:00,27.0,Зима,Зима
7321,296.98,200,41,6,Морской,VIP,Юридическое лицо,Одежда,Мужская,Сочи,Екатеринбург,Розничный,2023-02-09 19:49:00,2023-02-11 12:49:00,4.199999999999999,Зима,Зима
10637,477.6,262,2,2,Грузовик,B2B,Юридическое лицо,Спорттовары,Тренажеры,Казань,Калининград,Розничный,2023-02-09 20:58:00,2023-02-09 22:58:00,146.0,Зима,Зима
9874,434.21,859,19,9,Авиа,B2B,Физическое лицо,Одежда,Женская,Нижний Новгород,Казань,Розничный,2023-02-09 21:04:00,2023-02-10 16:04:00,5.4,Зима,Зима
215,102.42,125,53,3,ЖД,B2C,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Владивосток,Розничный,2023-02-09 21:33:00,2023-02-12 02:33:00,0.54,Зима,Зима
11718,537.31,592,20,3,Морской,B2C,Физическое лицо,Спорттовары,Тренажеры,Москва,Сочи,Розничный,2023-02-09 23:09:00,2023-02-10 19:09:00,78.9,Зима,Зима
250,1021.77,547,34,3,ЖД,B2C,Физическое лицо,Электроника,Компьютеры,Казань,Санкт-Петербург,Розничный,2023-02-10 00:11:00,2023-02-11 10:11:00,15.0,Зима,Зима
6894,272.3,443,64,6,ЖД,VIP,Физическое лицо,Электроника,Компьютеры,Москва,Екатеринбург,Розничный,2023-02-10 00:12:00,2023-02-12 16:12:00,30.0,Зима,Зима
1964,1227.64,875,19,10,Морской,B2B,Физическое лицо,Электроника,Аксессуары,Нижний Новгород,Нижний Новгород,Розничный,2023-02-10 00:24:00,2023-02-10 19:24:00,2.5,Зима,Зима
1077,1117.27,767,13,6,Морской,B2C,Физическое лицо,Электроника,Аксессуары,Казань,Краснодар,Оптовый,2023-02-10 01:05:00,2023-02-10 14:05:00,1.5,Зима,Зима
2511,130.83,75,12,10,ЖД,B2C,Юридическое лицо,Бытовая техника,Малая техника,Новосибирск,Екатеринбург,Розничный,2023-02-10 01:35:00,2023-02-10 13:35:00,90.0,Зима,Зима
5467,196.38,326,2,3,Авиа,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Владивосток,Оптовый,2023-02-10 02:50:00,2023-02-10 04:50:00,10.5,Зима,Зима
7079,283.05,261,31,6,ЖД,B2C,Физическое лицо,Одежда,Мужская,Москва,Казань,Розничный,2023-02-10 04:21:00,2023-02-11 11:21:00,4.199999999999999,Зима,Зима
16097,834.95,503,64,5,ЖД,B2C,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Казань,Розничный,2023-02-10 04:23:00,2023-02-12 20:23:00,0.8500000000000001,Зима,Зима
7220,291.94,162,26,3,Авиа,B2C,Физическое лицо,Одежда,Мужская,Казань,Сочи,Розничный,2023-02-10 05:24:00,2023-02-11 07:24:00,0.8999999999999999,Зима,Зима
358,1035.7,714,51,5,ЖД,B2B,Физическое лицо,Одежда,Женская,Нижний Новгород,Новосибирск,Розничный,2023-02-10 06:21:00,2023-02-12 09:21:00,1.65,Зима,Зима
8458,359.34,493,55,2,ЖД,B2B,Физическое лицо,Одежда,Унисекс,Сочи,Екатеринбург,Розничный,2023-02-10 06:32:00,2023-02-12 13:32:00,1.2,Зима,Зима
13394,639.9,556,15,8,Морской,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Екатеринбург,Розничный,2023-02-10 07:26:00,2023-02-10 22:26:00,7.84,Зима,Зима
16417,861.41,693,26,10,ЖД,B2C,Юридическое лицо,Электроника,Компьютеры,Казань,Владивосток,Оптовый,2023-02-10 07:26:00,2023-02-11 09:26:00,22.0,Зима,Зима
3786,151.95,93,59,9,Морской,B2C,Юридическое лицо,Бытовая техника,Малая техника,Сочи,Сочи,Розничный,2023-02-10 07:28:00,2023-02-12 18:28:00,27.45,Зима,Зима
15820,811.8,762,51,7,Грузовик,VIP,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Сочи,Розничный,2023-02-10 07:50:00,2023-02-12 10:50:00,63.0,Зима,Зима
6334,242.35,256,1,9,Морской,B2C,Физическое лицо,Одежда,Унисекс,Новосибирск,Казань,Розничный,2023-02-10 08:24:00,2023-02-10 09:24:00,3.6,Зима,Зима
288,1027.04,971,39,8,Морской,B2C,Физическое лицо,Электроника,Аксессуары,Сочи,Санкт-Петербург,Розничный,2023-02-10 09:24:00,2023-02-12 00:24:00,2.0,Зима,Зима
310,103.24,187,22,3,Авиа,B2C,Физическое лицо,Одежда,Унисекс,Нижний Новгород,Владивосток,Розничный,2023-02-10 10:08:00,2023-02-11 08:08:00,0.54,Зима,Зима
5755,211.53,108,3,2,Морской,VIP,Физическое лицо,Бытовая техника,Малая техника,Новосибирск,Владивосток,Розничный,2023-02-10 10:17:00,2023-02-10 13:17:00,6.1,Зима,Зима
15408,782.5,845,53,1,Грузовик,B2C,Физическое лицо,Бытовая техника,Крупная техника,Нижний Новгород,Казань,Розничный,2023-02-10 10:31:00,2023-02-12 15:31:00,60.0,Зима,Зима
13540,649.07,724,44,4,Морской,B2C,Физическое лицо,Одежда,Мужская,Казань,Нижний Новгород,Оптовый,2023-02-10 12:05:00,2023-02-12 08:05:00,2.0,Зима,Зима
10038,443.37,622,63,5,Морской,B2C,Физическое лицо,Спорттовары,Тренажеры,Казань,Новосибирск,Оптовый,2023-02-10 12:39:00,2023-02-13 03:39:00,131.5,Зима,Зима
7662,316.74,177,38,8,Авиа,B2C,Физическое лицо,Одежда,Унисекс,Казань,Санкт-Петербург,Оптовый,2023-02-10 12:57:00,2023-02-12 02:57:00,1.44,Зима,Зима
5160,185.0,124,23,9,Авиа,VIP,Физическое лицо,Электроника,Компьютеры,Сочи,Нижний Новгород,Розничный,2023-02-10 13:05:00,2023-02-11 12:05:00,19.8,Зима,Зима
15346,779.36,626,40,10,Грузовик,VIP,Физическое лицо,Электроника,Аксессуары,Казань,Санкт-Петербург,Розничный,2023-02-10 13:14:00,2023-02-12 05:14:00,2.5,Зима,Зима
17897,991.76,683,32,10,Морской,VIP,Физическое лицо,Одежда,Женская,Нижний Новгород,Краснодар,Розничный,2023-02-10 14:57:00,2023-02-11 22:57:00,3.3000000000000003,Зима,Зима
6380,245.35,150,19,6,Грузовик,VIP,Физическое лицо,Электроника,Компьютеры,Сочи,Нижний Новгород,Розничный,2023-02-10 14:58:00,2023-02-11 09:58:00,30.0,Зима,Зима
5042,181.09,305,19,1,ЖД,B2C,Физическое лицо,Одежда,Унисекс,Казань,Казань,Оптовый,2023-02-10 14:59:00,2023-02-11 09:59:00,0.4,Зима,Зима
6273,239.22,415,8,1,Грузовик,VIP,Юридическое лицо,Спорттовары,Тренажеры,Нижний Новгород,Сочи,Розничный,2023-02-10 15:07:00,2023-02-10 23:07:00,26.3,Зима,Зима
5841,215.48,221,5,8,ЖД,B2C,Физическое лицо,Бытовая техника,Малая техника,Новосибирск,Москва,Розничный,2023-02-10 15:36:00,2023-02-10 20:36:00,140.0,Зима,Зима
7416,301.48,231,6,4,Морской,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Екатеринбург,Розничный,2023-02-10 16:08:00,2023-02-10 22:08:00,1.32,Зима,Зима
1267,114.59,88,64,6,Авиа,B2C,Физическое лицо,Одежда,Мужская,Нижний Новгород,Москва,Розничный,2023-02-10 16:13:00,2023-02-13 08:13:00,1.7999999999999998,Зима,Зима
750,1078.87,999,48,4,Морской,B2B,Юридическое лицо,Электроника,Мобильные устройства,Казань,Нижний Новгород,Оптовый,2023-02-10 16:36:00,2023-02-12 16:36:00,0.68,Зима,Зима
15940,822.05,566,13,6,Авиа,B2C,Физическое лицо,Одежда,Женская,Сочи,Калининград,Розничный,2023-02-10 17:19:00,2023-02-11 06:19:00,1.7999999999999998,Зима,Зима
16,100.19,137,60,10,ЖД,B2B,Физическое лицо,Одежда,Женская,Сочи,Сочи,Розничный,2023-02-10 18:49:00,2023-02-13 06:49:00,3.0,Зима,Зима
7534,309.61,245,67,7,Авиа,B2B,Физическое лицо,Бытовая техника,Малая техника,Сочи,Нижний Новгород,Розничный,2023-02-10 19:17:00,2023-02-13 14:17:00,21.35,Зима,Зима
14354,704.94,393,55,7,Авиа,B2B,Физическое лицо,Электроника,Компьютеры,Нижний Новгород,Санкт-Петербург,Розничный,2023-02-10 19:24:00,2023-02-13 02:24:00,15.400000000000002,Зима,Зима
11328,514.68,976,42,10,ЖД,B2B,Физическое лицо,Бытовая техника,Малая техника,Москва,Новосибирск,Розничный,2023-02-10 20:44:00,2023-02-12 14:44:00,9.8,Зима,Зима
13548,649.53,735,63,9,ЖД,B2C,Юридическое лицо,Электроника,Компьютеры,Нижний Новгород,Казань,Розничный,2023-02-10 22:32:00,2023-02-13 13:32:00,45.0,Зима,Зима
16979,909.43,986,48,1,Авиа,B2C,Физическое лицо,Одежда,Мужская,Казань,Нижний Новгород,Оптовый,2023-02-10 23:10:00,2023-02-12 23:10:00,0.5,Зима,Зима
2574,131.99,66,46,3,Грузовик,B2C,Физическое лицо,Одежда,Мужская,Казань,Казань,Розничный,2023-02-10 23:32:00,2023-02-12 21:32:00,0.8999999999999999,Зима,Зима
7834,325.71,307,51,7,Морской,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Казань,Оптовый,2023-02-10 23:45:00,2023-02-13 02:45:00,6.859999999999999,Зима,Зима
8572,364.63,320,21,8,Грузовик,VIP,Физическое лицо,Бытовая техника,Малая техника,Москва,Екатеринбург,Розничный,2023-02-10 23:52:00,2023-02-11 20:52:00,140.0,Зима,Зима
17107,92.26,61,20,3,Грузовик,B2C,Физическое лицо,Одежда,Мужская,Казань,Владивосток,Оптовый,2023-02-10 23:59:00,2023-02-11 19:59:00,1.5,Зима,Зима
6537,253.31,431,69,5,Грузовик,B2B,Физическое лицо,Одежда,Женская,Москва,Калининград,Розничный,2023-02-11 00:06:00,2023-02-13 21:06:00,1.5,Зима,Зима
10894,491.27,459,21,9,ЖД,B2B,Физическое лицо,Одежда,Женская,Новосибирск,Новосибирск,Розничный,2023-02-11 01:02:00,2023-02-11 22:02:00,2.7,Зима,Зима
15739,807.48,507,23,5,Авиа,B2C,Физическое лицо,Электроника,Аксессуары,Сочи,Калининград,Розничный,2023-02-11 01:42:00,2023-02-12 00:42:00,1.25,Зима,Зима
11306,513.63,654,17,2,Грузовик,B2C,Физическое лицо,Бытовая техника,Малая техника,Новосибирск,Сочи,Розничный,2023-02-11 02:46:00,2023-02-11 19:46:00,7.0,Зима,Зима
14490,714.43,582,54,2,Морской,B2C,Физическое лицо,Электроника,Мобильные устройства,Сочи,Краснодар,Розничный,2023-02-11 03:32:00,2023-02-13 09:32:00,0.34,Зима,Зима
280,1025.9,813,67,2,Авиа,B2C,Физическое лицо,Электроника,Аксессуары,Казань,Нижний Новгород,Розничный,2023-02-11 03:38:00,2023-02-13 22:38:00,0.5,Зима,Зима
2175,126.25,100,15,3,Авиа,B2C,Физическое лицо,Электроника,Аксессуары,Казань,Москва,Оптовый,2023-02-11 03:42:00,2023-02-11 18:42:00,0.09,Зима,Зима
9041,389.79,285,50,7,Грузовик,B2B,Физическое лицо,Бытовая техника,Малая техника,Казань,Нижний Новгород,Розничный,2023-02-11 04:00:00,2023-02-13 06:00:00,6.859999999999999,Зима,Зима
3899,1533.37,767,47,6,ЖД,VIP,Физическое лицо,Электроника,Аксессуары,Новосибирск,Москва,Розничный,2023-02-11 04:21:00,2023-02-13 03:21:00,0.18,Зима,Зима
11197,507.92,920,47,4,Грузовик,B2B,Физическое лицо,Электроника,Компьютеры,Казань,Сочи,Оптовый,2023-02-11 04:48:00,2023-02-13 03:48:00,8.8,Зима,Зима
2779,134.73,80,52,8,Морской,VIP,Физическое лицо,Одежда,Мужская,Москва,Казань,Розничный,2023-02-11 06:24:00,2023-02-13 10:24:00,4.0,Зима,Зима
