cost,distance,delivery_time_hours,quantity,transport_mode,segment,customer_type,category,sub_category,city_x,city_y,store_type,departure_date,arrival_date,total_mass_kg,departure_season,arrival_season
1366.38,816,19,9,ЖД,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Екатеринбург,Розничный,2023-05-28 16:16:00,2023-05-29 11:16:00,630.0,Весна,Весна
1366.72,785,18,6,Морской,B2C,Юридическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Сочи,Розничный,2023-04-18 13:34:00,2023-04-19 07:34:00,1.02,Весна,Весна
1366.88,888,18,4,Грузовик,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Краснодар,Розничный,2023-05-31 11:20:00,2023-06-01 05:20:00,280.0,Весна,Лето
1367.27,751,1,5,Авиа,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Москва,Розничный,2023-07-20 13:03:00,2023-07-20 14:03:00,300.0,Лето,Лето
1368.16,711,46,5,Грузовик,B2B,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Москва,Розничный,2023-05-19 13:19:00,2023-05-21 11:19:00,1.5,Весна,Весна
1370.4,773,36,10,Авиа,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Владивосток,Розничный,2023-09-19 20:43:00,2023-09-21 08:43:00,600.0,Осень,Осень
1371.03,796,23,8,Грузовик,VIP,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Новосибирск,Розничный,2023-04-16 10:24:00,2023-04-17 09:24:00,1.44,Весна,Весна
138.53,78,21,7,Морской,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Сочи,Розничный,2023-12-06 03:05:00,2023-12-07 00:05:00,1.75,Зима,Зима
1382.56,984,39,8,ЖД,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Владивосток,Розничный,2023-03-04 16:17:00,2023-03-06 07:17:00,40.0,Весна,Весна
1387.3,832,16,3,Грузовик,VIP,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Краснодар,Розничный,2023-01-31 17:44:00,2023-02-01 09:44:00,9.15,Зима,Зима
1387.47,852,40,8,ЖД,B2B,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Екатеринбург,Розничный,2023-07-27 13:14:00,2023-07-29 05:14:00,140.0,Лето,Лето
1390.41,806,9,5,Морской,B2B,Физическое лицо,Одежда,Женская,Санкт-Петербург,Нижний Новгород,Розничный,2023-12-14 11:19:00,2023-12-14 20:19:00,1.5,Зима,Зима
1409.96,997,11,9,ЖД,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Краснодар,Розничный,2023-07-06 19:30:00,2023-07-07 06:30:00,81.0,Лето,Лето
141.76,110,30,8,ЖД,B2C,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Краснодар,Розничный,2023-02-09 05:35:00,2023-02-10 11:35:00,584.0,Зима,Зима
141.79,115,42,6,Авиа,B2C,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Екатеринбург,Розничный,2023-04-30 10:34:00,2023-05-02 04:34:00,1.08,Весна,Весна
1412.52,818,11,4,Грузовик,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Екатеринбург,Розничный,2023-12-17 21:16:00,2023-12-18 08:16:00,20.0,Зима,Зима
1414.74,799,70,2,Авиа,B2B,Физическое лицо,Одежда,Женская,Санкт-Петербург,Краснодар,Розничный,2023-09-02 04:33:00,2023-09-05 02:33:00,0.6,Осень,Осень
1415.42,841,3,3,Авиа,B2C,Юридическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Владивосток,Розничный,2023-02-13 13:32:00,2023-02-13 16:32:00,10.5,Зима,Зима
1417.68,922,64,4,Морской,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Екатеринбург,Розничный,2023-09-16 09:30:00,2023-09-19 01:30:00,2.4,Осень,Осень
1419.97,758,40,3,Авиа,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Нижний Новгород,Розничный,2023-07-14 21:48:00,2023-07-16 13:48:00,2.1,Лето,Лето
142.14,169,18,6,Грузовик,B2C,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Екатеринбург,Розничный,2023-09-01 11:01:00,2023-09-02 05:01:00,1.08,Осень,Осень
142.57,86,6,9,Морской,B2B,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Нижний Новгород,Розничный,2023-01-24 22:25:00,2023-01-25 04:25:00,1.53,Зима,Зима
1422.98,774,55,4,Морской,B2C,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Краснодар,Розничный,2023-04-05 03:57:00,2023-04-07 10:57:00,0.72,Весна,Весна
1424.59,780,23,8,Морской,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Новосибирск,Розничный,2023-06-21 02:40:00,2023-06-22 01:40:00,5.6,Лето,Лето
1425.38,758,39,4,Морской,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Новосибирск,Розничный,2023-09-01 19:44:00,2023-09-03 10:44:00,12.2,Осень,Осень
143.28,145,53,6,Авиа,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Сочи,Розничный,2023-07-08 01:49:00,2023-07-10 06:49:00,5.88,Лето,Лето
1431.58,986,25,1,Грузовик,B2C,Юридическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Владивосток,Розничный,2023-09-22 20:20:00,2023-09-23 21:20:00,3.5,Осень,Осень
1431.74,948,60,4,Морской,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Сочи,Розничный,2023-03-31 17:21:00,2023-04-03 05:21:00,240.0,Весна,Весна
1436.1,924,22,8,Авиа,B2C,Юридическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Казань,Розничный,2023-06-29 08:21:00,2023-06-30 06:21:00,28.0,Лето,Лето
1439.28,920,69,7,Грузовик,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Москва,Розничный,2023-03-01 08:06:00,2023-03-04 05:06:00,4.9,Весна,Весна
1441.31,745,40,9,ЖД,VIP,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Екатеринбург,Розничный,2023-12-07 01:04:00,2023-12-08 17:04:00,8.82,Зима,Зима
1443.77,739,1,9,Морской,B2C,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Калининград,Розничный,2023-12-03 23:31:00,2023-12-04 00:31:00,657.0,Зима,Зима
1446.08,922,44,4,Грузовик,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Москва,Розничный,2023-02-27 01:43:00,2023-02-28 21:43:00,280.0,Зима,Зима
1446.47,1000,6,4,ЖД,B2C,Юридическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Екатеринбург,Розничный,2023-08-21 06:35:00,2023-08-21 12:35:00,12.2,Лето,Лето
1447.96,926,5,5,ЖД,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Новосибирск,Розничный,2023-06-09 11:42:00,2023-06-09 16:42:00,3.5,Лето,Лето
1449.92,931,21,2,ЖД,B2C,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Новосибирск,Розничный,2023-08-13 13:53:00,2023-08-14 10:53:00,52.6,Лето,Лето
145.13,280,56,5,Авиа,VIP,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Москва,Розничный,2023-11-22 14:37:00,2023-11-24 22:37:00,1.5,Осень,Осень
145.42,223,50,8,Грузовик,VIP,Юридическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Нижний Новгород,Розничный,2023-12-04 21:12:00,2023-12-06 23:12:00,560.0,Зима,Зима
145.65,91,20,5,ЖД,VIP,Юридическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Сочи,Розничный,2023-06-23 09:51:00,2023-06-24 05:51:00,87.5,Лето,Лето
1451.25,772,48,8,ЖД,B2C,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Краснодар,Розничный,2023-12-14 04:30:00,2023-12-16 04:30:00,210.4,Зима,Зима
1454.97,807,38,5,Грузовик,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Нижний Новгород,Розничный,2023-02-15 15:16:00,2023-02-17 05:16:00,300.0,Зима,Зима
1457.4,996,41,2,Авиа,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Владивосток,Розничный,2023-05-26 18:37:00,2023-05-28 11:37:00,120.0,Весна,Весна
1468.23,924,8,7,ЖД,B2C,Юридическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Сочи,Розничный,2023-06-21 04:06:00,2023-06-21 12:06:00,122.5,Лето,Лето
1469.22,844,10,8,Морской,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Екатеринбург,Розничный,2023-01-18 22:22:00,2023-01-19 08:22:00,2.0,Зима,Зима
147.55,116,60,8,Морской,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Владивосток,Розничный,2023-06-07 00:02:00,2023-06-09 12:02:00,560.0,Лето,Лето
147.66,85,28,7,ЖД,B2B,Юридическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Екатеринбург,Розничный,2023-01-04 13:20:00,2023-01-05 17:20:00,24.5,Зима,Зима
147.74,157,29,6,Морской,B2C,Юридическое лицо,Электроника,Аксессуары,Санкт-Петербург,Краснодар,Розничный,2023-09-28 21:13:00,2023-09-30 02:13:00,0.18,Осень,Осень
1472.91,894,47,7,ЖД,B2C,Юридическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Сочи,Розничный,2023-09-03 11:34:00,2023-09-05 10:34:00,24.5,Осень,Осень
1472.91,838,45,10,Морской,B2C,Юридическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Новосибирск,Розничный,2023-06-10 01:55:00,2023-06-11 22:55:00,90.0,Лето,Лето
1477.67,777,21,7,Авиа,VIP,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Нижний Новгород,Розничный,2023-11-17 16:59:00,2023-11-18 13:59:00,122.5,Осень,Осень
1477.88,881,30,8,Грузовик,B2B,Физическое лицо,Одежда,Женская,Санкт-Петербург,Нижний Новгород,Розничный,2023-05-05 09:35:00,2023-05-06 15:35:00,4.8,Весна,Весна
148.69,80,10,6,Грузовик,VIP,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Москва,Розничный,2023-01-10 23:36:00,2023-01-11 09:36:00,157.8,Зима,Зима
1480.17,741,33,2,Грузовик,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Владивосток,Розничный,2023-11-11 16:48:00,2023-11-13 01:48:00,7.0,Осень,Осень
1480.52,982,21,2,ЖД,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Екатеринбург,Розничный,2023-09-29 14:20:00,2023-09-30 11:20:00,1.4,Осень,Осень
1484.56,868,2,5,Морской,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Владивосток,Розничный,2023-09-04 08:39:00,2023-09-04 10:39:00,3.5,Осень,Осень
1486.27,820,16,6,Морской,B2C,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Калининград,Розничный,2023-03-13 02:19:00,2023-03-13 18:19:00,1.02,Весна,Весна
149.36,242,31,5,Грузовик,B2B,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Казань,Розничный,2023-08-31 08:31:00,2023-09-01 15:31:00,350.0,Лето,Осень
149.83,96,62,6,ЖД,B2B,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Нижний Новгород,Розничный,2023-10-06 22:23:00,2023-10-09 12:23:00,1.5,Осень,Осень
149.91,178,37,6,ЖД,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Новосибирск,Розничный,2023-09-23 12:37:00,2023-09-25 01:37:00,105.0,Осень,Осень
1490.9,872,7,8,Авиа,B2C,Юридическое лицо,Одежда,Женская,Санкт-Петербург,Москва,Розничный,2023-01-03 18:23:00,2023-01-04 01:23:00,2.4,Зима,Зима
1493.63,760,31,5,Грузовик,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Калининград,Розничный,2023-03-31 12:10:00,2023-04-01 19:10:00,1.5,Весна,Весна
15.04,13,14,1,Грузовик,B2B,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Москва,Розничный,2023-06-01 20:05:00,2023-06-02 10:05:00,0.17,Лето,Лето
15.75,27,14,5,ЖД,VIP,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Владивосток,Розничный,2023-10-28 22:00:00,2023-10-29 12:00:00,15.25,Осень,Осень
15.77,15,23,7,Морской,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Сочи,Розничный,2023-05-11 14:40:00,2023-05-12 13:40:00,1.75,Весна,Весна
1506.94,766,18,7,ЖД,B2B,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Казань,Розничный,2023-04-07 09:18:00,2023-04-08 03:18:00,6.859999999999999,Весна,Весна
151.08,270,28,7,Морской,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Казань,Розничный,2023-12-11 14:09:00,2023-12-12 18:09:00,122.5,Зима,Зима
151.81,184,31,5,ЖД,B2C,Юридическое лицо,Электроника,Компьютеры,Санкт-Петербург,Новосибирск,Розничный,2023-10-06 08:45:00,2023-10-07 15:45:00,25.0,Осень,Осень
1517.38,791,36,4,Грузовик,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Сочи,Розничный,2023-09-27 04:14:00,2023-09-28 16:14:00,8.8,Осень,Осень
152.55,159,67,6,Грузовик,VIP,Юридическое лицо,Электроника,Компьютеры,Санкт-Петербург,Владивосток,Розничный,2023-12-15 08:20:00,2023-12-18 03:20:00,60.0,Зима,Зима
1521.76,980,8,2,ЖД,B2C,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Калининград,Розничный,2023-02-12 14:24:00,2023-02-12 22:24:00,0.34,Зима,Зима
1523.6,763,45,5,Авиа,VIP,Юридическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Екатеринбург,Розничный,2023-03-16 01:22:00,2023-03-17 22:22:00,87.5,Весна,Весна
1527.23,801,35,1,Авиа,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Нижний Новгород,Розничный,2023-05-03 15:39:00,2023-05-05 02:39:00,0.03,Весна,Весна
1527.75,960,42,3,Морской,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Екатеринбург,Розничный,2023-01-26 04:40:00,2023-01-27 22:40:00,1.7999999999999998,Зима,Зима
1529.85,930,66,6,Авиа,VIP,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Казань,Розничный,2023-09-06 18:18:00,2023-09-09 12:18:00,54.0,Осень,Осень
1529.93,776,1,10,Грузовик,B2C,Юридическое лицо,Одежда,Унисекс,Санкт-Петербург,Краснодар,Розничный,2023-12-23 01:25:00,2023-12-23 02:25:00,4.0,Зима,Зима
153.0,116,16,1,Грузовик,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Москва,Розничный,2023-09-07 03:26:00,2023-09-07 19:26:00,5.0,Осень,Осень
1530.17,803,9,7,Морской,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Сочи,Розничный,2023-02-27 15:05:00,2023-02-28 00:05:00,3.5,Зима,Зима
1538.88,832,65,8,ЖД,B2C,Юридическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Калининград,Розничный,2023-06-06 19:37:00,2023-06-09 12:37:00,140.0,Лето,Лето
154.52,131,63,4,Авиа,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Казань,Розничный,2023-04-08 13:39:00,2023-04-11 04:39:00,3.92,Весна,Весна
154.98,294,50,10,Авиа,B2C,Юридическое лицо,Одежда,Женская,Санкт-Петербург,Москва,Розничный,2023-07-30 13:17:00,2023-08-01 15:17:00,6.0,Лето,Лето
1544.05,843,60,2,Грузовик,B2C,Юридическое лицо,Электроника,Аксессуары,Санкт-Петербург,Сочи,Розничный,2023-04-14 19:14:00,2023-04-17 07:14:00,0.026,Весна,Весна
1545.23,873,12,8,Авиа,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Казань,Розничный,2023-10-14 12:12:00,2023-10-15 00:12:00,4.8,Осень,Осень
1549.03,961,63,3,Авиа,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Владивосток,Розничный,2023-05-09 19:13:00,2023-05-12 10:13:00,0.8999999999999999,Весна,Весна
1550.15,808,3,7,Морской,B2B,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Москва,Розничный,2023-10-10 06:48:00,2023-10-10 09:48:00,63.0,Осень,Осень
1553.43,983,59,9,Авиа,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Екатеринбург,Розничный,2023-02-28 01:42:00,2023-03-02 12:42:00,2.25,Зима,Весна
156.62,170,41,8,ЖД,B2B,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Нижний Новгород,Розничный,2023-08-08 11:57:00,2023-08-10 04:57:00,0.24,Лето,Лето
156.84,194,28,4,ЖД,B2C,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Калининград,Розничный,2023-09-12 06:54:00,2023-09-13 10:54:00,2.4,Осень,Осень
1561.33,941,22,9,Морской,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Краснодар,Розничный,2023-11-28 18:46:00,2023-11-29 16:46:00,2.7,Осень,Осень
1562.0,852,52,6,Авиа,B2C,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Калининград,Розничный,2023-05-08 03:07:00,2023-05-10 07:07:00,2.4000000000000004,Весна,Весна
1564.07,796,37,10,Морской,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Калининград,Розничный,2023-05-15 22:37:00,2023-05-17 11:37:00,9.8,Весна,Весна
1575.58,807,20,10,Грузовик,B2B,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Новосибирск,Розничный,2023-03-17 17:22:00,2023-03-18 13:22:00,6.0,Весна,Весна
1578.84,948,46,9,Авиа,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Краснодар,Розничный,2023-11-08 21:31:00,2023-11-10 19:31:00,630.0,Осень,Осень
158.18,164,13,9,Грузовик,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Краснодар,Розничный,2023-05-28 20:32:00,2023-05-29 09:32:00,31.5,Весна,Весна
158.79,148,13,10,Морской,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Сочи,Розничный,2023-09-07 14:20:00,2023-09-08 03:20:00,9.8,Осень,Осень
1583.43,829,14,6,Грузовик,B2B,Физическое лицо,Одежда,Женская,Санкт-Петербург,Новосибирск,Розничный,2023-10-20 01:24:00,2023-10-20 15:24:00,1.98,Осень,Осень
1584.32,916,33,7,Морской,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Нижний Новгород,Розничный,2023-10-06 15:55:00,2023-10-08 00:55:00,2.1,Осень,Осень
1585.47,832,27,8,Грузовик,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Новосибирск,Розничный,2023-01-26 23:45:00,2023-01-28 02:45:00,17.6,Зима,Зима
1585.96,978,18,1,Грузовик,B2B,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Нижний Новгород,Розничный,2023-06-22 20:27:00,2023-06-23 14:27:00,60.0,Лето,Лето
1586.61,916,41,6,Грузовик,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Нижний Новгород,Розничный,2023-02-20 16:53:00,2023-02-22 09:53:00,0.18,Зима,Зима
1586.9,830,51,8,ЖД,B2C,Юридическое лицо,Электроника,Компьютеры,Санкт-Петербург,Новосибирск,Розничный,2023-01-04 20:37:00,2023-01-06 23:37:00,17.6,Зима,Зима
159.23,151,9,9,Грузовик,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Сочи,Розничный,2023-08-18 00:00:00,2023-08-18 09:00:00,6.3,Лето,Лето
1591.9,811,16,4,Грузовик,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Владивосток,Розничный,2023-11-23 20:48:00,2023-11-24 12:48:00,70.0,Осень,Осень
1596.0,826,7,5,ЖД,B2C,Юридическое лицо,Электроника,Аксессуары,Санкт-Петербург,Казань,Розничный,2023-04-30 14:49:00,2023-04-30 21:49:00,0.065,Весна,Весна
16.09,22,10,5,Авиа,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Владивосток,Розничный,2023-04-16 16:46:00,2023-04-17 02:46:00,300.0,Весна,Весна
16.37,24,17,3,Авиа,B2B,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Екатеринбург,Розничный,2023-02-16 15:35:00,2023-02-17 08:35:00,0.51,Зима,Зима
160.04,116,11,2,Авиа,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Калининград,Розничный,2023-05-02 20:36:00,2023-05-03 07:36:00,0.026,Весна,Весна
160.75,206,46,5,Грузовик,VIP,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Владивосток,Розничный,2023-10-13 20:46:00,2023-10-15 18:46:00,11.0,Осень,Осень
1601.06,989,1,9,Морской,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Нижний Новгород,Розничный,2023-08-21 03:55:00,2023-08-21 04:55:00,27.45,Лето,Лето
1601.14,888,24,10,ЖД,B2C,Юридическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Владивосток,Розничный,2023-03-04 02:46:00,2023-03-05 02:46:00,263.0,Весна,Весна
1604.47,907,58,7,Морской,B2C,Юридическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Новосибирск,Розничный,2023-03-16 18:12:00,2023-03-19 04:12:00,511.0,Весна,Весна
1607.5,909,46,6,Морской,B2B,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Казань,Розничный,2023-02-02 07:54:00,2023-02-04 05:54:00,5.88,Зима,Зима
1609.1,808,63,7,Авиа,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Нижний Новгород,Розничный,2023-07-26 21:55:00,2023-07-29 12:55:00,0.21,Лето,Лето
161.1,182,65,3,ЖД,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Нижний Новгород,Розничный,2023-05-18 15:34:00,2023-05-21 08:34:00,1.5,Весна,Весна
161.44,213,13,10,Грузовик,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Владивосток,Розничный,2023-03-16 15:00:00,2023-03-17 04:00:00,700.0,Весна,Весна
1615.53,892,33,6,Морской,B2C,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Владивосток,Розничный,2023-10-13 12:41:00,2023-10-14 21:41:00,157.8,Осень,Осень
162.73,277,63,7,ЖД,B2B,Физическое лицо,Одежда,Женская,Санкт-Петербург,Краснодар,Розничный,2023-06-06 04:59:00,2023-06-08 19:59:00,2.31,Лето,Лето
162.91,126,64,2,Морской,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Владивосток,Розничный,2023-07-07 14:03:00,2023-07-10 06:03:00,0.026,Лето,Лето
163.4,92,53,7,Морской,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Нижний Новгород,Розничный,2023-12-21 21:33:00,2023-12-24 02:33:00,420.0,Зима,Зима
163.67,182,54,10,ЖД,B2C,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Екатеринбург,Розничный,2023-06-25 23:48:00,2023-06-28 05:48:00,263.0,Лето,Лето
164.3,150,61,1,Грузовик,B2C,Юридическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Екатеринбург,Розничный,2023-11-03 08:12:00,2023-11-05 21:12:00,0.5,Осень,Осень
1644.08,917,35,2,Морской,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Сочи,Розничный,2023-04-16 11:10:00,2023-04-17 22:10:00,6.1,Весна,Весна
1655.35,930,16,3,Грузовик,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Краснодар,Розничный,2023-04-26 11:02:00,2023-04-27 03:02:00,52.5,Весна,Весна
1656.81,888,46,9,Грузовик,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Москва,Розничный,2023-10-08 22:53:00,2023-10-10 20:53:00,2.97,Осень,Осень
166.64,243,69,1,Грузовик,B2C,Юридическое лицо,Электроника,Компьютеры,Санкт-Петербург,Москва,Розничный,2023-03-27 08:55:00,2023-03-30 05:55:00,2.2,Весна,Весна
1664.87,916,17,10,Морской,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Москва,Розничный,2023-04-04 02:03:00,2023-04-04 19:03:00,3.0,Весна,Весна
1667.28,971,66,7,Авиа,B2C,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Сочи,Розничный,2023-03-25 01:03:00,2023-03-27 19:03:00,4.2,Весна,Весна
167.72,191,45,5,Авиа,B2C,Юридическое лицо,Одежда,Женская,Санкт-Петербург,Калининград,Розничный,2023-02-27 13:37:00,2023-03-01 10:37:00,3.0,Зима,Весна
167.94,93,45,1,Авиа,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Калининград,Розничный,2023-04-25 11:48:00,2023-04-27 08:48:00,60.0,Весна,Весна
1672.49,978,36,10,ЖД,B2C,Юридическое лицо,Электроника,Аксессуары,Санкт-Петербург,Казань,Розничный,2023-03-30 18:20:00,2023-04-01 06:20:00,0.13,Весна,Весна
1680.81,907,50,7,Морской,B2C,Юридическое лицо,Одежда,Мужская,Санкт-Петербург,Краснодар,Розничный,2023-08-25 00:36:00,2023-08-27 02:36:00,2.1,Лето,Лето
169.01,221,55,2,ЖД,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Сочи,Розничный,2023-07-17 18:02:00,2023-07-20 01:02:00,1.0,Лето,Лето
169.89,88,71,5,Морской,B2C,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Казань,Розничный,2023-12-24 01:34:00,2023-12-27 00:34:00,365.0,Зима,Зима
1691.65,972,18,8,Авиа,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Новосибирск,Розничный,2023-08-08 02:31:00,2023-08-08 20:31:00,17.6,Лето,Лето
1696.07,971,28,4,Авиа,B2B,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Калининград,Розничный,2023-01-16 02:45:00,2023-01-17 06:45:00,70.0,Зима,Зима
1696.26,932,13,7,Авиа,B2C,Юридическое лицо,Одежда,Унисекс,Санкт-Петербург,Казань,Розничный,2023-12-26 03:57:00,2023-12-26 16:57:00,4.2,Зима,Зима
1696.49,986,42,6,Авиа,VIP,Юридическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Краснодар,Розничный,2023-07-22 10:19:00,2023-07-24 04:19:00,438.0,Лето,Лето
170.38,207,71,1,Авиа,B2C,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Калининград,Розничный,2023-08-05 07:26:00,2023-08-08 06:26:00,0.17,Лето,Лето
170.68,319,40,10,Морской,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Калининград,Розничный,2023-08-16 07:20:00,2023-08-17 23:20:00,6.0,Лето,Лето
1700.6,988,41,1,Грузовик,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Нижний Новгород,Розничный,2023-01-17 13:23:00,2023-01-19 06:23:00,9.0,Зима,Зима
