cost,distance,delivery_time_hours,quantity,segment,customer_type,category,sub_category,region_x,city_x,region_y,city_y,store_type,total_mass_kg,post_index,season
1598.81,965,72,6,B2C,Физическое лицо,Одежда,Женская,Центральный,Москва,Приволжский,Казань,Розничный,1.98,519145,Лето
1598.86,968,54,9,B2C,Юридическое лицо,Электроника,Мобильные устройства,Центральный,Нижний Новгород,Центральный,Нижний Новгород,Розничный,1.53,883276,Зима
1599.55,970,25,8,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Центральный,Нижний Новгород,Южный,Сочи,Розничный,480.0,371912,Весна
16.05,18,36,9,B2C,Физическое лицо,Электроника,Аксессуары,Южный,Сочи,Северо-Западный,Калининград,Розничный,2.25,539999,Зима
16.51,29,46,2,B2C,Физическое лицо,Бытовая техника,Крупная техника,Центральный,Нижний Новгород,Сибирский,Новосибирск,Розничный,120.0,816344,Лето
160.04,201,68,10,B2B,Физическое лицо,Электроника,Аксессуары,Приволжский,Казань,Уральский,Екатеринбург,Оптовый,2.5,734676,Зима
160.21,228,66,6,B2C,Юридическое лицо,Спорттовары,Тренажеры,Приволжский,Казань,Южный,Краснодар,Оптовый,157.8,529656,Весна
160.27,117,52,2,B2C,Физическое лицо,Одежда,Женская,Южный,Сочи,Северо-Западный,Санкт-Петербург,Розничный,0.66,888141,Осень
160.67,170,55,5,B2B,Юридическое лицо,Электроника,Мобильные устройства,Сибирский,Новосибирск,Северо-Западный,Санкт-Петербург,Розничный,2.5,325602,Зима
160.75,206,46,5,VIP,Физическое лицо,Электроника,Компьютеры,Северо-Западный,Санкт-Петербург,Дальневосточный,Владивосток,Розничный,11.0,82809,Осень
1600.61,996,9,5,B2C,Физическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Уральский,Екатеринбург,Оптовый,4.9,77600,Осень
1603.77,882,28,4,B2C,Физическое лицо,Спорттовары,Тренажеры,Приволжский,Казань,Южный,Сочи,Оптовый,105.2,703128,Осень
1603.92,919,35,7,VIP,Физическое лицо,Электроника,Компьютеры,Центральный,Нижний Новгород,Северо-Западный,Санкт-Петербург,Розничный,70.0,979734,Лето
1604.43,806,45,3,VIP,Физическое лицо,Одежда,Унисекс,Южный,Сочи,Приволжский,Казань,Розничный,1.2,670467,Зима
1605.25,921,2,4,B2C,Физическое лицо,Бытовая техника,Малая техника,Центральный,Москва,Дальневосточный,Владивосток,Розничный,36.0,492554,Осень
1606.27,938,29,6,B2C,Физическое лицо,Электроника,Мобильные устройства,Южный,Сочи,Дальневосточный,Владивосток,Розничный,3.0,212109,Осень
1609.47,869,10,9,B2B,Физическое лицо,Одежда,Женская,Центральный,Нижний Новгород,Северо-Западный,Калининград,Розничный,2.7,838296,Осень
161.21,212,61,4,B2C,Физическое лицо,Одежда,Унисекс,Центральный,Москва,Северо-Западный,Санкт-Петербург,Розничный,0.72,816666,Зима
161.42,223,10,8,B2B,Физическое лицо,Электроника,Компьютеры,Южный,Сочи,Центральный,Москва,Розничный,80.0,626037,Осень
161.44,213,13,10,B2C,Физическое лицо,Бытовая техника,Крупная техника,Северо-Западный,Санкт-Петербург,Дальневосточный,Владивосток,Розничный,700.0,562043,Весна
161.55,113,60,4,B2C,Физическое лицо,Электроника,Компьютеры,Центральный,Москва,Центральный,Нижний Новгород,Розничный,20.0,254852,Осень
161.65,211,30,4,VIP,Юридическое лицо,Одежда,Унисекс,Центральный,Москва,Северо-Западный,Санкт-Петербург,Розничный,2.4,11503,Весна
1611.43,881,16,3,B2C,Физическое лицо,Электроника,Мобильные устройства,Сибирский,Новосибирск,Сибирский,Новосибирск,Розничный,0.51,170878,Осень
1614.0,827,23,3,B2C,Физическое лицо,Одежда,Мужская,Центральный,Нижний Новгород,Северо-Западный,Санкт-Петербург,Розничный,2.1,143994,Осень
1619.7,954,70,8,B2C,Физическое лицо,Спорттовары,Тренажеры,Приволжский,Казань,Северо-Западный,Санкт-Петербург,Оптовый,210.4,313634,Лето
162.55,285,2,3,B2C,Юридическое лицо,Одежда,Унисекс,Южный,Сочи,Южный,Краснодар,Розничный,0.54,306301,Весна
162.67,214,23,6,B2B,Физическое лицо,Бытовая техника,Крупная техника,Приволжский,Казань,Южный,Краснодар,Оптовый,360.0,645602,Весна
162.86,193,67,3,B2B,Физическое лицо,Электроника,Аксессуары,Сибирский,Новосибирск,Центральный,Нижний Новгород,Розничный,0.039,895333,Весна
162.88,257,32,5,B2C,Физическое лицо,Спорттовары,Тренажеры,Приволжский,Казань,Приволжский,Казань,Розничный,131.5,871724,Лето
1620.22,813,41,7,B2C,Физическое лицо,Бытовая техника,Крупная техника,Приволжский,Казань,Приволжский,Казань,Розничный,420.0,550356,Весна
1620.29,884,6,10,B2C,Физическое лицо,Электроника,Компьютеры,Центральный,Москва,Дальневосточный,Владивосток,Розничный,50.0,566824,Осень
1620.93,851,39,6,B2C,Физическое лицо,Одежда,Мужская,Южный,Сочи,Сибирский,Новосибирск,Розничный,1.8,349518,Осень
1622.17,942,21,9,B2C,Физическое лицо,Электроника,Аксессуары,Центральный,Москва,Уральский,Екатеринбург,Розничный,0.117,593932,Осень
1625.32,881,23,4,B2C,Физическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Сибирский,Новосибирск,Оптовый,70.0,813261,Осень
1626.52,814,41,4,B2C,Юридическое лицо,Одежда,Унисекс,Центральный,Нижний Новгород,Сибирский,Новосибирск,Розничный,2.4,31756,Зима
1627.6,904,45,2,B2C,Физическое лицо,Одежда,Унисекс,Приволжский,Казань,Приволжский,Казань,Розничный,1.2,533993,Лето
163.36,199,30,8,B2C,Физическое лицо,Электроника,Компьютеры,Центральный,Нижний Новгород,Приволжский,Казань,Розничный,17.6,995122,Осень
1634.62,824,6,9,B2C,Физическое лицо,Электроника,Компьютеры,Центральный,Москва,Северо-Западный,Санкт-Петербург,Розничный,19.8,193838,Осень
1636.7,876,52,1,VIP,Юридическое лицо,Одежда,Унисекс,Южный,Сочи,Приволжский,Казань,Розничный,0.18,782555,Осень
164.3,150,61,1,B2C,Юридическое лицо,Электроника,Мобильные устройства,Северо-Западный,Санкт-Петербург,Уральский,Екатеринбург,Розничный,0.5,567970,Осень
164.49,322,47,3,B2C,Физическое лицо,Электроника,Аксессуары,Приволжский,Казань,Центральный,Москва,Розничный,0.75,960447,Осень
164.58,215,41,8,B2C,Физическое лицо,Одежда,Мужская,Южный,Сочи,Уральский,Екатеринбург,Розничный,5.6,731295,Весна
164.72,307,14,4,B2B,Юридическое лицо,Одежда,Мужская,Приволжский,Казань,Сибирский,Новосибирск,Оптовый,2.0,892607,Осень
164.76,104,70,9,B2C,Юридическое лицо,Одежда,Унисекс,Центральный,Нижний Новгород,Уральский,Екатеринбург,Розничный,3.6,110817,Зима
164.77,250,71,5,B2C,Юридическое лицо,Бытовая техника,Малая техника,Южный,Сочи,Южный,Сочи,Розничный,15.25,803783,Зима
164.87,187,64,2,B2B,Физическое лицо,Одежда,Мужская,Южный,Сочи,Сибирский,Новосибирск,Розничный,0.6,867226,Зима
1643.37,827,55,1,B2C,Физическое лицо,Бытовая техника,Малая техника,Южный,Сочи,Приволжский,Казань,Розничный,3.05,249601,Зима
1644.14,866,43,2,B2C,Физическое лицо,Одежда,Женская,Приволжский,Казань,Южный,Сочи,Розничный,0.6,924170,Зима
1644.51,957,39,3,B2C,Физическое лицо,Одежда,Женская,Южный,Сочи,Северо-Западный,Калининград,Розничный,0.8999999999999999,540295,Зима
1646.57,924,17,7,B2C,Физическое лицо,Одежда,Женская,Центральный,Нижний Новгород,Центральный,Москва,Розничный,2.31,448743,Осень
1647.86,898,45,4,B2C,Физическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Сибирский,Новосибирск,Розничный,14.0,779427,Зима
165.82,240,10,4,VIP,Физическое лицо,Электроника,Аксессуары,Северо-Западный,Санкт-Петербург,Северо-Западный,Санкт-Петербург,Розничный,0.12,936771,Осень
165.89,179,10,8,VIP,Физическое лицо,Электроника,Аксессуары,Сибирский,Новосибирск,Центральный,Москва,Розничный,2.0,202653,Весна
165.92,156,28,1,B2C,Физическое лицо,Электроника,Мобильные устройства,Приволжский,Казань,Северо-Западный,Калининград,Оптовый,0.17,459709,Осень
1655.35,930,16,3,B2C,Физическое лицо,Бытовая техника,Малая техника,Северо-Западный,Санкт-Петербург,Южный,Краснодар,Розничный,52.5,912903,Весна
1655.4,911,25,3,B2B,Физическое лицо,Бытовая техника,Малая техника,Центральный,Нижний Новгород,Сибирский,Новосибирск,Розничный,9.149999999999999,92572,Зима
1656.81,888,46,9,B2C,Физическое лицо,Одежда,Женская,Северо-Западный,Санкт-Петербург,Центральный,Москва,Розничный,2.97,585629,Осень
166.23,145,49,10,B2C,Физическое лицо,Электроника,Аксессуары,Сибирский,Новосибирск,Южный,Сочи,Розничный,2.5,616185,Лето
166.64,243,69,1,B2C,Юридическое лицо,Электроника,Компьютеры,Северо-Западный,Санкт-Петербург,Центральный,Москва,Розничный,2.2,76304,Весна
166.97,141,40,10,B2C,Физическое лицо,Электроника,Аксессуары,Приволжский,Казань,Южный,Краснодар,Розничный,2.5,150038,Осень
1662.21,875,65,5,VIP,Физическое лицо,Электроника,Аксессуары,Приволжский,Казань,Дальневосточный,Владивосток,Оптовый,0.065,645126,Осень
1662.31,944,51,4,B2C,Физическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Северо-Западный,Санкт-Петербург,Розничный,70.0,555859,Осень
1664.01,985,15,1,B2C,Юридическое лицо,Одежда,Женская,Южный,Сочи,Южный,Сочи,Розничный,0.33,7804,Лето
1664.85,873,50,2,B2C,Физическое лицо,Бытовая техника,Малая техника,Северо-Западный,Санкт-Петербург,Северо-Западный,Санкт-Петербург,Розничный,7.0,201186,Зима
1665.1,868,71,4,B2C,Физическое лицо,Спорттовары,Тренажеры,Приволжский,Казань,Уральский,Екатеринбург,Розничный,292.0,50563,Осень
167.02,146,38,4,VIP,Физическое лицо,Электроника,Компьютеры,Приволжский,Казань,Центральный,Нижний Новгород,Оптовый,20.0,962253,Весна
167.04,104,51,6,B2C,Физическое лицо,Бытовая техника,Малая техника,Южный,Сочи,Уральский,Екатеринбург,Розничный,54.0,865319,Осень
167.52,177,71,5,B2C,Физическое лицо,Бытовая техника,Крупная техника,Приволжский,Казань,Дальневосточный,Владивосток,Розничный,300.0,921893,Зима
167.59,289,71,10,B2B,Юридическое лицо,Одежда,Мужская,Южный,Сочи,Центральный,Москва,Розничный,7.0,91399,Весна
167.62,187,62,10,B2C,Физическое лицо,Одежда,Женская,Приволжский,Казань,Сибирский,Новосибирск,Оптовый,6.0,961286,Лето
1672.57,846,31,4,B2C,Физическое лицо,Бытовая техника,Крупная техника,Центральный,Москва,Южный,Сочи,Розничный,240.0,500315,Зима
1672.91,905,14,6,B2B,Физическое лицо,Одежда,Женская,Южный,Сочи,Сибирский,Новосибирск,Розничный,3.6,979594,Зима
1679.87,876,63,10,VIP,Физическое лицо,Одежда,Мужская,Южный,Сочи,Южный,Сочи,Розничный,5.0,244669,Осень
168.33,85,1,6,B2C,Физическое лицо,Бытовая техника,Крупная техника,Приволжский,Казань,Уральский,Екатеринбург,Оптовый,360.0,538612,Осень
168.35,134,58,6,B2C,Физическое лицо,Спорттовары,Тренажеры,Южный,Сочи,Центральный,Нижний Новгород,Розничный,157.8,620801,Осень
168.36,161,62,7,B2B,Юридическое лицо,Бытовая техника,Крупная техника,Южный,Сочи,Северо-Западный,Санкт-Петербург,Розничный,420.0,500718,Осень
168.46,288,38,2,B2C,Юридическое лицо,Спорттовары,Тренажеры,Центральный,Нижний Новгород,Центральный,Нижний Новгород,Розничный,52.6,63662,Весна
168.69,94,27,8,B2B,Физическое лицо,Электроника,Мобильные устройства,Приволжский,Казань,Центральный,Москва,Оптовый,4.0,68312,Весна
168.82,216,48,2,B2B,Юридическое лицо,Электроника,Компьютеры,Сибирский,Новосибирск,Дальневосточный,Владивосток,Розничный,4.4,974182,Зима
1687.38,884,15,2,B2C,Юридическое лицо,Спорттовары,Тренажеры,Центральный,Москва,Северо-Западный,Калининград,Розничный,146.0,216825,Осень
1688.55,937,68,8,VIP,Физическое лицо,Бытовая техника,Крупная техника,Центральный,Москва,Северо-Западный,Санкт-Петербург,Розничный,480.0,132814,Весна
169.48,133,32,4,VIP,Физическое лицо,Одежда,Мужская,Приволжский,Казань,Уральский,Екатеринбург,Оптовый,1.2,289378,Осень
169.58,173,41,5,B2C,Юридическое лицо,Одежда,Мужская,Центральный,Москва,Северо-Западный,Санкт-Петербург,Розничный,1.5,574788,Зима
1696.25,872,61,8,B2C,Физическое лицо,Электроника,Компьютеры,Южный,Сочи,Северо-Западный,Санкт-Петербург,Розничный,17.6,147619,Зима
1696.58,905,69,6,B2C,Юридическое лицо,Спорттовары,Тренажеры,Центральный,Москва,Дальневосточный,Владивосток,Розничный,157.8,555624,Осень
1699.93,882,51,2,B2C,Физическое лицо,Электроника,Компьютеры,Приволжский,Казань,Приволжский,Казань,Оптовый,10.0,270024,Зима
17.0,32,59,3,B2C,Физическое лицо,Спорттовары,Тренажеры,Приволжский,Казань,Центральный,Москва,Оптовый,219.0,492017,Весна
17.32,27,24,7,B2C,Физическое лицо,Спорттовары,Тренажеры,Приволжский,Казань,Южный,Краснодар,Оптовый,184.1,188870,Зима
17.69,9,63,1,B2C,Физическое лицо,Одежда,Унисекс,Южный,Сочи,Приволжский,Казань,Розничный,0.4,329113,Весна
17.9,12,34,5,B2C,Физическое лицо,Электроника,Аксессуары,Южный,Сочи,Южный,Краснодар,Розничный,0.065,139890,Лето
170.13,187,28,4,B2C,Физическое лицо,Бытовая техника,Малая техника,Центральный,Москва,Северо-Западный,Санкт-Петербург,Розничный,36.0,747497,Весна
170.22,309,29,5,B2C,Физическое лицо,Электроника,Компьютеры,Приволжский,Казань,Северо-Западный,Калининград,Оптовый,50.0,814909,Зима
170.46,119,61,2,B2C,Физическое лицо,Одежда,Женская,Приволжский,Казань,Уральский,Екатеринбург,Розничный,0.66,111908,Зима
170.5,110,60,2,B2B,Физическое лицо,Одежда,Унисекс,Центральный,Нижний Новгород,Южный,Сочи,Розничный,0.8,480933,Зима
1700.6,988,41,1,B2C,Физическое лицо,Бытовая техника,Малая техника,Северо-Западный,Санкт-Петербург,Центральный,Нижний Новгород,Розничный,9.0,549597,Зима
1703.56,910,15,6,B2C,Физическое лицо,Одежда,Мужская,Приволжский,Казань,Дальневосточный,Владивосток,Оптовый,4.199999999999999,190852,Лето
1706.4,864,9,7,B2C,Физическое лицо,Спорттовары,Тренажеры,Приволжский,Казань,Уральский,Екатеринбург,Розничный,184.1,873420,Осень
1706.93,964,52,4,B2C,Физическое лицо,Бытовая техника,Крупная техника,Южный,Сочи,Центральный,Нижний Новгород,Розничный,240.0,643117,Весна
1707.26,868,4,3,B2C,Физическое лицо,Бытовая техника,Крупная техника,Южный,Сочи,Дальневосточный,Владивосток,Розничный,210.0,53871,Лето
1707.55,943,52,4,B2B,Физическое лицо,Одежда,Унисекс,Южный,Сочи,Сибирский,Новосибирск,Розничный,0.72,179134,Зима
1708.51,861,53,1,B2B,Юридическое лицо,Электроника,Компьютеры,Центральный,Нижний Новгород,Южный,Сочи,Розничный,10.0,919413,Осень
1708.81,882,43,5,B2C,Физическое лицо,Одежда,Женская,Центральный,Москва,Южный,Сочи,Розничный,1.65,440733,Лето
171.03,132,68,1,B2C,Физическое лицо,Одежда,Мужская,Приволжский,Казань,Сибирский,Новосибирск,Розничный,0.3,570179,Осень
171.1,97,56,3,B2B,Физическое лицо,Одежда,Женская,Центральный,Москва,Северо-Западный,Калининград,Розничный,0.8999999999999999,13722,Весна
171.56,257,14,7,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Центральный,Москва,Южный,Краснодар,Розничный,490.0,812437,Лето
171.68,163,16,2,B2C,Физическое лицо,Электроника,Компьютеры,Центральный,Москва,Северо-Западный,Санкт-Петербург,Розничный,4.4,990727,Лето
1710.27,901,46,6,B2C,Физическое лицо,Электроника,Аксессуары,Приволжский,Казань,Центральный,Нижний Новгород,Оптовый,1.5,285933,Весна
1713.59,963,53,5,B2C,Физическое лицо,Одежда,Женская,Приволжский,Казань,Дальневосточный,Владивосток,Оптовый,3.0,505576,Осень
172.01,102,5,9,B2C,Юридическое лицо,Бытовая техника,Малая техника,Южный,Сочи,Центральный,Москва,Розничный,157.5,574995,Осень
172.01,236,45,7,B2B,Физическое лицо,Одежда,Мужская,Сибирский,Новосибирск,Сибирский,Новосибирск,Розничный,3.5,211038,Зима
172.25,135,14,3,B2C,Физическое лицо,Электроника,Компьютеры,Приволжский,Казань,Южный,Краснодар,Оптовый,15.0,55920,Зима
172.27,267,62,4,B2C,Юридическое лицо,Электроника,Компьютеры,Центральный,Москва,Северо-Западный,Калининград,Розничный,8.8,410525,Зима
172.36,102,56,4,B2C,Юридическое лицо,Одежда,Женская,Центральный,Москва,Южный,Краснодар,Розничный,1.2,814213,Зима
172.36,289,67,1,B2C,Юридическое лицо,Бытовая техника,Малая техника,Южный,Сочи,Приволжский,Казань,Розничный,9.0,622945,Осень
172.76,137,26,6,B2C,Физическое лицо,Одежда,Женская,Южный,Сочи,Южный,Сочи,Розничный,3.6,95706,Зима
172.86,182,48,5,B2C,Физическое лицо,Одежда,Унисекс,Центральный,Москва,Центральный,Москва,Розничный,0.8999999999999999,186033,Осень
1721.12,898,14,4,B2B,Юридическое лицо,Электроника,Аксессуары,Северо-Западный,Санкт-Петербург,Дальневосточный,Владивосток,Розничный,0.12,600442,Лето
1722.09,877,20,6,B2C,Физическое лицо,Бытовая техника,Крупная техника,Приволжский,Казань,Центральный,Нижний Новгород,Оптовый,420.0,535020,Зима
1723.94,972,32,10,B2C,Физическое лицо,Одежда,Мужская,Северо-Западный,Санкт-Петербург,Приволжский,Казань,Розничный,7.0,241249,Зима
1726.79,971,28,2,B2C,Физическое лицо,Одежда,Мужская,Северо-Западный,Санкт-Петербург,Сибирский,Новосибирск,Розничный,1.4,817569,Лето
1728.58,904,28,4,B2B,Физическое лицо,Одежда,Женская,Приволжский,Казань,Северо-Западный,Калининград,Розничный,1.2,391601,Весна
1729.31,865,57,1,B2C,Физическое лицо,Бытовая техника,Крупная техника,Северо-Западный,Санкт-Петербург,Центральный,Москва,Розничный,60.0,431926,Осень
173.17,116,65,2,B2C,Физическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Северо-Западный,Калининград,Оптовый,1.96,96825,Зима
173.19,167,5,6,B2B,Юридическое лицо,Одежда,Женская,Сибирский,Новосибирск,Южный,Сочи,Розничный,1.98,898057,Зима
173.23,105,68,3,B2C,Физическое лицо,Электроника,Мобильные устройства,Центральный,Нижний Новгород,Дальневосточный,Владивосток,Розничный,0.51,295124,Лето
173.44,211,54,4,B2C,Физическое лицо,Электроника,Мобильные устройства,Северо-Западный,Санкт-Петербург,Дальневосточный,Владивосток,Розничный,2.0,927898,Весна
1731.49,975,18,6,B2C,Физическое лицо,Одежда,Женская,Сибирский,Новосибирск,Северо-Западный,Калининград,Розничный,3.6,211001,Лето
1734.14,868,22,2,B2C,Физическое лицо,Электроника,Аксессуары,Северо-Западный,Санкт-Петербург,Северо-Западный,Калининград,Розничный,0.026,888434,Лето
1736.85,982,46,6,B2C,Физическое лицо,Электроника,Компьютеры,Центральный,Москва,Дальневосточный,Владивосток,Розничный,60.0,466994,Зима
1739.6,878,7,10,B2C,Юридическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Центральный,Нижний Новгород,Розничный,30.5,302107,Осень
174.67,206,45,7,B2B,Физическое лицо,Электроника,Аксессуары,Центральный,Москва,Приволжский,Казань,Розничный,1.75,826770,Лето
174.91,148,1,10,B2C,Физическое лицо,Спорттовары,Тренажеры,Южный,Сочи,Приволжский,Казань,Розничный,730.0,758435,Весна
174.92,270,15,10,B2B,Физическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Сибирский,Новосибирск,Розничный,30.5,473764,Весна
1747.93,998,56,2,B2B,Юридическое лицо,Электроника,Мобильные устройства,Приволжский,Казань,Южный,Краснодар,Оптовый,0.34,391090,Весна
175.1,98,35,1,B2C,Физическое лицо,Спорттовары,Тренажеры,Центральный,Москва,Центральный,Нижний Новгород,Розничный,26.3,227076,Осень
175.21,189,61,4,B2C,Физическое лицо,Бытовая техника,Крупная техника,Приволжский,Казань,Центральный,Москва,Розничный,280.0,822883,Зима
175.4,110,22,8,B2C,Физическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Дальневосточный,Владивосток,Оптовый,28.0,97201,Весна
175.5,171,51,9,B2C,Физическое лицо,Одежда,Женская,Южный,Сочи,Северо-Западный,Санкт-Петербург,Розничный,2.97,386230,Весна
175.58,228,52,5,B2C,Физическое лицо,Одежда,Женская,Сибирский,Новосибирск,Северо-Западный,Калининград,Розничный,3.0,616465,Осень
175.67,201,41,2,B2C,Физическое лицо,Одежда,Женская,Северо-Западный,Санкт-Петербург,Приволжский,Казань,Розничный,1.2,898644,Осень
175.78,270,65,9,B2C,Физическое лицо,Одежда,Женская,Приволжский,Казань,Сибирский,Новосибирск,Оптовый,2.97,387974,Лето
1756.06,900,2,4,B2C,Физическое лицо,Электроника,Компьютеры,Центральный,Нижний Новгород,Дальневосточный,Владивосток,Розничный,8.8,989004,Зима
1758.86,916,30,10,B2C,Физическое лицо,Электроника,Аксессуары,Центральный,Москва,Северо-Западный,Санкт-Петербург,Розничный,2.5,774520,Лето
176.19,345,57,1,B2C,Физическое лицо,Одежда,Мужская,Центральный,Нижний Новгород,Дальневосточный,Владивосток,Розничный,0.7,262205,Весна
176.62,321,29,1,B2C,Физическое лицо,Электроника,Аксессуары,Приволжский,Казань,Центральный,Нижний Новгород,Оптовый,0.25,244611,Зима
176.83,284,9,3,B2C,Физическое лицо,Одежда,Унисекс,Приволжский,Казань,Южный,Сочи,Оптовый,1.2,656248,Лето
1766.2,974,53,9,VIP,Физическое лицо,Спорттовары,Тренажеры,Центральный,Москва,Сибирский,Новосибирск,Розничный,236.7,934830,Осень
1767.74,960,72,10,B2C,Юридическое лицо,Электроника,Аксессуары,Центральный,Москва,Северо-Западный,Санкт-Петербург,Розничный,0.13,57587,Зима
177.5,133,44,4,B2C,Юридическое лицо,Одежда,Унисекс,Центральный,Москва,Южный,Краснодар,Розничный,1.6,429108,Весна
177.55,140,70,8,B2C,Физическое лицо,Электроника,Мобильные устройства,Приволжский,Казань,Сибирский,Новосибирск,Оптовый,4.0,61591,Лето
177.58,121,28,8,B2B,Физическое лицо,Одежда,Мужская,Южный,Сочи,Дальневосточный,Владивосток,Розничный,5.6,137476,Зима
177.67,92,36,2,B2C,Физическое лицо,Одежда,Мужская,Центральный,Москва,Центральный,Нижний Новгород,Розничный,1.0,443346,Зима
1772.26,898,58,6,B2B,Физическое лицо,Электроника,Мобильные устройства,Приволжский,Казань,Сибирский,Новосибирск,Оптовый,3.0,183228,Лето
178.3,124,49,2,B2C,Физическое лицо,Одежда,Мужская,Приволжский,Казань,Южный,Краснодар,Розничный,1.4,341955,Зима
178.52,173,3,8,B2C,Физическое лицо,Электроника,Компьютеры,Южный,Сочи,Уральский,Екатеринбург,Розничный,80.0,512841,Лето
178.63,141,65,2,B2B,Физическое лицо,Одежда,Мужская,Сибирский,Новосибирск,Дальневосточный,Владивосток,Розничный,1.0,833802,Весна
178.67,165,43,1,B2C,Юридическое лицо,Одежда,Мужская,Приволжский,Казань,Дальневосточный,Владивосток,Оптовый,0.5,673158,Осень
178.93,341,43,9,B2C,Физическое лицо,Бытовая техника,Крупная техника,Центральный,Москва,Южный,Краснодар,Розничный,630.0,403637,Осень
1780.16,989,14,1,B2B,Физическое лицо,Бытовая техника,Малая техника,Центральный,Москва,Северо-Западный,Калининград,Розничный,3.5,586755,Зима
1781.45,988,1,3,B2C,Физическое лицо,Одежда,Женская,Приволжский,Казань,Дальневосточный,Владивосток,Оптовый,1.8,312139,Весна
1781.99,988,32,2,B2C,Юридическое лицо,Бытовая техника,Малая техника,Сибирский,Новосибирск,Дальневосточный,Владивосток,Розничный,35.0,861474,Осень
1784.47,895,55,9,B2C,Юридическое лицо,Электроника,Компьютеры,Южный,Сочи,Южный,Сочи,Розничный,19.8,250780,Лето
1786.84,909,38,1,B2C,Физическое лицо,Электроника,Аксессуары,Южный,Сочи,Северо-Западный,Санкт-Петербург,Розничный,0.25,242947,Зима
1787.52,911,62,9,B2C,Физическое лицо,Электроника,Аксессуары,Приволжский,Казань,Южный,Сочи,Розничный,0.27,585148,Зима
1787.7,941,64,7,B2C,Юридическое лицо,Электроника,Мобильные устройства,Центральный,Нижний Новгород,Сибирский,Новосибирск,Розничный,1.19,392708,Лето
179.07,174,48,9,B2C,Юридическое лицо,Спорттовары,Тренажеры,Центральный,Москва,Сибирский,Новосибирск,Розничный,657.0,787825,Лето
179.36,170,52,10,B2B,Юридическое лицо,Бытовая техника,Крупная техника,Приволжский,Казань,Дальневосточный,Владивосток,Оптовый,600.0,566372,Весна
179.6,95,39,6,B2B,Физическое лицо,Бытовая техника,Малая техника,Сибирский,Новосибирск,Центральный,Нижний Новгород,Розничный,5.88,362310,Лето
1790.09,940,40,9,VIP,Физическое лицо,Бытовая техника,Малая техника,Центральный,Нижний Новгород,Южный,Краснодар,Розничный,31.5,260770,Весна
1790.37,951,69,10,B2C,Физическое лицо,Спорттовары,Тренажеры,Южный,Сочи,Южный,Сочи,Розничный,730.0,190338,Весна
1792.32,967,63,3,B2C,Физическое лицо,Одежда,Мужская,Приволжский,Казань,Северо-Западный,Калининград,Оптовый,0.8999999999999999,949559,Зима
1793.65,937,60,4,B2C,Физическое лицо,Спорттовары,Тренажеры,Приволжский,Казань,Сибирский,Новосибирск,Оптовый,105.2,912499,Лето
1798.84,938,15,9,B2C,Физическое лицо,Одежда,Унисекс,Южный,Сочи,Северо-Западный,Калининград,Розничный,3.6,375118,Лето
18.61,35,3,9,B2C,Физическое лицо,Спорттовары,Тренажеры,Приволжский,Казань,Центральный,Нижний Новгород,Оптовый,236.7,935719,Весна
180.43,146,21,8,B2C,Юридическое лицо,Бытовая техника,Малая техника,Южный,Сочи,Сибирский,Новосибирск,Розничный,7.84,994882,Лето
180.52,146,70,9,B2C,Физическое лицо,Одежда,Унисекс,Центральный,Нижний Новгород,Южный,Краснодар,Розничный,5.399999999999999,221882,Зима
180.67,115,58,8,VIP,Юридическое лицо,Бытовая техника,Крупная техника,Южный,Сочи,Центральный,Москва,Розничный,560.0,665219,Лето
180.79,109,34,1,B2C,Физическое лицо,Электроника,Компьютеры,Приволжский,Казань,Северо-Западный,Калининград,Оптовый,10.0,231820,Лето
1800.56,958,17,10,B2C,Физическое лицо,Спорттовары,Тренажеры,Приволжский,Казань,Сибирский,Новосибирск,Розничный,263.0,840146,Осень
1809.11,911,49,8,B2C,Физическое лицо,Одежда,Унисекс,Центральный,Москва,Сибирский,Новосибирск,Розничный,4.8,560061,Лето
181.06,189,6,4,B2B,Юридическое лицо,Бытовая техника,Крупная техника,Приволжский,Казань,Сибирский,Новосибирск,Оптовый,280.0,869727,Осень
181.09,126,14,3,B2C,Физическое лицо,Бытовая техника,Крупная техника,Сибирский,Новосибирск,Северо-Западный,Санкт-Петербург,Розничный,180.0,313133,Осень
181.17,154,45,7,B2C,Физическое лицо,Одежда,Женская,Сибирский,Новосибирск,Уральский,Екатеринбург,Розничный,2.31,979769,Лето
181.34,139,27,4,B2C,Физическое лицо,Бытовая техника,Малая техника,Центральный,Москва,Дальневосточный,Владивосток,Розничный,36.0,454698,Зима
181.58,272,39,3,B2C,Физическое лицо,Бытовая техника,Крупная техника,Южный,Сочи,Приволжский,Казань,Розничный,180.0,873504,Осень
