,cost,distance,delivery_time_hours,quantity,segment,customer_type,category,sub_category,city_x,city_y,store_type,departure_date,arrival_date,total_mass_kg,departure_season,arrival_season
2425,427.82,439,54,7,B2C,Физическое лицо,Электроника,Аксессуары,Новосибирск,Калининград,Розничный,2023-04-01 06:36:00,2023-04-03 12:36:00,1.75,Весна,Весна
3575,704.31,536,1,1,B2B,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Москва,Розничный,2023-04-01 12:40:00,2023-04-01 13:40:00,0.5,Весна,Весна
3063,571.98,676,53,3,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Казань,Оптовый,2023-04-01 13:22:00,2023-04-03 18:22:00,52.5,Весна,Весна
103,1044.99,676,21,4,VIP,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Калининград,Розничный,2023-04-01 15:51:00,2023-04-02 12:51:00,0.68,Весна,Весна
4149,871.89,727,42,2,B2C,Физическое лицо,Одежда,Женская,Казань,Москва,Оптовый,2023-04-01 16:29:00,2023-04-03 10:29:00,0.66,Весна,Весна
4132,865.0,968,36,7,B2B,Физическое лицо,Одежда,Унисекс,Новосибирск,Сочи,Розничный,2023-04-01 17:05:00,2023-04-03 05:05:00,1.26,Весна,Весна
4195,884.14,862,72,3,B2B,Юридическое лицо,Одежда,Женская,Санкт-Петербург,Нижний Новгород,Розничный,2023-04-02 00:22:00,2023-04-05 00:22:00,0.8999999999999999,Весна,Весна
1367,195.37,359,39,10,B2C,Физическое лицо,Одежда,Женская,Сочи,Краснодар,Розничный,2023-04-02 02:27:00,2023-04-03 17:27:00,3.0,Весна,Весна
4370,945.12,517,47,10,B2C,Физическое лицо,Одежда,Мужская,Сочи,Нижний Новгород,Розничный,2023-04-02 04:36:00,2023-04-04 03:36:00,5.0,Весна,Весна
4511,995.49,972,17,1,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Нижний Новгород,Оптовый,2023-04-02 06:47:00,2023-04-02 23:47:00,3.5,Весна,Весна
3950,812.48,646,48,10,B2B,Физическое лицо,Бытовая техника,Малая техника,Казань,Новосибирск,Розничный,2023-04-02 06:51:00,2023-04-04 06:51:00,90.0,Весна,Весна
1034,1571.86,863,1,1,B2C,Физическое лицо,Электроника,Аксессуары,Нижний Новгород,Краснодар,Розничный,2023-04-02 09:19:00,2023-04-02 10:19:00,0.013,Весна,Весна
3057,57.67,107,18,10,B2C,Физическое лицо,Электроника,Компьютеры,Казань,Москва,Оптовый,2023-04-02 09:54:00,2023-04-03 03:54:00,100.0,Весна,Весна
2519,449.63,318,33,7,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Владивосток,Розничный,2023-04-02 12:18:00,2023-04-03 21:18:00,21.35,Весна,Весна
1383,197.62,113,57,8,B2C,Физическое лицо,Одежда,Женская,Москва,Новосибирск,Розничный,2023-04-02 13:56:00,2023-04-04 22:56:00,2.64,Весна,Весна
710,1350.34,916,12,4,VIP,Физическое лицо,Электроника,Аксессуары,Нижний Новгород,Новосибирск,Розничный,2023-04-02 14:54:00,2023-04-03 02:54:00,1.0,Весна,Весна
290,1125.82,862,41,1,B2C,Физическое лицо,Электроника,Мобильные устройства,Москва,Владивосток,Розничный,2023-04-02 17:45:00,2023-04-04 10:45:00,0.5,Весна,Весна
2266,391.67,199,57,8,VIP,Физическое лицо,Одежда,Женская,Санкт-Петербург,Сочи,Розничный,2023-04-02 21:21:00,2023-04-05 06:21:00,2.4,Весна,Весна
2800,511.55,594,30,9,B2C,Физическое лицо,Одежда,Унисекс,Нижний Новгород,Владивосток,Розничный,2023-04-03 05:02:00,2023-04-04 11:02:00,1.62,Весна,Весна
1972,331.67,377,6,2,B2B,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Краснодар,Розничный,2023-04-03 05:50:00,2023-04-03 11:50:00,4.4,Весна,Весна
1548,235.35,203,27,5,B2B,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Москва,Розничный,2023-04-03 06:40:00,2023-04-04 09:40:00,0.8500000000000001,Весна,Весна
1592,249.69,173,55,1,B2C,Физическое лицо,Одежда,Мужская,Казань,Новосибирск,Оптовый,2023-04-03 07:23:00,2023-04-05 14:23:00,0.5,Весна,Весна
4347,94.28,49,43,4,B2B,Физическое лицо,Спорттовары,Тренажеры,Москва,Краснодар,Розничный,2023-04-03 08:08:00,2023-04-05 03:08:00,105.2,Весна,Весна
1075,1604.46,979,33,10,B2C,Физическое лицо,Одежда,Унисекс,Казань,Нижний Новгород,Оптовый,2023-04-03 11:29:00,2023-04-04 20:29:00,1.7999999999999998,Весна,Весна
1505,225.74,253,14,9,B2B,Физическое лицо,Одежда,Женская,Казань,Владивосток,Розничный,2023-04-03 12:02:00,2023-04-04 02:02:00,2.7,Весна,Весна
2221,384.54,530,48,9,B2C,Юридическое лицо,Одежда,Женская,Новосибирск,Новосибирск,Розничный,2023-04-03 13:00:00,2023-04-05 13:00:00,2.7,Весна,Весна
976,1526.64,809,43,1,B2C,Физическое лицо,Электроника,Компьютеры,Москва,Санкт-Петербург,Розничный,2023-04-03 13:14:00,2023-04-05 08:14:00,10.0,Весна,Весна
154,1067.53,832,38,5,B2B,Юридическое лицо,Одежда,Унисекс,Нижний Новгород,Санкт-Петербург,Розничный,2023-04-03 13:30:00,2023-04-05 03:30:00,0.8999999999999999,Весна,Весна
230,1098.48,690,25,8,VIP,Физическое лицо,Одежда,Унисекс,Казань,Нижний Новгород,Оптовый,2023-04-03 14:26:00,2023-04-04 15:26:00,1.44,Весна,Весна
3623,716.75,997,41,6,B2C,Физическое лицо,Одежда,Унисекс,Новосибирск,Владивосток,Розничный,2023-04-04 00:08:00,2023-04-05 17:08:00,2.4000000000000004,Весна,Весна
4235,897.94,843,3,1,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Москва,Розничный,2023-04-04 00:36:00,2023-04-04 03:36:00,0.25,Весна,Весна
2457,434.18,533,33,8,B2C,Физическое лицо,Одежда,Мужская,Москва,Калининград,Розничный,2023-04-04 01:27:00,2023-04-05 10:27:00,2.4,Весна,Весна
3874,791.1,524,59,8,B2C,Физическое лицо,Одежда,Унисекс,Казань,Санкт-Петербург,Оптовый,2023-04-04 06:55:00,2023-04-06 17:55:00,4.8,Весна,Весна
911,1492.85,810,42,2,B2C,Юридическое лицо,Электроника,Компьютеры,Нижний Новгород,Санкт-Петербург,Розничный,2023-04-04 07:15:00,2023-04-06 01:15:00,4.4,Весна,Весна
2170,375.9,285,11,2,B2C,Физическое лицо,Бытовая техника,Крупная техника,Москва,Нижний Новгород,Розничный,2023-04-04 09:57:00,2023-04-04 20:57:00,120.0,Весна,Весна
3996,829.21,534,7,1,B2B,Физическое лицо,Электроника,Мобильные устройства,Новосибирск,Москва,Розничный,2023-04-04 11:40:00,2023-04-04 18:40:00,0.5,Весна,Весна
4432,967.25,965,15,1,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Нижний Новгород,Розничный,2023-04-04 13:35:00,2023-04-05 04:35:00,5.0,Весна,Весна
2056,349.17,283,58,3,VIP,Физическое лицо,Электроника,Компьютеры,Сочи,Санкт-Петербург,Розничный,2023-04-04 16:19:00,2023-04-07 02:19:00,15.0,Весна,Весна
4117,860.18,782,3,3,VIP,Физическое лицо,Одежда,Унисекс,Казань,Владивосток,Оптовый,2023-04-04 19:07:00,2023-04-04 22:07:00,1.7999999999999998,Весна,Весна
3388,653.67,462,51,1,B2C,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Екатеринбург,Розничный,2023-04-04 19:33:00,2023-04-06 22:33:00,0.5,Весна,Весна
4295,92.37,149,25,7,B2C,Физическое лицо,Одежда,Унисекс,Новосибирск,Москва,Розничный,2023-04-05 00:11:00,2023-04-06 01:11:00,2.8000000000000003,Весна,Весна
4470,977.2,895,71,4,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Санкт-Петербург,Розничный,2023-04-05 02:42:00,2023-04-08 01:42:00,8.8,Весна,Весна
3484,676.97,792,41,6,B2C,Физическое лицо,Электроника,Мобильные устройства,Казань,Екатеринбург,Розничный,2023-04-05 08:06:00,2023-04-07 01:06:00,3.0,Весна,Весна
1489,222.76,114,19,7,B2B,Юридическое лицо,Электроника,Мобильные устройства,Нижний Новгород,Владивосток,Розничный,2023-04-05 08:56:00,2023-04-06 03:56:00,1.1900000000000002,Весна,Весна
3103,581.13,396,27,2,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Казань,Санкт-Петербург,Оптовый,2023-04-05 09:20:00,2023-04-06 12:20:00,120.0,Весна,Весна
2501,444.95,738,53,10,B2C,Физическое лицо,Электроника,Аксессуары,Казань,Нижний Новгород,Оптовый,2023-04-05 12:42:00,2023-04-07 17:42:00,2.5,Весна,Весна
2365,414.3,482,26,6,B2C,Физическое лицо,Электроника,Мобильные устройства,Нижний Новгород,Сочи,Розничный,2023-04-05 13:41:00,2023-04-06 15:41:00,3.0,Весна,Весна
1267,181.68,156,67,6,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Краснодар,Розничный,2023-04-05 14:21:00,2023-04-08 09:21:00,54.0,Весна,Весна
2727,497.87,485,24,2,B2B,Физическое лицо,Бытовая техника,Малая техника,Новосибирск,Калининград,Розничный,2023-04-05 21:57:00,2023-04-06 21:57:00,18.0,Весна,Весна
1998,335.25,423,65,1,B2C,Физическое лицо,Электроника,Аксессуары,Новосибирск,Владивосток,Розничный,2023-04-05 23:11:00,2023-04-08 16:11:00,0.25,Весна,Весна
3947,811.53,555,37,5,B2C,Физическое лицо,Электроника,Аксессуары,Сочи,Краснодар,Розничный,2023-04-05 23:31:00,2023-04-07 12:31:00,1.25,Весна,Весна
2818,515.92,443,65,7,B2C,Физическое лицо,Одежда,Унисекс,Москва,Нижний Новгород,Розничный,2023-04-06 00:04:00,2023-04-08 17:04:00,4.2,Весна,Весна
3060,570.61,582,7,5,B2C,Физическое лицо,Электроника,Мобильные устройства,Сочи,Нижний Новгород,Розничный,2023-04-06 01:25:00,2023-04-06 08:25:00,0.8500000000000001,Весна,Весна
3771,759.58,569,45,10,B2B,Физическое лицо,Одежда,Унисекс,Нижний Новгород,Санкт-Петербург,Розничный,2023-04-06 01:41:00,2023-04-07 22:41:00,1.7999999999999998,Весна,Весна
2093,357.92,495,4,1,B2C,Физическое лицо,Электроника,Компьютеры,Казань,Санкт-Петербург,Оптовый,2023-04-06 09:50:00,2023-04-06 13:50:00,5.0,Весна,Весна
1790,291.43,462,72,1,B2B,Физическое лицо,Электроника,Аксессуары,Новосибирск,Новосибирск,Розничный,2023-04-06 12:55:00,2023-04-09 12:55:00,0.25,Весна,Весна
439,1201.8,765,4,4,B2C,Физическое лицо,Электроника,Мобильные устройства,Новосибирск,Краснодар,Розничный,2023-04-06 14:32:00,2023-04-06 18:32:00,2.0,Весна,Весна
3194,605.75,866,51,9,B2C,Физическое лицо,Электроника,Компьютеры,Москва,Новосибирск,Розничный,2023-04-06 19:41:00,2023-04-08 22:41:00,19.8,Весна,Весна
878,1466.94,889,17,5,B2B,Физическое лицо,Одежда,Унисекс,Казань,Санкт-Петербург,Оптовый,2023-04-06 20:56:00,2023-04-07 13:56:00,0.8999999999999999,Весна,Весна
239,110.19,144,10,2,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Санкт-Петербург,Розничный,2023-04-06 23:07:00,2023-04-07 09:07:00,20.0,Весна,Весна
12,1002.51,921,54,1,B2C,Физическое лицо,Одежда,Унисекс,Москва,Владивосток,Розничный,2023-04-06 23:21:00,2023-04-09 05:21:00,0.4,Весна,Весна
2294,399.63,629,24,2,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Казань,Розничный,2023-04-07 03:11:00,2023-04-08 03:11:00,7.0,Весна,Весна
2821,516.48,331,4,6,B2B,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Казань,Розничный,2023-04-07 08:06:00,2023-04-07 12:06:00,21.0,Весна,Весна
948,1506.94,766,18,7,B2B,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Казань,Розничный,2023-04-07 09:18:00,2023-04-08 03:18:00,6.859999999999999,Весна,Весна
1761,286.12,255,5,2,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Казань,Розничный,2023-04-07 09:21:00,2023-04-07 14:21:00,6.1,Весна,Весна
1598,25.47,14,71,3,B2C,Юридическое лицо,Одежда,Мужская,Нижний Новгород,Краснодар,Розничный,2023-04-07 13:34:00,2023-04-10 12:34:00,2.1,Весна,Весна
3187,603.59,686,54,3,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Казань,Розничный,2023-04-07 14:30:00,2023-04-09 20:30:00,15.0,Весна,Весна
771,1397.28,897,15,5,B2C,Юридическое лицо,Одежда,Женская,Казань,Владивосток,Оптовый,2023-04-07 16:29:00,2023-04-08 07:29:00,1.65,Весна,Весна
1068,160.26,219,36,4,B2C,Юридическое лицо,Электроника,Компьютеры,Казань,Нижний Новгород,Оптовый,2023-04-07 20:13:00,2023-04-09 08:13:00,20.0,Весна,Весна
1292,184.13,255,22,3,B2C,Физическое лицо,Электроника,Компьютеры,Нижний Новгород,Новосибирск,Розничный,2023-04-07 21:03:00,2023-04-08 19:03:00,15.0,Весна,Весна
1246,179.26,152,70,2,B2C,Физическое лицо,Электроника,Компьютеры,Казань,Сочи,Оптовый,2023-04-08 05:00:00,2023-04-11 03:00:00,4.4,Весна,Весна
2016,34.79,40,28,4,B2B,Физическое лицо,Электроника,Компьютеры,Сочи,Москва,Розничный,2023-04-08 06:48:00,2023-04-09 10:48:00,8.8,Весна,Весна
4442,97.39,155,1,10,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Екатеринбург,Розничный,2023-04-08 07:43:00,2023-04-08 08:43:00,2.5,Весна,Весна
58,1020.84,702,64,2,B2C,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Новосибирск,Розничный,2023-04-08 09:48:00,2023-04-11 01:48:00,7.0,Весна,Весна
3055,569.61,985,35,6,VIP,Физическое лицо,Электроника,Компьютеры,Новосибирск,Нижний Новгород,Розничный,2023-04-08 10:52:00,2023-04-09 21:52:00,30.0,Весна,Весна
2844,522.81,757,60,2,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Сочи,Розничный,2023-04-08 12:04:00,2023-04-11 00:04:00,120.0,Весна,Весна
852,1448.15,799,39,5,B2C,Физическое лицо,Одежда,Унисекс,Москва,Краснодар,Розничный,2023-04-08 13:41:00,2023-04-10 04:41:00,0.8999999999999999,Весна,Весна
2106,36.18,23,58,2,B2B,Физическое лицо,Бытовая техника,Малая техника,Сочи,Новосибирск,Розничный,2023-04-08 16:07:00,2023-04-11 02:07:00,7.0,Весна,Весна
2793,51.42,56,67,8,VIP,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Нижний Новгород,Розничный,2023-04-08 17:54:00,2023-04-11 12:54:00,24.4,Весна,Весна
2393,42.28,28,57,8,B2C,Физическое лицо,Электроника,Компьютеры,Казань,Казань,Оптовый,2023-04-08 20:17:00,2023-04-11 05:17:00,80.0,Весна,Весна
571,127.62,76,43,4,B2C,Юридическое лицо,Одежда,Женская,Казань,Екатеринбург,Розничный,2023-04-09 01:19:00,2023-04-10 20:19:00,2.4,Весна,Весна
1767,286.88,228,64,1,B2C,Физическое лицо,Электроника,Мобильные устройства,Москва,Краснодар,Розничный,2023-04-09 02:36:00,2023-04-11 18:36:00,0.5,Весна,Весна
463,1212.8,882,2,9,B2C,Юридическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Сочи,Розничный,2023-04-09 05:33:00,2023-04-09 07:33:00,31.5,Весна,Весна
446,1204.3,717,22,2,B2C,Физическое лицо,Электроника,Компьютеры,Казань,Сочи,Оптовый,2023-04-09 14:57:00,2023-04-10 12:57:00,4.4,Весна,Весна
69,1027.79,709,54,5,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Новосибирск,Оптовый,2023-04-09 22:29:00,2023-04-12 04:29:00,17.5,Весна,Весна
4361,942.64,686,70,5,B2C,Физическое лицо,Электроника,Компьютеры,Нижний Новгород,Казань,Розничный,2023-04-09 23:24:00,2023-04-12 21:24:00,11.0,Весна,Весна
45,1019.15,993,41,3,B2B,Юридическое лицо,Бытовая техника,Малая техника,Москва,Казань,Розничный,2023-04-10 02:26:00,2023-04-11 19:26:00,27.0,Весна,Весна
1863,31.03,61,32,2,B2C,Физическое лицо,Бытовая техника,Крупная техника,Сочи,Калининград,Розничный,2023-04-10 03:36:00,2023-04-11 11:36:00,120.0,Весна,Весна
1301,185.11,311,53,2,B2B,Физическое лицо,Бытовая техника,Малая техника,Новосибирск,Сочи,Розничный,2023-04-10 05:36:00,2023-04-12 10:36:00,1.96,Весна,Весна
1506,226.33,199,59,2,B2C,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Казань,Розничный,2023-04-10 09:46:00,2023-04-12 20:46:00,6.1,Весна,Весна
1643,259.54,334,20,5,B2B,Физическое лицо,Одежда,Женская,Казань,Краснодар,Оптовый,2023-04-10 13:29:00,2023-04-11 09:29:00,3.0,Весна,Весна
618,1297.97,877,60,1,B2C,Физическое лицо,Электроника,Аксессуары,Москва,Сочи,Розничный,2023-04-10 13:38:00,2023-04-13 01:38:00,0.03,Весна,Весна
2726,497.77,627,54,1,B2C,Физическое лицо,Одежда,Мужская,Москва,Нижний Новгород,Розничный,2023-04-10 21:24:00,2023-04-13 03:24:00,0.7,Весна,Весна
2662,484.6,498,36,3,B2C,Физическое лицо,Одежда,Женская,Казань,Нижний Новгород,Розничный,2023-04-11 00:50:00,2023-04-12 12:50:00,1.7999999999999998,Весна,Весна
4190,882.49,449,58,8,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Екатеринбург,Розничный,2023-04-11 01:32:00,2023-04-13 11:32:00,40.0,Весна,Весна
2879,529.79,707,34,1,B2B,Юридическое лицо,Электроника,Мобильные устройства,Казань,Нижний Новгород,Розничный,2023-04-11 03:39:00,2023-04-12 13:39:00,0.5,Весна,Весна
524,1244.94,790,41,8,B2C,Физическое лицо,Электроника,Компьютеры,Москва,Казань,Розничный,2023-04-11 04:11:00,2023-04-12 21:11:00,17.6,Весна,Весна
2413,425.26,540,60,5,B2C,Физическое лицо,Спорттовары,Тренажеры,Казань,Нижний Новгород,Оптовый,2023-04-11 06:16:00,2023-04-13 18:16:00,131.5,Весна,Весна
218,1093.78,703,30,2,VIP,Юридическое лицо,Одежда,Женская,Казань,Санкт-Петербург,Розничный,2023-04-11 16:47:00,2023-04-12 22:47:00,0.6,Весна,Весна
1359,192.44,217,55,1,B2B,Физическое лицо,Бытовая техника,Крупная техника,Нижний Новгород,Владивосток,Розничный,2023-04-11 17:34:00,2023-04-14 00:34:00,70.0,Весна,Весна
3877,792.44,892,57,9,B2C,Физическое лицо,Электроника,Мобильные устройства,Новосибирск,Казань,Розничный,2023-04-11 18:04:00,2023-04-14 03:04:00,4.5,Весна,Весна
3099,580.36,545,56,5,B2C,Юридическое лицо,Электроника,Мобильные устройства,Казань,Калининград,Оптовый,2023-04-11 19:04:00,2023-04-14 03:04:00,0.8500000000000001,Весна,Весна
3650,724.2,882,43,8,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Казань,Оптовый,2023-04-11 19:39:00,2023-04-13 14:39:00,28.0,Весна,Весна
4058,843.55,616,28,7,B2C,Физическое лицо,Электроника,Аксессуары,Москва,Краснодар,Розничный,2023-04-11 23:43:00,2023-04-13 03:43:00,0.091,Весна,Весна
252,1108.14,578,67,7,B2B,Физическое лицо,Одежда,Унисекс,Новосибирск,Нижний Новгород,Розничный,2023-04-12 01:12:00,2023-04-14 20:12:00,4.2,Весна,Весна
1464,215.79,152,66,6,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Нижний Новгород,Розничный,2023-04-12 02:09:00,2023-04-14 20:09:00,54.0,Весна,Весна
3009,558.24,452,38,6,B2C,Физическое лицо,Бытовая техника,Малая техника,Новосибирск,Калининград,Розничный,2023-04-12 07:00:00,2023-04-13 21:00:00,21.0,Весна,Весна
2137,369.95,615,13,8,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Казань,Розничный,2023-04-12 07:32:00,2023-04-12 20:32:00,28.0,Весна,Весна
3232,612.73,380,72,5,B2B,Физическое лицо,Одежда,Мужская,Нижний Новгород,Владивосток,Розничный,2023-04-12 08:02:00,2023-04-15 08:02:00,1.5,Весна,Весна
4222,893.18,813,63,5,B2C,Юридическое лицо,Одежда,Женская,Нижний Новгород,Новосибирск,Розничный,2023-04-12 08:20:00,2023-04-14 23:20:00,1.65,Весна,Весна
3128,589.36,376,44,6,B2C,Юридическое лицо,Бытовая техника,Малая техника,Казань,Санкт-Петербург,Оптовый,2023-04-12 12:54:00,2023-04-14 08:54:00,5.88,Весна,Весна
148,1064.99,599,68,7,B2B,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Нижний Новгород,Розничный,2023-04-12 14:29:00,2023-04-15 10:29:00,21.35,Весна,Весна
3110,583.16,486,62,5,B2C,Физическое лицо,Электроника,Аксессуары,Москва,Екатеринбург,Розничный,2023-04-12 14:37:00,2023-04-15 04:37:00,1.25,Весна,Весна
4414,961.1,495,66,3,B2C,Юридическое лицо,Спорттовары,Тренажеры,Нижний Новгород,Сочи,Розничный,2023-04-12 17:41:00,2023-04-15 11:41:00,78.9,Весна,Весна
1743,281.39,159,22,5,B2C,Физическое лицо,Электроника,Компьютеры,Москва,Краснодар,Розничный,2023-04-12 21:07:00,2023-04-13 19:07:00,50.0,Весна,Весна
206,1089.01,758,32,9,B2C,Физическое лицо,Электроника,Мобильные устройства,Нижний Новгород,Краснодар,Розничный,2023-04-12 21:08:00,2023-04-14 05:08:00,1.53,Весна,Весна
4443,97.45,116,53,3,B2C,Юридическое лицо,Электроника,Аксессуары,Нижний Новгород,Сочи,Розничный,2023-04-13 01:47:00,2023-04-15 06:47:00,0.75,Весна,Весна
3260,620.17,907,50,10,B2C,Юридическое лицо,Одежда,Мужская,Казань,Санкт-Петербург,Розничный,2023-04-13 02:07:00,2023-04-15 04:07:00,7.0,Весна,Весна
2182,378.11,755,28,6,B2C,Физическое лицо,Электроника,Мобильные устройства,Москва,Краснодар,Розничный,2023-04-13 02:27:00,2023-04-14 06:27:00,1.02,Весна,Весна
3846,784.38,872,42,6,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Краснодар,Розничный,2023-04-13 03:34:00,2023-04-14 21:34:00,1.98,Весна,Весна
2612,47.47,47,26,8,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Санкт-Петербург,Розничный,2023-04-13 08:00:00,2023-04-14 10:00:00,7.84,Весна,Весна
3280,624.85,881,61,3,VIP,Юридическое лицо,Одежда,Унисекс,Москва,Новосибирск,Розничный,2023-04-13 09:33:00,2023-04-15 22:33:00,0.54,Весна,Весна
1605,250.49,188,6,8,B2C,Юридическое лицо,Одежда,Женская,Казань,Владивосток,Оптовый,2023-04-13 09:49:00,2023-04-13 15:49:00,2.64,Весна,Весна
4172,877.05,450,57,8,B2C,Юридическое лицо,Электроника,Компьютеры,Нижний Новгород,Новосибирск,Розничный,2023-04-13 10:45:00,2023-04-15 19:45:00,17.6,Весна,Весна
3806,771.51,905,18,4,B2C,Физическое лицо,Одежда,Унисекс,Нижний Новгород,Сочи,Розничный,2023-04-13 16:25:00,2023-04-14 10:25:00,0.72,Весна,Весна
3574,704.19,711,37,10,B2B,Физическое лицо,Электроника,Мобильные устройства,Сочи,Владивосток,Розничный,2023-04-13 19:39:00,2023-04-15 08:39:00,5.0,Весна,Весна
3052,569.1,509,67,2,B2C,Юридическое лицо,Электроника,Компьютеры,Казань,Калининград,Оптовый,2023-04-13 20:57:00,2023-04-16 15:57:00,20.0,Весна,Весна
989,154.01,235,63,5,B2C,Юридическое лицо,Электроника,Аксессуары,Сочи,Краснодар,Розничный,2023-04-14 01:08:00,2023-04-16 16:08:00,0.15,Весна,Весна
1124,1645.19,859,69,4,B2C,Юридическое лицо,Электроника,Аксессуары,Новосибирск,Казань,Розничный,2023-04-14 03:45:00,2023-04-17 00:45:00,0.12,Весна,Весна
186,108.53,79,31,8,B2C,Юридическое лицо,Одежда,Мужская,Москва,Москва,Розничный,2023-04-14 06:00:00,2023-04-15 13:00:00,4.0,Весна,Весна
720,136.26,155,28,3,B2B,Юридическое лицо,Бытовая техника,Малая техника,Сочи,Санкт-Петербург,Розничный,2023-04-14 09:32:00,2023-04-15 13:32:00,2.94,Весна,Весна
2510,447.97,776,28,5,B2B,Физическое лицо,Электроника,Мобильные устройства,Нижний Новгород,Сочи,Розничный,2023-04-14 13:18:00,2023-04-15 17:18:00,2.5,Весна,Весна
2175,377.09,255,43,3,B2C,Юридическое лицо,Одежда,Унисекс,Казань,Сочи,Оптовый,2023-04-14 15:42:00,2023-04-16 10:42:00,1.2000000000000002,Весна,Весна
3724,743.94,512,29,4,B2C,Юридическое лицо,Одежда,Женская,Москва,Новосибирск,Розничный,2023-04-14 16:13:00,2023-04-15 21:13:00,1.32,Весна,Весна
414,1190.97,774,20,6,B2C,Физическое лицо,Одежда,Мужская,Новосибирск,Калининград,Розничный,2023-04-14 17:06:00,2023-04-15 13:06:00,4.199999999999999,Весна,Весна
2992,552.6,333,18,2,B2B,Физическое лицо,Бытовая техника,Малая техника,Сочи,Москва,Розничный,2023-04-14 17:30:00,2023-04-15 11:30:00,6.1,Весна,Весна
3836,781.1,775,8,7,B2C,Юридическое лицо,Одежда,Мужская,Москва,Сочи,Розничный,2023-04-14 21:50:00,2023-04-15 05:50:00,3.5,Весна,Весна
3949,811.73,512,5,3,B2C,Физическое лицо,Электроника,Аксессуары,Нижний Новгород,Владивосток,Розничный,2023-04-14 21:59:00,2023-04-15 02:59:00,0.75,Весна,Весна
1702,270.47,470,63,9,VIP,Физическое лицо,Одежда,Мужская,Москва,Владивосток,Розничный,2023-04-14 22:05:00,2023-04-17 13:05:00,2.7,Весна,Весна
2263,391.41,364,24,10,B2B,Юридическое лицо,Электроника,Компьютеры,Казань,Казань,Розничный,2023-04-14 23:38:00,2023-04-15 23:38:00,100.0,Весна,Весна
2439,43.27,26,68,10,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Екатеринбург,Розничный,2023-04-15 01:17:00,2023-04-17 21:17:00,9.8,Весна,Весна
3901,798.35,730,20,7,B2C,Юридическое лицо,Электроника,Мобильные устройства,Казань,Санкт-Петербург,Розничный,2023-04-15 03:51:00,2023-04-15 23:51:00,1.1900000000000002,Весна,Весна
3828,78.02,121,15,7,B2C,Физическое лицо,Электроника,Аксессуары,Новосибирск,Краснодар,Розничный,2023-04-15 07:54:00,2023-04-15 22:54:00,0.21,Весна,Весна
1587,247.38,181,53,4,VIP,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Владивосток,Розничный,2023-04-15 08:06:00,2023-04-17 13:06:00,0.12,Весна,Весна
2861,526.52,867,49,10,B2B,Физическое лицо,Электроника,Мобильные устройства,Сочи,Новосибирск,Розничный,2023-04-15 08:41:00,2023-04-17 09:41:00,5.0,Весна,Весна
4152,872.4,831,17,8,B2C,Физическое лицо,Электроника,Мобильные устройства,Нижний Новгород,Калининград,Розничный,2023-04-15 09:59:00,2023-04-16 02:59:00,1.36,Весна,Весна
3589,707.37,685,61,8,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Сочи,Розничный,2023-04-15 12:39:00,2023-04-18 01:39:00,4.0,Весна,Весна
209,109.48,178,66,4,B2B,Физическое лицо,Одежда,Женская,Санкт-Петербург,Екатеринбург,Розничный,2023-04-15 13:44:00,2023-04-18 07:44:00,1.32,Весна,Весна
