cost,distance,delivery_time_hours,quantity,departure_date,arrival_date,total_mass_kg,arrival_season,segment_B2C,segment_VIP,customer_type_Юридическое лицо,category_Одежда,category_Спорттовары,category_Электроника,sub_category_Женская,sub_category_Компьютеры,sub_category_Крупная техника,sub_category_Малая техника,sub_category_Мобильные устройства,sub_category_Мужская,sub_category_Тренажеры,sub_category_Унисекс,city_x_Москва,city_x_Нижний Новгород,city_x_Новосибирск,city_x_Санкт-Петербург,city_x_Сочи,city_y_Екатеринбург,city_y_Казань,city_y_Калининград,city_y_Краснодар,city_y_Москва,city_y_Нижний Новгород,city_y_Новосибирск,city_y_Санкт-Петербург,city_y_Сочи,store_type_Розничный,departure_season_Зима,departure_season_Лето,departure_season_Осень
294.93,228,69,1,2023-03-12 14:01:00,2023-03-15 11:01:00,2.2,Весна,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
55.54,63,8,3,2023-03-12 16:28:00,2023-03-13 00:28:00,0.51,Весна,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
661.27,500,41,2,2023-03-12 18:05:00,2023-03-14 11:05:00,6.1,Весна,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
85.09,75,49,2,2023-03-12 18:19:00,2023-03-14 19:19:00,0.5,Весна,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False
876.91,658,15,8,2023-03-12 21:50:00,2023-03-13 12:50:00,3.2,Весна,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1169.89,831,59,4,2023-03-12 23:32:00,2023-03-15 10:32:00,0.68,Весна,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
638.41,648,3,7,2023-03-12 23:44:00,2023-03-13 02:44:00,24.5,Весна,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
681.54,505,24,2,2023-03-13 05:37:00,2023-03-14 05:37:00,52.6,Весна,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False
745.12,990,28,8,2023-03-13 05:44:00,2023-03-14 09:44:00,17.6,Весна,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
456.47,386,36,7,2023-03-13 07:43:00,2023-03-14 19:43:00,0.091,Весна,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
333.37,261,16,8,2023-03-13 08:54:00,2023-03-14 00:54:00,80.0,Весна,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
591.01,642,27,1,2023-03-13 09:10:00,2023-03-14 12:10:00,0.33,Весна,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
150.94,252,35,7,2023-03-13 10:44:00,2023-03-14 21:44:00,2.8000000000000003,Весна,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
962.55,545,48,5,2023-03-13 11:15:00,2023-03-15 11:15:00,1.25,Весна,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
928.53,995,28,1,2023-03-13 12:28:00,2023-03-14 16:28:00,60.0,Весна,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
957.0,493,6,9,2023-03-13 14:23:00,2023-03-13 20:23:00,2.25,Весна,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
820.47,528,17,3,2023-03-13 23:21:00,2023-03-14 16:21:00,52.5,Весна,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
134.88,117,43,4,2023-03-14 01:20:00,2023-03-15 20:20:00,2.0,Весна,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
222.96,132,5,9,2023-03-14 08:58:00,2023-03-14 13:58:00,6.3,Весна,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1843.24,976,21,3,2023-03-14 09:10:00,2023-03-15 06:10:00,0.51,Весна,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
367.68,445,65,6,2023-03-14 12:42:00,2023-03-17 05:42:00,30.0,Весна,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
215.99,176,72,8,2023-03-14 13:05:00,2023-03-17 13:05:00,1.36,Весна,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
831.47,518,65,8,2023-03-14 15:24:00,2023-03-17 08:24:00,140.0,Весна,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
270.32,365,61,1,2023-03-14 18:19:00,2023-03-17 07:19:00,0.3,Весна,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
853.77,521,71,4,2023-03-14 18:33:00,2023-03-17 17:33:00,1.32,Весна,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
285.82,163,53,7,2023-03-14 21:44:00,2023-03-17 02:44:00,2.8000000000000003,Весна,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
958.69,987,27,1,2023-03-14 21:53:00,2023-03-16 00:53:00,0.5,Весна,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
17.77,27,38,8,2023-03-14 21:57:00,2023-03-16 11:57:00,2.0,Весна,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
1577.19,901,48,5,2023-03-14 23:16:00,2023-03-16 23:16:00,131.5,Весна,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
1394.0,816,57,5,2023-03-14 23:20:00,2023-03-17 08:20:00,11.0,Весна,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
347.93,217,34,2,2023-03-15 00:32:00,2023-03-16 10:32:00,10.0,Весна,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
815.02,853,59,5,2023-03-15 01:33:00,2023-03-17 12:33:00,1.5,Весна,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
701.41,935,61,4,2023-03-15 03:10:00,2023-03-17 16:10:00,1.6,Весна,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
1152.07,765,52,3,2023-03-15 04:24:00,2023-03-17 08:24:00,0.51,Весна,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
919.05,944,49,2,2023-03-15 10:59:00,2023-03-17 11:59:00,0.66,Весна,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1164.74,644,9,1,2023-03-15 12:31:00,2023-03-15 21:31:00,0.25,Весна,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
722.78,757,4,4,2023-03-15 12:33:00,2023-03-15 16:33:00,40.0,Весна,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
594.62,309,50,1,2023-03-15 13:48:00,2023-03-17 15:48:00,17.5,Весна,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
704.98,549,18,6,2023-03-15 15:03:00,2023-03-16 09:03:00,3.6,Весна,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
307.7,171,30,5,2023-03-15 16:12:00,2023-03-16 22:12:00,25.0,Весна,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
943.49,970,34,10,2023-03-15 18:52:00,2023-03-17 04:52:00,9.8,Весна,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
660.54,380,31,7,2023-03-16 01:03:00,2023-03-17 08:03:00,4.2,Весна,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
669.2,552,61,9,2023-03-16 02:23:00,2023-03-18 15:23:00,8.82,Весна,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
346.32,293,8,8,2023-03-16 07:20:00,2023-03-16 15:20:00,17.6,Весна,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
688.53,346,47,1,2023-03-16 08:03:00,2023-03-18 07:03:00,0.5,Весна,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
620.28,391,16,4,2023-03-16 10:49:00,2023-03-17 02:49:00,2.4,Весна,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
632.26,663,5,8,2023-03-16 10:51:00,2023-03-16 15:51:00,17.6,Весна,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
142.11,104,9,7,2023-03-16 15:07:00,2023-03-17 00:07:00,24.5,Весна,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
1310.98,871,71,3,2023-03-16 15:57:00,2023-03-19 14:57:00,15.0,Весна,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
334.16,462,46,2,2023-03-16 16:24:00,2023-03-18 14:24:00,6.1,Весна,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
807.48,945,52,1,2023-03-16 20:40:00,2023-03-19 00:40:00,0.25,Весна,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
497.42,718,24,2,2023-03-17 05:40:00,2023-03-18 05:40:00,1.2,Весна,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
905.32,577,34,8,2023-03-17 06:59:00,2023-03-18 16:59:00,72.0,Весна,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
963.5,611,24,2,2023-03-17 08:58:00,2023-03-18 08:58:00,0.026,Весна,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
456.93,256,33,2,2023-03-17 10:09:00,2023-03-18 19:09:00,0.6,Весна,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1218.63,646,29,8,2023-03-17 10:29:00,2023-03-18 15:29:00,72.0,Весна,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
893.17,884,1,8,2023-03-17 12:25:00,2023-03-17 13:25:00,7.84,Весна,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
582.04,698,31,10,2023-03-17 19:13:00,2023-03-19 02:13:00,0.3,Весна,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
887.92,592,63,2,2023-03-17 20:46:00,2023-03-20 11:46:00,146.0,Весна,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
575.14,945,51,5,2023-03-17 21:09:00,2023-03-20 00:09:00,17.5,Весна,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False
635.67,403,24,9,2023-03-18 02:14:00,2023-03-19 02:14:00,19.8,Весна,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
952.35,903,69,9,2023-03-18 02:37:00,2023-03-20 23:37:00,90.0,Весна,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1063.99,612,47,5,2023-03-18 04:46:00,2023-03-20 03:46:00,3.0,Весна,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1654.18,996,39,10,2023-03-18 04:48:00,2023-03-19 19:48:00,22.0,Весна,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
688.27,765,43,6,2023-03-18 06:39:00,2023-03-20 01:39:00,1.7999999999999998,Весна,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
646.83,657,61,8,2023-03-18 07:00:00,2023-03-20 20:00:00,2.4,Весна,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
214.91,122,54,9,2023-03-18 11:21:00,2023-03-20 17:21:00,0.27,Весна,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
173.24,112,52,2,2023-03-18 11:49:00,2023-03-20 15:49:00,140.0,Весна,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
636.34,334,37,3,2023-03-18 13:13:00,2023-03-20 02:13:00,1.7999999999999998,Весна,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
587.09,747,56,9,2023-03-18 18:21:00,2023-03-21 02:21:00,2.97,Весна,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
535.59,522,15,8,2023-03-18 21:19:00,2023-03-19 12:19:00,5.6,Весна,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
1544.67,832,37,6,2023-03-18 22:39:00,2023-03-20 11:39:00,3.0,Весна,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
931.61,982,54,1,2023-03-18 23:31:00,2023-03-21 05:31:00,0.6,Весна,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
300.41,428,66,2,2023-03-19 07:12:00,2023-03-22 01:12:00,0.026,Весна,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
697.91,901,28,9,2023-03-19 09:08:00,2023-03-20 13:08:00,1.53,Весна,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
950.86,664,40,10,2023-03-19 11:26:00,2023-03-21 03:26:00,90.0,Весна,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
96.44,53,38,9,2023-03-19 11:50:00,2023-03-21 01:50:00,1.53,Весна,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
61.31,107,65,2,2023-03-19 14:26:00,2023-03-22 07:26:00,120.0,Весна,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
370.53,599,45,6,2023-03-19 16:11:00,2023-03-21 13:11:00,3.0,Весна,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
896.38,480,21,6,2023-03-19 17:11:00,2023-03-20 14:11:00,5.88,Весна,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
334.61,293,3,5,2023-03-19 18:58:00,2023-03-19 21:58:00,131.5,Весна,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
488.08,278,17,10,2023-03-19 19:13:00,2023-03-20 12:13:00,9.8,Весна,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
328.13,179,14,2,2023-03-20 01:19:00,2023-03-20 15:19:00,7.0,Весна,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
319.04,407,18,1,2023-03-20 04:52:00,2023-03-20 22:52:00,0.33,Весна,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
836.98,532,15,2,2023-03-20 05:41:00,2023-03-20 20:41:00,6.1,Весна,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
202.58,394,28,3,2023-03-20 08:48:00,2023-03-21 12:48:00,27.0,Весна,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
33.52,55,66,4,2023-03-20 15:28:00,2023-03-23 09:28:00,3.92,Весна,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
232.19,137,49,3,2023-03-20 19:59:00,2023-03-22 20:59:00,0.51,Весна,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
197.63,299,9,5,2023-03-21 01:34:00,2023-03-21 10:34:00,45.0,Весна,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
641.43,702,58,8,2023-03-21 02:13:00,2023-03-23 12:13:00,140.0,Весна,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
313.72,209,56,8,2023-03-21 05:36:00,2023-03-23 13:36:00,4.0,Весна,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
1575.56,831,27,3,2023-03-21 07:58:00,2023-03-22 10:58:00,0.8999999999999999,Весна,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
185.95,319,36,2,2023-03-21 10:23:00,2023-03-22 22:23:00,1.4,Весна,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1506.91,812,12,5,2023-03-21 10:41:00,2023-03-21 22:41:00,1.5,Весна,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
727.94,792,70,10,2023-03-21 12:50:00,2023-03-24 10:50:00,2.5,Весна,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
944.64,826,2,5,2023-03-21 21:06:00,2023-03-21 23:06:00,1.25,Весна,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
268.5,443,9,4,2023-03-21 22:59:00,2023-03-22 07:59:00,2.4,Весна,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
815.71,801,32,6,2023-03-22 05:06:00,2023-03-23 13:06:00,21.0,Весна,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
923.16,831,13,6,2023-03-22 08:44:00,2023-03-22 21:44:00,1.7999999999999998,Весна,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
1092.7,958,45,2,2023-03-22 15:40:00,2023-03-24 12:40:00,52.6,Весна,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
145.05,258,56,1,2023-03-22 16:32:00,2023-03-25 00:32:00,0.17,Весна,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False
638.94,484,65,2,2023-03-22 17:42:00,2023-03-25 10:42:00,0.06,Весна,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
467.94,762,69,2,2023-03-23 01:18:00,2023-03-25 22:18:00,35.0,Весна,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1226.98,786,2,7,2023-03-23 04:56:00,2023-03-23 06:56:00,2.1,Весна,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
339.2,529,47,5,2023-03-23 06:56:00,2023-03-25 05:56:00,1.25,Весна,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
836.51,430,68,9,2023-03-23 09:45:00,2023-03-26 05:45:00,0.1169999999999999,Весна,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
858.58,647,46,8,2023-03-23 17:38:00,2023-03-25 15:38:00,2.0,Весна,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
407.96,241,57,7,2023-03-23 21:06:00,2023-03-26 06:06:00,70.0,Весна,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
559.6,630,48,5,2023-03-23 21:58:00,2023-03-25 21:58:00,1.25,Весна,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
175.2,91,13,9,2023-03-23 22:06:00,2023-03-24 11:06:00,2.7,Весна,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
579.28,479,58,7,2023-03-23 22:58:00,2023-03-26 08:58:00,4.2,Весна,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1717.32,903,23,9,2023-03-23 23:47:00,2023-03-24 22:47:00,8.82,Весна,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
504.53,287,4,4,2023-03-24 01:27:00,2023-03-24 05:27:00,2.4,Весна,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False
254.15,169,47,5,2023-03-24 01:43:00,2023-03-26 00:43:00,25.0,Весна,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
224.61,116,12,3,2023-03-24 02:50:00,2023-03-24 14:50:00,0.039,Весна,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
965.21,722,9,3,2023-03-24 06:37:00,2023-03-24 15:37:00,0.039,Весна,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
95.09,50,35,9,2023-03-24 06:57:00,2023-03-25 17:57:00,1.62,Весна,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
418.83,216,17,7,2023-03-24 10:57:00,2023-03-25 03:57:00,15.400000000000002,Весна,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
407.99,375,50,4,2023-03-24 11:38:00,2023-03-26 13:38:00,0.052,Весна,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1162.94,621,63,5,2023-03-24 12:57:00,2023-03-27 03:57:00,1.65,Весна,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1076.1,854,44,1,2023-03-24 14:56:00,2023-03-26 10:56:00,0.013,Весна,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
56.5,45,59,5,2023-03-24 16:20:00,2023-03-27 03:20:00,4.9,Весна,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
943.48,592,55,6,2023-03-24 21:19:00,2023-03-27 04:19:00,60.0,Весна,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
272.58,456,68,9,2023-03-24 23:09:00,2023-03-27 19:09:00,2.97,Весна,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
135.89,234,40,1,2023-03-24 23:22:00,2023-03-26 15:22:00,17.5,Весна,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
