,cost,distance,delivery_time_hours,quantity,segment,customer_type,category,sub_category,city_x,city_y,store_type,departure_date,arrival_date,total_mass_kg,departure_season,arrival_season
244,1114.21,942,4,9,B2C,Физическое лицо,Электроника,Аксессуары,Москва,Сочи,Розничный,2023-03-28 21:52:00,2023-03-29 01:52:00,2.25,Весна,Весна
800,1402.73,763,67,1,VIP,Физическое лицо,Электроника,Аксессуары,Казань,Нижний Новгород,Розничный,2023-03-29 03:17:00,2023-03-31 22:17:00,0.25,Весна,Весна
2614,463.53,871,54,3,B2C,Юридическое лицо,Одежда,Женская,Нижний Новгород,Сочи,Розничный,2023-03-29 12:37:00,2023-03-31 18:37:00,0.99,Весна,Весна
4321,951.2,995,71,4,B2C,Юридическое лицо,Одежда,Унисекс,Казань,Владивосток,Оптовый,2023-03-29 12:49:00,2023-04-01 11:49:00,1.6,Весна,Весна
970,1524.84,774,41,10,B2C,Физическое лицо,Одежда,Женская,Нижний Новгород,Владивосток,Розничный,2023-03-29 15:43:00,2023-03-31 08:43:00,3.0,Весна,Весна
595,1297.13,724,32,8,VIP,Физическое лицо,Одежда,Мужская,Москва,Санкт-Петербург,Розничный,2023-03-29 16:19:00,2023-03-31 00:19:00,5.6,Весна,Весна
593,1295.23,709,70,1,B2C,Юридическое лицо,Электроника,Компьютеры,Санкт-Петербург,Владивосток,Розничный,2023-03-29 23:20:00,2023-04-01 21:20:00,2.2,Весна,Весна
4382,973.64,499,30,8,B2C,Юридическое лицо,Одежда,Унисекс,Казань,Новосибирск,Оптовый,2023-03-30 00:35:00,2023-03-31 06:35:00,4.8,Весна,Весна
1145,1679.6,892,40,6,B2B,Физическое лицо,Электроника,Компьютеры,Казань,Владивосток,Оптовый,2023-03-30 03:06:00,2023-03-31 19:06:00,13.2,Весна,Весна
785,14.33,9,23,7,B2C,Юридическое лицо,Электроника,Аксессуары,Москва,Калининград,Розничный,2023-03-30 04:30:00,2023-03-31 03:30:00,1.75,Весна,Весна
954,1512.51,957,35,3,B2B,Физическое лицо,Одежда,Унисекс,Москва,Екатеринбург,Розничный,2023-03-30 10:49:00,2023-03-31 21:49:00,1.2000000000000002,Весна,Весна
2635,47.08,37,18,10,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Санкт-Петербург,Розничный,2023-03-30 11:53:00,2023-03-31 05:53:00,90.0,Весна,Весна
2285,390.31,424,3,5,B2C,Физическое лицо,Одежда,Мужская,Сочи,Екатеринбург,Розничный,2023-03-30 12:16:00,2023-03-30 15:16:00,2.5,Весна,Весна
2830,513.31,565,35,6,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Москва,Оптовый,2023-03-30 13:01:00,2023-04-01 00:01:00,21.0,Весна,Весна
4349,96.79,100,61,4,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Краснодар,Розничный,2023-03-30 13:28:00,2023-04-02 02:28:00,70.0,Весна,Весна
2631,468.52,754,13,3,B2C,Юридическое лицо,Одежда,Унисекс,Санкт-Петербург,Сочи,Розничный,2023-03-30 14:10:00,2023-03-31 03:10:00,0.54,Весна,Весна
3533,697.48,506,34,2,B2B,Физическое лицо,Бытовая техника,Крупная техника,Сочи,Санкт-Петербург,Розничный,2023-03-30 14:25:00,2023-04-01 00:25:00,120.0,Весна,Весна
80,1032.96,710,35,10,B2C,Юридическое лицо,Одежда,Мужская,Москва,Владивосток,Розничный,2023-03-30 14:52:00,2023-04-01 01:52:00,5.0,Весна,Весна
3011,556.81,547,47,3,VIP,Юридическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Калининград,Розничный,2023-03-30 16:21:00,2023-04-01 15:21:00,27.0,Весна,Весна
1066,1607.48,824,36,7,B2B,Физическое лицо,Электроника,Аксессуары,Новосибирск,Краснодар,Розничный,2023-03-30 18:52:00,2023-04-01 06:52:00,1.75,Весна,Весна
1942,319.85,186,26,6,B2C,Физическое лицо,Одежда,Женская,Казань,Владивосток,Оптовый,2023-03-30 20:35:00,2023-03-31 22:35:00,1.98,Весна,Весна
1850,296.27,408,69,3,VIP,Физическое лицо,Электроника,Мобильные устройства,Нижний Новгород,Москва,Розничный,2023-03-30 22:08:00,2023-04-02 19:08:00,0.51,Весна,Весна
131,1054.87,616,60,2,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Казань,Розничный,2023-03-31 01:34:00,2023-04-02 13:34:00,140.0,Весна,Весна
3357,645.8,453,34,4,B2B,Физическое лицо,Электроника,Аксессуары,Нижний Новгород,Нижний Новгород,Розничный,2023-03-31 03:09:00,2023-04-01 13:09:00,0.052,Весна,Весна
4344,959.81,540,3,4,B2C,Физическое лицо,Электроника,Мобильные устройства,Казань,Москва,Розничный,2023-03-31 04:41:00,2023-03-31 07:41:00,0.68,Весна,Весна
3877,8.37,7,44,8,B2B,Физическое лицо,Одежда,Женская,Нижний Новгород,Владивосток,Розничный,2023-03-31 05:24:00,2023-04-02 01:24:00,4.8,Весна,Весна
1028,1573.3,871,68,1,B2C,Физическое лицо,Одежда,Женская,Нижний Новгород,Екатеринбург,Розничный,2023-03-31 05:33:00,2023-04-03 01:33:00,0.33,Весна,Весна
2698,485.27,461,65,5,B2C,Юридическое лицо,Электроника,Компьютеры,Санкт-Петербург,Нижний Новгород,Розничный,2023-03-31 13:54:00,2023-04-03 06:54:00,11.0,Весна,Весна
2871,522.44,564,21,10,B2C,Физическое лицо,Электроника,Компьютеры,Казань,Санкт-Петербург,Оптовый,2023-03-31 21:55:00,2023-04-01 18:55:00,50.0,Весна,Весна
3113,581.65,294,55,5,B2C,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Калининград,Розничный,2023-03-31 22:09:00,2023-04-03 05:09:00,131.5,Весна,Весна
2195,372.8,669,66,2,B2C,Физическое лицо,Бытовая техника,Крупная техника,Москва,Екатеринбург,Розничный,2023-04-01 01:59:00,2023-04-03 19:59:00,140.0,Весна,Весна
2941,54.15,30,10,1,VIP,Физическое лицо,Электроника,Мобильные устройства,Казань,Москва,Оптовый,2023-04-01 03:23:00,2023-04-01 13:23:00,0.17,Весна,Весна
1089,1625.3,911,47,3,B2C,Физическое лицо,Одежда,Мужская,Москва,Сочи,Розничный,2023-04-01 04:55:00,2023-04-03 03:55:00,2.1,Весна,Весна
1549,23.99,12,48,7,B2C,Физическое лицо,Одежда,Мужская,Сочи,Новосибирск,Розничный,2023-04-01 06:10:00,2023-04-03 06:10:00,4.9,Весна,Весна
2057,345.3,427,45,2,B2C,Физическое лицо,Электроника,Компьютеры,Москва,Краснодар,Розничный,2023-04-01 08:11:00,2023-04-03 05:11:00,4.4,Весна,Весна
1619,247.71,325,48,4,VIP,Юридическое лицо,Электроника,Компьютеры,Казань,Новосибирск,Розничный,2023-04-01 09:42:00,2023-04-03 09:42:00,20.0,Весна,Весна
4115,879.51,715,54,10,B2C,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Новосибирск,Розничный,2023-04-01 13:03:00,2023-04-03 19:03:00,35.0,Весна,Весна
2127,36.03,38,41,3,B2B,Юридическое лицо,Одежда,Мужская,Москва,Москва,Розничный,2023-04-01 13:03:00,2023-04-03 06:03:00,2.1,Весна,Весна
4159,891.43,522,36,9,B2C,Физическое лицо,Одежда,Женская,Сочи,Нижний Новгород,Розничный,2023-04-01 16:18:00,2023-04-03 04:18:00,2.7,Весна,Весна
4265,93.09,77,10,10,B2C,Физическое лицо,Одежда,Мужская,Казань,Новосибирск,Оптовый,2023-04-01 17:19:00,2023-04-02 03:19:00,7.0,Весна,Весна
3358,646.3,793,33,4,B2C,Юридическое лицо,Бытовая техника,Малая техника,Казань,Санкт-Петербург,Оптовый,2023-04-01 20:55:00,2023-04-03 05:55:00,3.92,Весна,Весна
2526,442.92,348,2,7,B2B,Физическое лицо,Электроника,Мобильные устройства,Казань,Казань,Розничный,2023-04-02 04:18:00,2023-04-02 06:18:00,1.1900000000000002,Весна,Весна
947,151.73,173,70,6,VIP,Физическое лицо,Электроника,Компьютеры,Казань,Москва,Оптовый,2023-04-02 04:46:00,2023-04-05 02:46:00,30.0,Весна,Весна
3800,776.58,465,11,5,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Калининград,Розничный,2023-04-02 07:59:00,2023-04-02 18:59:00,45.0,Весна,Весна
90,1036.33,608,41,5,B2C,Юридическое лицо,Электроника,Аксессуары,Сочи,Москва,Розничный,2023-04-02 08:43:00,2023-04-04 01:43:00,1.25,Весна,Весна
2070,346.91,397,50,8,B2C,Физическое лицо,Одежда,Мужская,Казань,Калининград,Розничный,2023-04-02 11:41:00,2023-04-04 13:41:00,4.0,Весна,Весна
634,1314.88,773,10,6,B2B,Физическое лицо,Электроника,Аксессуары,Москва,Екатеринбург,Розничный,2023-04-02 13:30:00,2023-04-02 23:30:00,1.5,Весна,Весна
4026,847.91,440,3,7,B2B,Физическое лицо,Электроника,Мобильные устройства,Казань,Нижний Новгород,Розничный,2023-04-02 14:02:00,2023-04-02 17:02:00,1.1900000000000002,Весна,Весна
783,14.19,10,3,4,B2C,Юридическое лицо,Электроника,Мобильные устройства,Сочи,Екатеринбург,Розничный,2023-04-02 15:49:00,2023-04-02 18:49:00,0.68,Весна,Весна
1230,1760.56,901,56,8,B2C,Физическое лицо,Одежда,Женская,Новосибирск,Калининград,Розничный,2023-04-02 16:26:00,2023-04-05 00:26:00,2.4,Весна,Весна
3489,684.46,769,58,9,B2B,Физическое лицо,Электроника,Аксессуары,Казань,Владивосток,Оптовый,2023-04-02 16:46:00,2023-04-05 02:46:00,0.27,Весна,Весна
255,112.17,215,19,10,B2C,Физическое лицо,Одежда,Мужская,Новосибирск,Екатеринбург,Розничный,2023-04-02 17:31:00,2023-04-03 12:31:00,7.0,Весна,Весна
2293,392.14,504,2,6,B2C,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Москва,Розничный,2023-04-02 18:15:00,2023-04-02 20:15:00,5.88,Весна,Весна
3536,697.89,757,60,5,B2C,Юридическое лицо,Одежда,Женская,Сочи,Москва,Розничный,2023-04-02 20:08:00,2023-04-05 08:08:00,1.65,Весна,Весна
3315,635.82,561,67,6,B2C,Физическое лицо,Одежда,Мужская,Сочи,Новосибирск,Розничный,2023-04-02 21:18:00,2023-04-05 16:18:00,4.199999999999999,Весна,Весна
4065,860.33,543,6,2,B2C,Юридическое лицо,Одежда,Женская,Москва,Нижний Новгород,Розничный,2023-04-03 01:12:00,2023-04-03 07:12:00,0.6,Весна,Весна
3696,743.92,429,29,7,B2B,Физическое лицо,Электроника,Компьютеры,Москва,Калининград,Розничный,2023-04-03 01:33:00,2023-04-04 06:33:00,35.0,Весна,Весна
3008,555.93,469,31,5,B2C,Физическое лицо,Одежда,Женская,Сочи,Москва,Розничный,2023-04-03 01:36:00,2023-04-04 08:36:00,1.5,Весна,Весна
3747,76.57,45,70,4,B2C,Физическое лицо,Электроника,Мобильные устройства,Москва,Новосибирск,Розничный,2023-04-03 03:18:00,2023-04-06 01:18:00,2.0,Весна,Весна
3217,608.87,591,34,8,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Владивосток,Розничный,2023-04-03 05:30:00,2023-04-04 15:30:00,0.104,Весна,Весна
3395,654.23,505,30,4,B2C,Физическое лицо,Электроника,Компьютеры,Новосибирск,Калининград,Розничный,2023-04-03 05:36:00,2023-04-04 11:36:00,40.0,Весна,Весна
2874,523.52,422,26,3,VIP,Физическое лицо,Бытовая техника,Малая техника,Москва,Новосибирск,Розничный,2023-04-03 06:07:00,2023-04-04 08:07:00,9.15,Весна,Весна
742,1374.44,819,70,2,B2C,Физическое лицо,Электроника,Компьютеры,Москва,Москва,Розничный,2023-04-03 14:29:00,2023-04-06 12:29:00,4.4,Весна,Весна
1691,262.13,467,22,1,B2C,Физическое лицо,Электроника,Мобильные устройства,Казань,Владивосток,Оптовый,2023-04-03 17:39:00,2023-04-04 15:39:00,0.17,Весна,Весна
1322,1853.59,978,57,7,B2C,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Нижний Новгород,Розничный,2023-04-03 18:00:00,2023-04-06 03:00:00,1.26,Весна,Весна
791,140.15,231,60,3,B2C,Юридическое лицо,Одежда,Мужская,Москва,Екатеринбург,Розничный,2023-04-03 19:03:00,2023-04-06 07:03:00,1.5,Весна,Весна
3435,667.96,364,50,8,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Краснодар,Розничный,2023-04-03 21:07:00,2023-04-05 23:07:00,2.0,Весна,Весна
3460,676.9,917,47,2,B2C,Юридическое лицо,Одежда,Унисекс,Сочи,Новосибирск,Розничный,2023-04-03 22:55:00,2023-04-05 21:55:00,0.8,Весна,Весна
1732,27.23,32,8,9,B2C,Юридическое лицо,Одежда,Мужская,Сочи,Сочи,Розничный,2023-04-03 23:16:00,2023-04-04 07:16:00,6.3,Весна,Весна
1136,1664.87,916,17,10,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Москва,Розничный,2023-04-04 02:03:00,2023-04-04 19:03:00,3.0,Весна,Весна
1452,21.85,20,11,2,B2B,Юридическое лицо,Одежда,Унисекс,Сочи,Калининград,Розничный,2023-04-04 05:19:00,2023-04-04 16:19:00,0.8,Весна,Весна
469,1232.34,770,20,6,B2B,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Новосибирск,Розничный,2023-04-04 09:20:00,2023-04-05 05:20:00,1.08,Весна,Весна
382,118.83,94,57,2,VIP,Физическое лицо,Бытовая техника,Крупная техника,Казань,Москва,Розничный,2023-04-04 13:00:00,2023-04-06 22:00:00,120.0,Весна,Весна
2541,446.48,822,52,10,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Сочи,Розничный,2023-04-04 13:51:00,2023-04-06 17:51:00,90.0,Весна,Весна
3753,761.85,582,24,9,B2C,Физическое лицо,Электроника,Мобильные устройства,Казань,Новосибирск,Розничный,2023-04-04 18:15:00,2023-04-05 18:15:00,1.53,Весна,Весна
19,1006.46,687,34,5,B2C,Физическое лицо,Электроника,Аксессуары,Казань,Новосибирск,Оптовый,2023-04-04 18:32:00,2023-04-06 04:32:00,1.25,Весна,Весна
1903,311.68,354,25,9,B2C,Юридическое лицо,Одежда,Женская,Казань,Казань,Оптовый,2023-04-04 20:55:00,2023-04-05 21:55:00,5.4,Весна,Весна
3389,653.18,423,34,6,B2C,Юридическое лицо,Бытовая техника,Малая техника,Казань,Новосибирск,Оптовый,2023-04-04 23:55:00,2023-04-06 09:55:00,18.3,Весна,Весна
819,1422.98,774,55,4,B2C,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Краснодар,Розничный,2023-04-05 03:57:00,2023-04-07 10:57:00,0.72,Весна,Весна
4117,879.98,674,65,4,B2C,Физическое лицо,Одежда,Унисекс,Нижний Новгород,Москва,Розничный,2023-04-05 05:54:00,2023-04-07 22:54:00,0.72,Весна,Весна
329,115.75,73,43,5,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Казань,Розничный,2023-04-05 06:03:00,2023-04-07 01:03:00,4.9,Весна,Весна
3998,838.19,922,25,10,B2B,Физическое лицо,Электроника,Мобильные устройства,Казань,Сочи,Оптовый,2023-04-05 08:40:00,2023-04-06 09:40:00,5.0,Весна,Весна
1511,221.71,160,26,4,B2C,Физическое лицо,Электроника,Аксессуары,Сочи,Новосибирск,Розничный,2023-04-05 10:58:00,2023-04-06 12:58:00,0.052,Весна,Весна
2213,377.02,307,10,8,B2C,Физическое лицо,Одежда,Унисекс,Сочи,Новосибирск,Розничный,2023-04-05 13:50:00,2023-04-05 23:50:00,4.8,Весна,Весна
35,1010.86,758,57,2,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Владивосток,Оптовый,2023-04-05 17:10:00,2023-04-08 02:10:00,18.0,Весна,Весна
738,137.94,142,32,3,B2C,Физическое лицо,Электроника,Аксессуары,Нижний Новгород,Сочи,Розничный,2023-04-05 18:15:00,2023-04-07 02:15:00,0.75,Весна,Весна
2726,489.98,376,62,2,B2B,Физическое лицо,Электроника,Компьютеры,Казань,Екатеринбург,Оптовый,2023-04-06 01:10:00,2023-04-08 15:10:00,20.0,Весна,Весна
4226,914.83,729,4,3,B2C,Юридическое лицо,Одежда,Женская,Москва,Владивосток,Розничный,2023-04-06 02:57:00,2023-04-06 06:57:00,0.8999999999999999,Весна,Весна
346,1161.2,660,16,10,B2B,Физическое лицо,Электроника,Компьютеры,Казань,Владивосток,Розничный,2023-04-06 03:18:00,2023-04-06 19:18:00,100.0,Весна,Весна
936,1500.1,953,5,3,B2C,Физическое лицо,Одежда,Мужская,Казань,Нижний Новгород,Оптовый,2023-04-06 04:33:00,2023-04-06 09:33:00,1.5,Весна,Весна
3159,596.01,520,36,5,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Владивосток,Оптовый,2023-04-06 05:01:00,2023-04-07 17:01:00,17.5,Весна,Весна
2096,351.37,197,35,9,B2B,Физическое лицо,Электроника,Компьютеры,Казань,Калининград,Оптовый,2023-04-06 05:30:00,2023-04-07 16:30:00,19.8,Весна,Весна
2411,417.4,776,19,3,B2C,Физическое лицо,Одежда,Мужская,Сочи,Нижний Новгород,Розничный,2023-04-06 10:58:00,2023-04-07 05:58:00,1.5,Весна,Весна
1481,215.85,361,18,4,B2C,Физическое лицо,Одежда,Мужская,Новосибирск,Санкт-Петербург,Розничный,2023-04-06 12:43:00,2023-04-07 06:43:00,1.2,Весна,Весна
3562,702.56,366,33,9,B2C,Физическое лицо,Одежда,Женская,Казань,Нижний Новгород,Розничный,2023-04-06 12:58:00,2023-04-07 21:58:00,5.4,Весна,Весна
4272,932.9,860,10,2,B2C,Физическое лицо,Электроника,Компьютеры,Сочи,Екатеринбург,Розничный,2023-04-06 15:18:00,2023-04-07 01:18:00,20.0,Весна,Весна
3714,749.38,375,48,7,B2B,Физическое лицо,Бытовая техника,Малая техника,Сочи,Сочи,Розничный,2023-04-06 18:10:00,2023-04-08 18:10:00,6.859999999999999,Весна,Весна
16,1004.2,968,63,7,B2C,Физическое лицо,Одежда,Мужская,Сочи,Екатеринбург,Розничный,2023-04-06 21:32:00,2023-04-09 12:32:00,4.9,Весна,Весна
2340,402.23,322,28,3,B2B,Физическое лицо,Электроника,Компьютеры,Сочи,Нижний Новгород,Розничный,2023-04-06 23:15:00,2023-04-08 03:15:00,6.6000000000000005,Весна,Весна
2426,419.13,466,64,9,B2C,Физическое лицо,Электроника,Компьютеры,Москва,Сочи,Розничный,2023-04-07 01:55:00,2023-04-09 17:55:00,45.0,Весна,Весна
1399,198.67,167,23,6,VIP,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Владивосток,Розничный,2023-04-07 07:16:00,2023-04-08 06:16:00,18.3,Весна,Весна
1421,204.34,106,6,7,VIP,Физическое лицо,Одежда,Женская,Санкт-Петербург,Владивосток,Розничный,2023-04-07 10:05:00,2023-04-07 16:05:00,2.31,Весна,Весна
2088,350.02,555,4,6,B2C,Физическое лицо,Электроника,Аксессуары,Нижний Новгород,Санкт-Петербург,Розничный,2023-04-07 21:56:00,2023-04-08 01:56:00,1.5,Весна,Весна
1983,328.02,313,33,7,B2C,Физическое лицо,Электроника,Аксессуары,Москва,Калининград,Розничный,2023-04-07 23:06:00,2023-04-09 08:06:00,1.75,Весна,Весна
4142,887.29,557,19,8,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Нижний Новгород,Оптовый,2023-04-08 03:58:00,2023-04-08 22:58:00,24.4,Весна,Весна
4234,918.74,478,36,9,B2B,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Владивосток,Розничный,2023-04-08 08:01:00,2023-04-09 20:01:00,4.5,Весна,Весна
2330,400.02,596,60,6,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Новосибирск,Розничный,2023-04-08 11:25:00,2023-04-10 23:25:00,18.3,Весна,Весна
3525,694.58,777,49,4,B2B,Физическое лицо,Электроника,Аксессуары,Сочи,Владивосток,Розничный,2023-04-08 13:16:00,2023-04-10 14:16:00,1.0,Весна,Весна
379,118.36,96,56,5,VIP,Физическое лицо,Одежда,Женская,Новосибирск,Казань,Розничный,2023-04-08 14:22:00,2023-04-10 22:22:00,1.5,Весна,Весна
23,1008.8,835,6,2,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Казань,Оптовый,2023-04-08 17:24:00,2023-04-08 23:24:00,18.0,Весна,Весна
1467,213.72,159,22,9,B2C,Юридическое лицо,Электроника,Аксессуары,Санкт-Петербург,Сочи,Розничный,2023-04-08 20:04:00,2023-04-09 18:04:00,2.25,Весна,Весна
2464,428.03,269,40,5,B2C,Юридическое лицо,Электроника,Компьютеры,Москва,Калининград,Розничный,2023-04-08 20:45:00,2023-04-10 12:45:00,11.0,Весна,Весна
808,1411.28,867,27,4,B2C,Физическое лицо,Одежда,Мужская,Сочи,Екатеринбург,Розничный,2023-04-08 22:42:00,2023-04-10 01:42:00,2.8,Весна,Весна
3496,687.11,748,31,7,B2C,Юридическое лицо,Одежда,Женская,Новосибирск,Екатеринбург,Розничный,2023-04-09 00:56:00,2023-04-10 07:56:00,2.1,Весна,Весна
2512,441.2,726,69,8,VIP,Физическое лицо,Бытовая техника,Малая техника,Москва,Казань,Розничный,2023-04-09 02:11:00,2023-04-11 23:11:00,72.0,Весна,Весна
3353,644.31,708,11,1,B2C,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Владивосток,Розничный,2023-04-09 04:02:00,2023-04-09 15:02:00,0.4,Весна,Весна
2789,503.85,563,36,4,B2C,Юридическое лицо,Электроника,Аксессуары,Санкт-Петербург,Санкт-Петербург,Розничный,2023-04-09 07:18:00,2023-04-10 19:18:00,0.12,Весна,Весна
4129,881.62,783,4,5,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Новосибирск,Розничный,2023-04-09 09:33:00,2023-04-09 13:33:00,45.0,Весна,Весна
2572,455.3,340,17,2,B2C,Физическое лицо,Бытовая техника,Малая техника,Новосибирск,Москва,Розничный,2023-04-09 10:22:00,2023-04-10 03:22:00,18.0,Весна,Весна
1718,267.02,160,7,3,B2B,Физическое лицо,Одежда,Унисекс,Казань,Нижний Новгород,Оптовый,2023-04-09 14:28:00,2023-04-09 21:28:00,1.7999999999999998,Весна,Весна
1288,1805.57,986,45,1,B2C,Физическое лицо,Электроника,Компьютеры,Новосибирск,Краснодар,Розничный,2023-04-09 16:54:00,2023-04-11 13:54:00,2.2,Весна,Весна
3789,772.63,600,43,2,B2C,Юридическое лицо,Электроника,Мобильные устройства,Казань,Новосибирск,Розничный,2023-04-09 18:35:00,2023-04-11 13:35:00,0.34,Весна,Весна
4445,994.74,773,15,6,B2C,Физическое лицо,Одежда,Женская,Казань,Казань,Оптовый,2023-04-09 20:32:00,2023-04-10 11:32:00,1.98,Весна,Весна
2922,534.37,555,66,10,B2C,Физическое лицо,Одежда,Женская,Сочи,Калининград,Розничный,2023-04-09 21:46:00,2023-04-12 15:46:00,3.0,Весна,Весна
4231,915.49,925,46,9,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Новосибирск,Розничный,2023-04-10 03:53:00,2023-04-12 01:53:00,5.4,Весна,Весна
388,1185.26,677,17,2,B2C,Юридическое лицо,Одежда,Женская,Казань,Владивосток,Оптовый,2023-04-10 05:41:00,2023-04-10 22:41:00,1.2,Весна,Весна
1181,171.19,139,38,4,B2C,Физическое лицо,Электроника,Мобильные устройства,Сочи,Краснодар,Розничный,2023-04-10 06:29:00,2023-04-11 20:29:00,0.68,Весна,Весна
2625,467.14,811,13,9,B2C,Физическое лицо,Одежда,Унисекс,Нижний Новгород,Сочи,Розничный,2023-04-10 09:15:00,2023-04-10 22:15:00,5.4,Весна,Весна
654,1325.34,671,16,2,B2B,Физическое лицо,Бытовая техника,Крупная техника,Сочи,Сочи,Розничный,2023-04-10 09:17:00,2023-04-11 01:17:00,120.0,Весна,Весна
4123,88.44,49,37,4,B2C,Физическое лицо,Одежда,Мужская,Москва,Сочи,Розничный,2023-04-10 13:55:00,2023-04-12 02:55:00,2.8,Весна,Весна
1372,193.11,361,65,3,B2B,Физическое лицо,Электроника,Мобильные устройства,Сочи,Сочи,Розничный,2023-04-10 14:31:00,2023-04-13 07:31:00,0.51,Весна,Весна
2304,394.26,298,13,7,B2B,Физическое лицо,Одежда,Женская,Новосибирск,Новосибирск,Розничный,2023-04-10 15:19:00,2023-04-11 04:19:00,2.31,Весна,Весна
1447,209.82,289,8,3,B2B,Физическое лицо,Электроника,Мобильные устройства,Сочи,Москва,Розничный,2023-04-10 15:25:00,2023-04-10 23:25:00,1.5,Весна,Весна
2590,459.31,274,45,5,B2C,Физическое лицо,Электроника,Аксессуары,Сочи,Казань,Розничный,2023-04-10 18:35:00,2023-04-12 15:35:00,1.25,Весна,Весна
1569,236.31,416,42,10,B2B,Физическое лицо,Электроника,Компьютеры,Казань,Сочи,Розничный,2023-04-11 06:11:00,2023-04-13 00:11:00,100.0,Весна,Весна
3143,59.18,93,13,5,B2C,Физическое лицо,Электроника,Компьютеры,Сочи,Нижний Новгород,Розничный,2023-04-11 09:23:00,2023-04-11 22:23:00,50.0,Весна,Весна
4256,927.57,580,46,5,B2C,Физическое лицо,Электроника,Мобильные устройства,Москва,Краснодар,Розничный,2023-04-11 12:38:00,2023-04-13 10:38:00,2.5,Весна,Весна
3406,658.16,650,16,6,VIP,Физическое лицо,Электроника,Мобильные устройства,Сочи,Казань,Розничный,2023-04-11 14:24:00,2023-04-12 06:24:00,3.0,Весна,Весна
2565,453.82,628,71,10,VIP,Физическое лицо,Электроника,Аксессуары,Новосибирск,Сочи,Розничный,2023-04-11 15:39:00,2023-04-14 14:39:00,2.5,Весна,Весна
3504,69.3,85,65,7,B2C,Физическое лицо,Электроника,Компьютеры,Нижний Новгород,Санкт-Петербург,Розничный,2023-04-11 16:02:00,2023-04-14 09:02:00,35.0,Весна,Весна
3916,809.96,885,10,2,B2B,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Владивосток,Розничный,2023-04-11 19:57:00,2023-04-12 05:57:00,18.0,Весна,Весна
3843,788.03,416,64,5,B2C,Физическое лицо,Одежда,Мужская,Новосибирск,Москва,Розничный,2023-04-11 20:49:00,2023-04-14 12:49:00,1.5,Весна,Весна
2939,539.51,588,14,5,B2B,Юридическое лицо,Электроника,Аксессуары,Санкт-Петербург,Калининград,Розничный,2023-04-11 22:29:00,2023-04-12 12:29:00,1.25,Весна,Весна
2244,383.01,599,63,1,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Сочи,Новосибирск,Розничный,2023-04-12 02:20:00,2023-04-14 17:20:00,70.0,Весна,Весна
2859,519.26,356,19,8,B2C,Физическое лицо,Одежда,Женская,Сочи,Москва,Розничный,2023-04-12 02:48:00,2023-04-12 21:48:00,2.4,Весна,Весна
3133,587.64,709,14,1,B2C,Физическое лицо,Одежда,Мужская,Нижний Новгород,Краснодар,Розничный,2023-04-12 04:41:00,2023-04-12 18:41:00,0.3,Весна,Весна
3531,696.28,496,68,9,B2C,Физическое лицо,Одежда,Мужская,Москва,Сочи,Розничный,2023-04-12 05:38:00,2023-04-15 01:38:00,6.3,Весна,Весна
58,1022.54,688,69,1,VIP,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Казань,Розничный,2023-04-12 07:18:00,2023-04-15 04:18:00,10.0,Весна,Весна
853,1442.58,763,7,5,B2C,Физическое лицо,Одежда,Женская,Сочи,Краснодар,Розничный,2023-04-12 10:48:00,2023-04-12 17:48:00,3.0,Весна,Весна
2793,504.39,258,59,3,B2B,Физическое лицо,Электроника,Аксессуары,Москва,Екатеринбург,Розничный,2023-04-12 11:53:00,2023-04-14 22:53:00,0.75,Весна,Весна
