sale_id,store_id,customer_id,product_id,sale_date,quantity,total_amount,channel
2026,8,3134,218,2023-09-16 21:05:00,2,31556,Онлайн
2027,2,3760,386,2023-11-25 13:44:00,7,132097,Оффлайн
2028,4,1710,378,2023-10-18 14:05:00,10,67760,Оффлайн
2029,3,3840,691,2023-08-20 21:01:00,7,15015,Онлайн
2030,1,321,416,2023-04-22 10:14:00,10,76910,Онлайн
2031,2,3332,709,2023-01-17 03:24:00,2,16022,Онлайн
2032,7,2503,762,2023-06-29 18:01:00,2,186870,Оффлайн
2033,2,269,185,2023-05-07 18:38:00,5,473035,Онлайн
2034,5,1422,107,2023-02-11 06:14:00,4,155456,Оффлайн
2035,7,2257,365,2023-05-20 06:30:00,7,213906,Оффлайн
2036,1,3442,129,2023-12-03 06:43:00,5,89720,Онлайн
2037,7,4385,754,2023-05-25 01:52:00,10,565110,Оффлайн
2038,10,964,192,2023-02-15 23:03:00,2,89520,Оффлайн
2039,4,2692,578,2023-09-10 19:13:00,1,6219,Онлайн
2040,1,3693,441,2023-05-09 17:05:00,2,33834,Оффлайн
2041,3,4508,73,2023-01-06 09:37:00,10,795140,Онлайн
2042,9,1532,493,2023-01-13 01:54:00,5,28180,Онлайн
2043,3,1954,162,2023-01-20 04:33:00,9,773226,Оффлайн
2044,2,2776,502,2023-08-02 03:25:00,9,74862,Онлайн
2045,8,3414,64,2023-02-07 19:38:00,1,44522,Онлайн
2046,7,4895,655,2023-05-30 04:07:00,4,17140,Оффлайн
2047,7,4126,512,2023-09-14 23:59:00,6,32574,Оффлайн
2048,3,598,108,2023-10-11 08:56:00,3,57915,Онлайн
2049,2,3359,497,2023-04-18 10:12:00,2,19112,Оффлайн
2050,2,1585,529,2023-02-01 22:30:00,10,26690,Онлайн
2051,5,4909,524,2023-09-06 18:06:00,4,18964,Оффлайн
2052,1,545,748,2023-01-31 02:20:00,8,417152,Онлайн
2053,1,3212,61,2023-12-26 02:50:00,8,535880,Онлайн
2054,9,3838,689,2023-04-15 04:50:00,2,11212,Оффлайн
2055,8,232,721,2023-01-09 04:19:00,8,516056,Онлайн
2056,2,2221,556,2023-03-24 16:35:00,2,13520,Оффлайн
2057,4,2923,436,2023-02-17 03:08:00,9,188829,Оффлайн
2058,2,1416,587,2023-11-20 09:20:00,3,10074,Оффлайн
2059,2,760,488,2023-12-23 02:49:00,10,61580,Онлайн
2060,1,1481,607,2023-08-12 15:54:00,9,57519,Оффлайн
2061,8,1964,203,2023-09-09 12:18:00,7,678657,Онлайн
2062,10,3674,409,2023-11-06 02:15:00,9,108756,Онлайн
2063,1,2039,759,2023-01-20 20:31:00,5,312195,Онлайн
2064,2,36,721,2023-12-03 12:07:00,10,645070,Оффлайн
2065,1,339,250,2023-03-28 07:41:00,3,134910,Онлайн
2066,4,1529,131,2023-06-28 09:56:00,1,24322,Онлайн
2067,4,880,222,2023-12-30 07:05:00,6,266010,Онлайн
2068,1,150,727,2023-06-19 01:26:00,10,767580,Оффлайн
2069,10,4560,467,2023-12-05 05:24:00,2,50188,Оффлайн
2070,5,3321,333,2023-10-08 08:52:00,6,228486,Оффлайн
2071,4,338,111,2023-03-27 10:11:00,8,154296,Оффлайн
2072,8,1576,612,2023-02-08 00:08:00,6,46080,Оффлайн
2073,3,575,634,2023-09-07 23:51:00,2,5630,Оффлайн
2074,2,1692,596,2023-10-26 17:38:00,10,89830,Оффлайн
2075,5,3296,610,2023-09-24 16:58:00,6,56610,Оффлайн
2076,2,491,731,2023-07-19 19:18:00,9,518490,Онлайн
2077,3,2535,406,2023-01-30 00:23:00,2,31992,Оффлайн
2078,8,3365,396,2023-08-10 14:22:00,7,66472,Онлайн
2079,5,3302,115,2023-07-07 11:49:00,9,662616,Оффлайн
2080,10,785,561,2023-03-16 05:28:00,2,12444,Оффлайн
2081,10,2113,62,2023-03-21 12:25:00,3,92190,Оффлайн
2082,9,2308,544,2023-07-27 11:01:00,5,14980,Оффлайн
2083,4,4552,598,2023-01-05 15:01:00,1,4622,Онлайн
2084,3,4714,610,2023-05-31 20:58:00,5,47175,Онлайн
2085,2,4233,129,2023-04-24 00:52:00,7,125608,Оффлайн
2086,7,1890,706,2023-04-03 08:02:00,9,30474,Оффлайн
2087,10,3616,306,2023-02-22 00:00:00,7,165186,Оффлайн
2088,2,148,594,2023-10-05 19:03:00,5,46180,Онлайн
2089,1,3709,779,2023-09-06 04:34:00,3,171612,Онлайн
2090,9,927,238,2023-08-30 13:10:00,4,227592,Онлайн
2091,7,879,632,2023-03-04 11:55:00,3,17526,Онлайн
2092,1,3182,749,2023-04-28 04:35:00,3,285714,Онлайн
2093,5,1650,732,2023-03-31 17:09:00,5,281845,Онлайн
2094,6,2097,480,2023-10-02 08:30:00,6,100554,Онлайн
2095,9,186,311,2023-09-27 06:22:00,10,180500,Оффлайн
2096,4,1236,424,2023-01-17 00:17:00,2,66822,Онлайн
2097,9,1567,315,2023-10-11 08:28:00,10,97720,Онлайн
2098,8,3004,528,2023-04-27 11:56:00,2,11704,Онлайн
2099,8,3723,90,2023-05-07 11:42:00,1,79163,Оффлайн
2100,10,715,530,2023-04-10 10:49:00,8,19816,Онлайн
2101,4,1240,189,2023-03-26 20:33:00,10,700680,Онлайн
2102,3,1315,526,2023-01-04 13:18:00,2,10366,Оффлайн
2103,6,4344,681,2023-09-08 17:02:00,10,18590,Оффлайн
2104,7,1036,508,2023-09-26 07:01:00,3,7458,Онлайн
2105,4,3738,414,2023-02-07 00:57:00,5,104575,Онлайн
2106,1,4317,734,2023-11-15 09:58:00,6,353340,Онлайн
2107,10,2207,21,2023-06-04 02:39:00,6,232710,Онлайн
2108,10,1613,554,2023-09-19 03:59:00,5,36000,Оффлайн
2109,2,4340,226,2023-08-29 17:26:00,8,90136,Оффлайн
2110,2,4357,720,2023-11-18 04:35:00,1,89982,Онлайн
2111,5,936,116,2023-02-13 20:32:00,9,342720,Онлайн
2112,5,1568,3,2023-01-12 12:14:00,6,287580,Оффлайн
2113,7,2253,40,2023-10-14 20:45:00,1,86484,Онлайн
2114,4,2447,188,2023-08-26 17:37:00,2,39016,Онлайн
2115,8,1687,307,2023-02-19 07:52:00,10,387800,Оффлайн
2116,9,3720,600,2023-05-09 07:52:00,7,26152,Онлайн
2117,3,431,90,2023-06-13 10:35:00,6,474978,Оффлайн
2118,8,54,467,2023-09-10 11:37:00,10,250940,Оффлайн
2119,5,3723,778,2023-12-24 00:34:00,5,307175,Онлайн
2120,1,519,344,2023-10-22 23:00:00,7,70539,Оффлайн
2121,1,1655,488,2023-10-18 20:03:00,5,30790,Оффлайн
2122,4,2662,579,2023-03-20 16:38:00,9,78102,Оффлайн
2123,9,4880,218,2023-01-08 12:04:00,1,15778,Оффлайн
2124,7,3787,545,2023-06-19 13:29:00,4,7356,Онлайн
2125,4,3592,187,2023-08-20 08:23:00,8,411528,Онлайн
2126,9,3997,11,2023-02-12 12:20:00,3,169698,Оффлайн
2127,2,4789,253,2023-08-01 02:59:00,4,143388,Оффлайн
2128,4,3503,455,2023-12-06 17:04:00,5,30650,Онлайн
2129,10,1023,622,2023-03-13 11:14:00,1,9615,Оффлайн
2130,4,2410,379,2023-04-10 15:46:00,7,73507,Онлайн
2131,5,3974,678,2023-11-24 19:54:00,7,51667,Оффлайн
2132,3,4276,182,2023-05-18 09:29:00,8,358512,Онлайн
2133,9,586,771,2023-06-15 00:34:00,5,442145,Онлайн
2134,9,1164,515,2023-05-04 23:09:00,5,40965,Онлайн
2135,5,2735,105,2023-04-19 09:32:00,1,82603,Онлайн
2136,4,4001,190,2023-05-21 02:29:00,3,58806,Оффлайн
2137,6,4665,236,2023-02-26 23:21:00,6,302424,Онлайн
2138,5,2952,718,2023-07-23 19:06:00,6,485388,Оффлайн
2139,9,4657,744,2023-06-11 14:18:00,10,564890,Онлайн
2140,5,725,409,2023-07-16 05:53:00,8,96672,Оффлайн
2141,9,1667,225,2023-01-08 05:17:00,3,250557,Оффлайн
2142,3,2778,141,2023-08-20 01:15:00,4,328528,Онлайн
2143,8,3439,366,2023-12-03 04:39:00,6,116718,Оффлайн
2144,4,359,148,2023-07-03 05:59:00,4,292368,Онлайн
2145,1,1364,518,2023-06-14 20:34:00,3,6102,Оффлайн
2146,10,4421,690,2023-04-26 01:17:00,1,3740,Онлайн
2147,10,1479,553,2023-11-06 13:25:00,3,27600,Онлайн
2148,1,1207,201,2023-08-15 05:06:00,8,634632,Оффлайн
2149,7,4224,22,2023-03-22 19:08:00,3,51993,Онлайн
2150,7,4190,213,2023-06-04 02:26:00,8,609952,Онлайн
2151,8,4821,172,2023-03-03 11:43:00,4,251692,Онлайн
2152,7,2659,638,2023-07-27 12:38:00,4,8352,Оффлайн
2153,1,3681,84,2023-01-03 12:14:00,3,239466,Оффлайн
2154,8,4592,775,2023-01-17 06:07:00,4,272684,Онлайн
2155,8,1930,280,2023-09-14 01:19:00,9,161208,Оффлайн
2156,6,1647,689,2023-01-04 05:09:00,1,5606,Оффлайн
2157,7,2002,676,2023-02-18 21:37:00,1,9416,Онлайн
2158,3,1373,222,2023-10-23 07:41:00,4,177340,Онлайн
2159,1,4413,541,2023-07-11 19:14:00,8,54240,Оффлайн
2160,10,2822,142,2023-02-13 19:03:00,1,22833,Онлайн
2161,9,1660,309,2023-11-27 00:11:00,10,203920,Оффлайн
2162,7,352,172,2023-08-09 03:24:00,3,188769,Онлайн
2163,3,1508,209,2023-06-24 12:45:00,5,228485,Оффлайн
2164,3,1775,207,2023-02-02 16:47:00,6,144174,Оффлайн
2165,8,612,263,2023-11-04 09:00:00,8,186336,Онлайн
2166,5,2246,356,2023-04-27 00:18:00,6,213204,Онлайн
2167,1,1166,684,2023-03-11 23:14:00,2,4606,Оффлайн
2168,7,3227,464,2023-11-30 20:29:00,8,213424,Онлайн
2169,2,1055,141,2023-05-26 10:24:00,5,410660,Оффлайн
2170,3,2738,92,2023-05-28 07:28:00,1,80686,Онлайн
2171,7,965,268,2023-11-11 09:48:00,6,100212,Онлайн
2172,9,3804,345,2023-12-13 19:44:00,2,40734,Онлайн
2173,3,1153,210,2023-12-10 14:31:00,7,328510,Оффлайн
2174,7,3209,179,2023-12-31 13:21:00,1,36772,Оффлайн
2175,6,1367,402,2023-04-01 21:30:00,7,252245,Онлайн
2176,9,2134,513,2023-03-06 00:50:00,10,43470,Онлайн
2177,2,2894,647,2023-10-11 02:52:00,6,13518,Оффлайн
2178,9,3505,66,2023-10-08 01:26:00,2,47894,Онлайн
2179,4,1920,224,2023-03-21 04:15:00,2,164618,Онлайн
2180,1,2670,643,2023-07-20 15:40:00,9,28314,Оффлайн
2181,4,4923,420,2023-01-13 12:40:00,8,305264,Оффлайн
2182,7,4359,464,2023-04-15 10:15:00,3,80034,Онлайн
2183,6,331,413,2023-04-12 21:31:00,2,19960,Оффлайн
2184,2,3605,64,2023-10-27 04:04:00,3,133566,Оффлайн
2185,4,2465,369,2023-11-22 16:46:00,5,114435,Оффлайн
2186,4,1033,736,2023-08-01 07:58:00,8,594512,Онлайн
2187,2,2739,581,2023-02-12 09:54:00,3,5916,Оффлайн
2188,5,3012,699,2023-04-09 00:02:00,1,4789,Онлайн
2189,6,4463,234,2023-08-21 10:49:00,4,106816,Онлайн
2190,5,1471,270,2023-05-05 22:44:00,2,15014,Онлайн
2191,4,3879,507,2023-03-15 08:27:00,6,39018,Оффлайн
2192,8,1840,266,2023-07-14 19:13:00,3,80106,Оффлайн
2193,10,2048,584,2023-10-02 22:16:00,2,3448,Оффлайн
2194,5,3566,320,2023-12-04 17:12:00,8,167912,Оффлайн
2195,4,2468,487,2023-06-25 18:04:00,6,19080,Онлайн
2196,9,1812,42,2023-09-26 04:02:00,2,77492,Онлайн
2197,4,2211,745,2023-05-21 21:55:00,1,82069,Оффлайн
2198,1,2426,458,2023-06-30 05:44:00,7,136654,Оффлайн
2199,1,2049,701,2023-05-30 05:27:00,8,77768,Онлайн
2200,9,1102,502,2023-07-08 02:51:00,3,24954,Оффлайн
2201,5,3748,543,2023-04-04 08:20:00,6,11538,Онлайн
2202,10,2766,323,2023-05-08 15:53:00,6,71910,Оффлайн
2203,3,3595,29,2023-06-10 12:39:00,8,409960,Оффлайн
2204,4,1940,359,2023-05-14 16:28:00,9,292806,Оффлайн
2205,10,1137,620,2023-10-29 13:10:00,3,23238,Оффлайн
2206,4,2264,382,2023-10-23 09:45:00,6,101454,Онлайн
2207,4,3341,325,2023-01-12 09:26:00,3,49578,Оффлайн
2208,3,3733,470,2023-01-03 13:37:00,3,52863,Оффлайн
2209,10,3185,541,2023-06-17 12:34:00,6,40680,Онлайн
2210,3,2593,669,2023-03-15 21:03:00,7,61159,Онлайн
2211,4,3252,358,2023-08-18 13:45:00,8,72640,Онлайн
2212,5,1083,679,2023-11-02 07:47:00,6,38082,Онлайн
2213,2,2508,204,2023-11-11 14:37:00,4,94308,Оффлайн
2214,8,4066,490,2023-12-17 08:55:00,3,26148,Онлайн
2215,7,4642,107,2023-03-09 18:07:00,5,194320,Оффлайн
2216,1,1837,694,2023-12-03 11:57:00,1,7477,Онлайн
2217,8,491,720,2023-03-17 06:18:00,8,719856,Оффлайн
2218,3,3976,646,2023-10-09 22:59:00,1,1974,Оффлайн
2219,9,3062,442,2023-06-26 15:46:00,10,369520,Оффлайн
2220,1,2155,580,2023-03-12 11:07:00,9,31401,Оффлайн
2221,2,1109,676,2023-12-24 20:03:00,8,75328,Онлайн
2222,2,325,207,2023-04-15 07:41:00,10,240290,Онлайн
2223,4,2833,642,2023-02-17 09:28:00,9,77490,Онлайн
2224,10,2309,683,2023-05-05 06:28:00,3,4896,Онлайн
2225,3,3985,318,2023-10-18 22:45:00,5,150820,Оффлайн
2226,7,2611,484,2023-02-02 22:59:00,7,60011,Оффлайн
2227,1,3952,630,2023-07-24 23:28:00,1,2725,Оффлайн
2228,2,2859,163,2023-04-11 13:40:00,4,204416,Онлайн
2229,6,215,740,2023-09-24 13:12:00,1,98645,Онлайн
2230,7,2516,213,2023-02-04 04:56:00,3,228732,Онлайн
2231,6,1968,114,2023-01-26 23:43:00,9,879156,Оффлайн
2232,6,3519,375,2023-09-15 08:08:00,7,249410,Оффлайн
2233,4,786,361,2023-10-06 06:13:00,4,119712,Оффлайн
2234,3,2447,306,2023-08-20 21:36:00,7,165186,Онлайн
2235,1,2927,542,2023-09-18 05:44:00,9,50418,Оффлайн
2236,4,1706,563,2023-09-13 23:47:00,2,17902,Онлайн
2237,5,607,724,2023-07-15 00:54:00,6,575670,Оффлайн
2238,1,4979,184,2023-11-07 09:57:00,7,686273,Онлайн
2239,3,2350,344,2023-01-13 17:23:00,7,70539,Оффлайн
2240,7,3969,303,2023-10-18 22:53:00,1,38500,Онлайн
2241,4,2363,148,2023-04-07 04:16:00,10,730920,Оффлайн
2242,1,197,10,2023-02-17 18:59:00,4,234080,Оффлайн
2243,1,1714,620,2023-01-26 20:56:00,1,7746,Онлайн
2244,6,369,639,2023-02-25 10:18:00,7,18347,Онлайн
2245,7,3718,126,2023-09-01 11:50:00,9,574947,Онлайн
2246,1,1622,490,2023-10-04 01:13:00,9,78444,Онлайн
2247,10,2725,444,2023-05-27 08:40:00,2,43862,Онлайн
2248,10,4757,726,2023-05-25 01:17:00,4,370192,Онлайн
2249,9,4050,17,2023-06-28 12:24:00,9,635301,Оффлайн
2250,6,1098,467,2023-02-08 21:13:00,6,150564,Онлайн
2251,1,2375,424,2023-09-25 20:41:00,2,66822,Оффлайн
2252,7,2347,207,2023-09-21 20:13:00,8,192232,Оффлайн
2253,6,4672,736,2023-08-23 10:22:00,9,668826,Онлайн
2254,7,3954,6,2023-04-11 01:39:00,1,59823,Онлайн
2255,5,2922,648,2023-07-26 16:59:00,6,14514,Оффлайн
2256,6,2621,332,2023-05-25 14:07:00,8,272032,Оффлайн
2257,7,618,435,2023-10-09 08:02:00,2,46558,Онлайн
2258,7,3837,224,2023-03-21 14:50:00,2,164618,Оффлайн
2259,10,458,49,2023-11-07 16:44:00,9,892728,Онлайн
2260,3,2265,405,2023-09-05 22:06:00,7,204225,Онлайн
2261,4,2760,237,2023-02-24 11:33:00,7,404565,Оффлайн
2262,10,2164,72,2023-09-22 13:07:00,2,161394,Оффлайн
2263,9,1939,316,2023-07-17 14:22:00,10,321600,Онлайн
2264,4,623,644,2023-12-06 06:10:00,7,29575,Онлайн
2265,9,4358,402,2023-09-01 01:46:00,6,216210,Онлайн
2266,10,1334,139,2023-06-20 17:13:00,6,256452,Онлайн
2267,8,3818,96,2023-05-11 11:41:00,9,856620,Онлайн
2268,6,3035,486,2023-10-29 11:27:00,6,57252,Оффлайн
2269,2,3409,22,2023-12-28 04:34:00,6,103986,Онлайн
2270,7,2192,737,2023-07-06 07:15:00,10,939400,Онлайн
2271,9,4713,599,2023-05-25 05:24:00,7,68789,Онлайн
2272,5,2954,611,2023-02-18 14:57:00,8,57232,Оффлайн
2273,4,925,293,2023-10-14 01:04:00,6,179082,Оффлайн
2274,6,4275,269,2023-08-06 13:35:00,8,179176,Онлайн
2275,5,806,600,2023-01-03 06:00:00,3,11208,Оффлайн
2276,7,3705,762,2023-04-15 05:57:00,8,747480,Онлайн
2277,6,2988,106,2023-09-03 12:27:00,10,871280,Онлайн
2278,7,1015,744,2023-05-11 10:04:00,6,338934,Онлайн
2279,2,1163,310,2023-03-26 10:08:00,9,228087,Оффлайн
2280,6,3675,391,2023-06-03 13:06:00,4,130508,Онлайн
2281,6,1143,494,2023-10-06 14:52:00,4,13476,Онлайн
2282,1,1275,553,2023-10-02 18:59:00,8,73600,Онлайн
2283,8,1053,26,2023-01-05 20:29:00,4,180372,Онлайн
2284,10,179,345,2023-09-05 15:30:00,8,162936,Онлайн
2285,8,958,373,2023-03-03 16:18:00,3,81084,Оффлайн
2286,7,4219,488,2023-03-07 22:46:00,8,49264,Оффлайн
2287,8,1217,75,2023-04-12 00:49:00,10,740420,Онлайн
2288,10,2493,677,2023-01-05 14:58:00,2,10772,Онлайн
2289,8,4113,49,2023-02-07 01:52:00,3,297576,Оффлайн
2290,9,4906,625,2023-03-14 06:18:00,5,34695,Оффлайн
2291,4,4177,530,2023-04-21 21:03:00,6,14862,Оффлайн
2292,8,3680,733,2023-12-21 21:28:00,8,681824,Онлайн
2293,1,4064,478,2023-11-13 22:57:00,7,170898,Онлайн
2294,8,2037,723,2023-12-14 18:37:00,8,733128,Онлайн
2295,9,1018,249,2023-07-12 11:45:00,10,639640,Оффлайн
2296,6,4591,777,2023-06-29 12:25:00,8,683224,Оффлайн
2297,7,2619,551,2023-06-01 01:38:00,10,86410,Оффлайн
2298,5,2350,523,2023-09-26 07:12:00,5,29170,Оффлайн
2299,5,898,574,2023-01-09 00:39:00,6,52452,Онлайн
2300,7,2765,723,2023-03-24 09:08:00,7,641487,Оффлайн
2301,2,3809,273,2023-04-11 14:39:00,4,134396,Онлайн
2302,3,1444,734,2023-03-07 02:37:00,2,117780,Оффлайн
2303,6,4303,209,2023-05-05 19:45:00,1,45697,Оффлайн
2304,7,1845,489,2023-01-11 11:44:00,5,46715,Оффлайн
2305,1,4317,721,2023-12-10 07:26:00,1,64507,Онлайн
2306,10,2163,497,2023-06-21 15:50:00,10,95560,Онлайн
2307,4,1591,632,2023-02-12 10:02:00,2,11684,Онлайн
2308,8,3592,648,2023-02-05 12:45:00,3,7257,Оффлайн
2309,1,1963,583,2023-01-05 00:32:00,1,4094,Онлайн
2310,8,217,702,2023-07-25 11:35:00,10,41950,Онлайн
2311,1,385,453,2023-12-09 08:54:00,8,289608,Оффлайн
2312,10,1196,95,2023-11-03 14:55:00,9,882351,Онлайн
2313,7,1767,643,2023-04-23 10:18:00,9,28314,Онлайн
2314,7,4771,12,2023-07-03 15:57:00,2,195682,Онлайн
2315,8,4121,270,2023-02-25 09:36:00,7,52549,Оффлайн
2316,4,2802,575,2023-10-19 02:52:00,5,11725,Оффлайн
2317,6,2280,773,2023-05-05 22:32:00,7,500724,Оффлайн
2318,5,3126,451,2023-05-26 21:53:00,4,148076,Онлайн
2319,6,3980,389,2023-01-12 06:05:00,8,238768,Онлайн
2320,3,1852,769,2023-12-03 13:27:00,6,326976,Онлайн
2321,3,895,384,2023-09-23 04:19:00,7,154343,Оффлайн
2322,9,4729,553,2023-05-16 18:57:00,3,27600,Оффлайн
2323,8,3954,97,2023-12-09 04:18:00,1,58944,Онлайн
2324,1,4368,387,2023-01-18 22:56:00,3,104397,Онлайн
2325,1,1218,759,2023-10-07 12:42:00,1,62439,Онлайн
2326,7,659,217,2023-06-05 21:47:00,7,323855,Онлайн
2327,1,772,449,2023-06-13 02:37:00,1,17521,Оффлайн
2328,1,3496,387,2023-05-24 06:52:00,3,104397,Оффлайн
2329,2,2439,651,2023-02-28 12:41:00,4,34224,Онлайн
2330,7,3795,70,2023-11-27 22:46:00,4,120128,Онлайн
2331,5,1800,155,2023-06-13 13:54:00,4,278552,Оффлайн
2332,6,69,562,2023-11-03 22:48:00,4,8404,Онлайн
2333,7,2775,415,2023-02-15 01:03:00,1,24764,Онлайн
2334,8,1483,461,2023-09-27 19:37:00,4,116736,Онлайн
2335,10,4893,280,2023-10-11 14:33:00,2,35824,Онлайн
2336,2,1427,640,2023-06-08 17:02:00,3,18624,Онлайн
2337,4,4445,298,2023-06-21 22:17:00,2,66346,Оффлайн
2338,10,277,559,2023-10-06 19:48:00,3,24732,Онлайн
2339,3,1865,617,2023-11-15 23:14:00,1,8230,Оффлайн
2340,7,718,311,2023-12-28 07:40:00,8,144400,Оффлайн
2341,2,1884,24,2023-08-06 02:15:00,7,99449,Оффлайн
2342,4,3069,604,2023-03-29 17:58:00,1,9818,Онлайн
2343,9,4834,55,2023-03-13 04:43:00,7,300671,Онлайн
2344,5,4061,338,2023-06-28 18:19:00,8,175888,Оффлайн
2345,7,3222,480,2023-08-23 00:55:00,6,100554,Онлайн
2346,4,410,182,2023-02-07 02:02:00,6,268884,Онлайн
2347,10,3643,629,2023-12-12 23:15:00,1,4029,Оффлайн
2348,4,2333,675,2023-09-12 06:38:00,8,62416,Оффлайн
2349,2,1651,54,2023-03-13 03:35:00,10,793520,Онлайн
2350,2,4359,578,2023-06-07 04:42:00,7,43533,Онлайн
2351,1,2777,500,2023-08-31 13:46:00,6,38868,Онлайн
2352,3,4650,449,2023-02-23 12:51:00,8,140168,Оффлайн
2353,9,4138,228,2023-09-03 22:55:00,2,39724,Оффлайн
2354,9,2507,209,2023-09-03 12:55:00,3,137091,Онлайн
2355,10,1623,545,2023-07-29 07:27:00,9,16551,Оффлайн
2356,3,150,381,2023-01-13 02:46:00,7,97251,Онлайн
2357,1,1412,154,2023-08-24 12:11:00,10,447600,Онлайн
2358,6,309,274,2023-04-05 13:27:00,7,269612,Оффлайн
2359,1,1988,245,2023-09-21 22:32:00,1,31299,Онлайн
2360,4,1458,69,2023-08-18 20:25:00,2,179636,Оффлайн
2361,7,284,518,2023-06-16 05:11:00,9,18306,Онлайн
2362,4,3756,112,2023-08-26 09:37:00,10,773910,Онлайн
2363,8,4565,384,2023-06-12 18:34:00,2,44098,Онлайн
2364,10,2083,598,2023-06-15 10:39:00,8,36976,Оффлайн
2365,4,4609,388,2023-08-27 04:27:00,6,158520,Оффлайн
2366,4,4976,346,2023-07-14 09:01:00,9,205263,Онлайн
2367,1,1005,175,2023-10-13 11:47:00,9,791316,Онлайн
2368,1,1593,385,2023-06-12 00:59:00,2,59688,Оффлайн
2369,1,4421,213,2023-03-05 14:06:00,7,533708,Оффлайн
2370,8,4067,504,2023-09-05 17:37:00,4,35524,Онлайн
2371,4,1809,146,2023-03-13 18:55:00,6,190788,Оффлайн
2372,1,2108,205,2023-06-29 02:34:00,9,248409,Оффлайн
2373,8,1165,336,2023-02-11 20:07:00,5,180540,Оффлайн
2374,7,4376,1,2023-01-21 01:55:00,6,114696,Онлайн
2375,1,3104,496,2023-01-03 22:38:00,3,24195,Оффлайн
2376,4,4988,75,2023-05-19 19:45:00,3,222126,Оффлайн
2377,5,2177,11,2023-10-15 15:22:00,8,452528,Онлайн
2378,8,4715,480,2023-11-17 07:41:00,1,16759,Онлайн
2379,2,1226,63,2023-10-29 06:01:00,2,138940,Онлайн
2380,4,3444,331,2023-03-18 10:40:00,1,39808,Онлайн
2381,1,2210,556,2023-11-26 16:25:00,1,6760,Оффлайн
2382,4,594,548,2023-05-21 05:36:00,1,8745,Оффлайн
2383,10,1903,721,2023-12-05 20:38:00,6,387042,Онлайн
2384,1,1380,21,2023-04-03 05:14:00,4,155140,Оффлайн
2385,7,3760,262,2023-11-06 06:52:00,2,19098,Онлайн
2386,6,199,574,2023-07-16 05:56:00,1,8742,Онлайн
2387,9,411,375,2023-09-13 20:12:00,1,35630,Онлайн
2388,3,332,286,2023-05-14 05:57:00,7,267638,Оффлайн
2389,2,416,19,2023-03-13 08:44:00,10,938860,Оффлайн
2390,5,3603,351,2023-07-06 07:30:00,5,150510,Онлайн
2391,3,1796,750,2023-12-24 10:31:00,2,148566,Оффлайн
2392,3,1427,689,2023-06-06 12:42:00,10,56060,Оффлайн
2393,1,3407,449,2023-07-28 21:49:00,8,140168,Оффлайн
2394,4,3674,371,2023-01-26 23:24:00,9,62118,Оффлайн
2395,10,3282,105,2023-04-17 11:41:00,5,413015,Оффлайн
2396,9,4843,122,2023-07-10 07:16:00,6,209742,Онлайн
2397,1,999,132,2023-05-24 12:41:00,7,298137,Оффлайн
2398,7,776,774,2023-07-01 16:12:00,5,298350,Онлайн
2399,5,4189,738,2023-06-01 17:47:00,4,394808,Оффлайн
2400,10,465,449,2023-12-02 17:27:00,3,52563,Оффлайн
2401,5,1320,170,2023-09-11 06:27:00,7,615944,Оффлайн
2402,5,4713,132,2023-09-23 10:15:00,3,127773,Онлайн
2403,10,4830,437,2023-12-06 14:30:00,6,212730,Оффлайн
2404,9,4265,21,2023-01-03 16:57:00,10,387850,Оффлайн
2405,3,731,607,2023-05-05 05:49:00,7,44737,Онлайн
2406,10,4079,597,2023-12-03 20:16:00,5,19345,Онлайн
2407,4,2579,762,2023-08-09 19:44:00,6,560610,Онлайн
2408,8,3166,724,2023-07-02 00:48:00,5,479725,Оффлайн
2409,5,2970,231,2023-01-31 11:46:00,1,86350,Онлайн
2410,6,3756,281,2023-09-30 08:25:00,8,230952,Онлайн
2411,1,2845,350,2023-01-05 01:29:00,4,59536,Оффлайн
2412,5,2562,167,2023-03-30 19:48:00,4,122540,Онлайн
2413,6,4824,168,2023-12-23 14:28:00,4,69820,Оффлайн
2414,1,3722,62,2023-03-14 18:20:00,5,153650,Оффлайн
2415,6,3764,766,2023-12-08 20:43:00,1,65962,Онлайн
2416,2,2166,638,2023-10-15 00:04:00,7,14616,Онлайн
2417,2,3979,24,2023-06-21 17:22:00,2,28414,Оффлайн
2418,5,4255,351,2023-01-20 21:08:00,1,30102,Оффлайн
2419,7,1849,652,2023-06-25 00:42:00,3,11655,Онлайн
2420,6,1827,508,2023-06-09 06:21:00,4,9944,Онлайн
2421,4,2465,110,2023-03-13 14:38:00,5,70585,Онлайн
2422,2,4633,374,2023-04-25 15:39:00,6,94896,Онлайн
2423,6,3167,450,2023-02-10 23:46:00,2,41634,Онлайн
2424,1,4605,42,2023-03-14 07:42:00,6,232476,Онлайн
2425,4,4504,336,2023-05-21 05:25:00,6,216648,Онлайн
2426,8,3243,102,2023-08-24 08:09:00,9,165528,Оффлайн
2427,5,2186,487,2023-12-12 12:57:00,3,9540,Оффлайн
2428,6,2891,559,2023-02-26 22:03:00,9,74196,Оффлайн
2429,5,112,696,2023-09-11 07:33:00,4,25340,Оффлайн
2430,1,2618,329,2023-06-28 09:21:00,2,69828,Оффлайн
2431,9,2251,491,2023-11-20 13:02:00,10,70820,Онлайн
2432,3,3114,352,2023-10-27 07:20:00,2,30028,Онлайн
