cost,distance,delivery_time_hours,quantity,segment,customer_type,category,sub_category,region_x,city_x,region_y,city_y,store_type,total_mass_kg,post_index,season
1495.42,791,28,4,B2C,Физическое лицо,Электроника,Аксессуары,Приволжский,Казань,Южный,Сочи,Оптовый,1.0,196711,Лето
1496.02,895,68,1,B2C,Физическое лицо,Одежда,Унисекс,Приволжский,Казань,Дальневосточный,Владивосток,Оптовый,0.18,106188,Лето
1498.17,903,72,8,B2C,Физическое лицо,Одежда,Мужская,Центральный,Нижний Новгород,Северо-Западный,Санкт-Петербург,Розничный,2.4,893436,Весна
15.21,14,30,2,B2B,Юридическое лицо,Одежда,Женская,Приволжский,Казань,Центральный,Москва,Оптовый,1.2,128375,Осень
15.48,21,60,4,B2C,Физическое лицо,Электроника,Мобильные устройства,Южный,Сочи,Приволжский,Казань,Розничный,0.68,963264,Весна
15.75,10,71,9,B2C,Физическое лицо,Спорттовары,Тренажеры,Приволжский,Казань,Северо-Западный,Санкт-Петербург,Оптовый,657.0,272337,Весна
15.83,9,6,1,B2C,Физическое лицо,Спорттовары,Тренажеры,Сибирский,Новосибирск,Южный,Краснодар,Розничный,73.0,631140,Зима
150.1,103,71,3,B2C,Физическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Центральный,Москва,Оптовый,2.94,224284,Осень
150.76,77,19,4,B2C,Физическое лицо,Одежда,Унисекс,Сибирский,Новосибирск,Приволжский,Казань,Розничный,1.6,652475,Зима
150.99,84,18,7,B2C,Юридическое лицо,Электроника,Компьютеры,Приволжский,Казань,Северо-Западный,Санкт-Петербург,Розничный,15.4,153258,Зима
1502.16,985,32,2,B2C,Физическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Центральный,Москва,Розничный,1.96,208773,Весна
1502.69,936,65,9,B2C,Юридическое лицо,Спорттовары,Тренажеры,Сибирский,Новосибирск,Сибирский,Новосибирск,Розничный,236.7,824607,Осень
1509.1,776,14,1,B2C,Юридическое лицо,Электроника,Компьютеры,Приволжский,Казань,Дальневосточный,Владивосток,Розничный,2.2,863432,Зима
151.38,203,56,9,B2C,Физическое лицо,Электроника,Мобильные устройства,Приволжский,Казань,Приволжский,Казань,Оптовый,4.5,710836,Осень
151.55,237,51,4,B2C,Физическое лицо,Одежда,Мужская,Приволжский,Казань,Северо-Западный,Калининград,Оптовый,1.2,344338,Весна
151.56,95,19,2,B2C,Физическое лицо,Бытовая техника,Малая техника,Южный,Сочи,Южный,Краснодар,Розничный,6.1,119421,Осень
151.58,135,27,4,B2C,Физическое лицо,Электроника,Аксессуары,Приволжский,Казань,Южный,Сочи,Оптовый,0.052,699968,Лето
1510.92,803,16,9,B2C,Физическое лицо,Электроника,Аксессуары,Центральный,Нижний Новгород,Южный,Краснодар,Розничный,2.25,824552,Весна
1511.39,875,53,9,B2C,Физическое лицо,Одежда,Мужская,Центральный,Москва,Центральный,Нижний Новгород,Розничный,4.5,966566,Зима
1512.17,983,46,9,B2C,Физическое лицо,Бытовая техника,Малая техника,Центральный,Москва,Южный,Краснодар,Розничный,31.5,104407,Весна
1513.58,895,54,2,B2C,Физическое лицо,Электроника,Аксессуары,Приволжский,Казань,Дальневосточный,Владивосток,Оптовый,0.5,137751,Зима
1514.4,808,23,4,B2C,Физическое лицо,Бытовая техника,Малая техника,Южный,Сочи,Уральский,Екатеринбург,Розничный,36.0,852140,Лето
1518.16,853,41,8,B2C,Физическое лицо,Спорттовары,Тренажеры,Сибирский,Новосибирск,Сибирский,Новосибирск,Розничный,210.4,206021,Лето
152.1,102,2,3,B2C,Физическое лицо,Электроника,Мобильные устройства,Центральный,Москва,Приволжский,Казань,Розничный,1.5,132506,Осень
152.11,249,45,6,B2B,Физическое лицо,Одежда,Мужская,Приволжский,Казань,Центральный,Нижний Новгород,Оптовый,1.8,85457,Зима
152.14,239,8,10,B2B,Физическое лицо,Одежда,Женская,Центральный,Нижний Новгород,Центральный,Нижний Новгород,Розничный,6.0,845080,Лето
152.41,111,59,9,B2C,Юридическое лицо,Одежда,Унисекс,Приволжский,Казань,Дальневосточный,Владивосток,Оптовый,1.62,345153,Осень
152.41,172,18,6,B2C,Физическое лицо,Электроника,Компьютеры,Приволжский,Казань,Центральный,Москва,Оптовый,30.0,339102,Лето
152.41,87,67,8,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Центральный,Нижний Новгород,Южный,Сочи,Розничный,560.0,883431,Осень
152.51,281,59,5,B2C,Физическое лицо,Бытовая техника,Крупная техника,Сибирский,Новосибирск,Сибирский,Новосибирск,Розничный,300.0,398863,Зима
152.56,85,29,2,B2C,Физическое лицо,Одежда,Мужская,Приволжский,Казань,Центральный,Нижний Новгород,Оптовый,0.6,435820,Весна
152.85,191,16,6,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Приволжский,Казань,Дальневосточный,Владивосток,Розничный,360.0,415780,Весна
1520.62,853,30,3,B2C,Физическое лицо,Одежда,Женская,Приволжский,Казань,Приволжский,Казань,Оптовый,0.99,512779,Осень
1521.67,800,40,2,B2C,Физическое лицо,Одежда,Женская,Центральный,Нижний Новгород,Центральный,Москва,Розничный,0.6,85119,Зима
1523.55,943,54,6,B2C,Физическое лицо,Электроника,Мобильные устройства,Приволжский,Казань,Уральский,Екатеринбург,Оптовый,1.02,586865,Лето
1523.6,763,45,5,VIP,Юридическое лицо,Бытовая техника,Малая техника,Северо-Западный,Санкт-Петербург,Уральский,Екатеринбург,Розничный,87.5,877635,Весна
1526.71,849,17,10,B2C,Физическое лицо,Спорттовары,Тренажеры,Центральный,Москва,Приволжский,Казань,Розничный,263.0,77936,Зима
1527.23,801,35,1,B2C,Физическое лицо,Электроника,Аксессуары,Северо-Западный,Санкт-Петербург,Центральный,Нижний Новгород,Розничный,0.03,299635,Весна
1527.69,895,36,4,B2C,Физическое лицо,Одежда,Мужская,Центральный,Москва,Северо-Западный,Санкт-Петербург,Розничный,2.0,616105,Весна
1529.47,934,16,5,B2C,Физическое лицо,Одежда,Женская,Приволжский,Казань,Сибирский,Новосибирск,Розничный,1.5,654375,Осень
1529.85,930,66,6,VIP,Физическое лицо,Бытовая техника,Малая техника,Северо-Западный,Санкт-Петербург,Приволжский,Казань,Розничный,54.0,763354,Осень
153.27,243,24,6,VIP,Физическое лицо,Одежда,Женская,Центральный,Москва,Центральный,Москва,Розничный,1.8,593978,Весна
153.81,89,39,5,B2B,Физическое лицо,Электроника,Компьютеры,Южный,Сочи,Дальневосточный,Владивосток,Розничный,11.0,730256,Зима
153.81,160,25,3,B2B,Юридическое лицо,Одежда,Унисекс,Южный,Сочи,Приволжский,Казань,Розничный,1.2,317747,Лето
1531.44,889,70,4,B2C,Физическое лицо,Бытовая техника,Малая техника,Сибирский,Новосибирск,Центральный,Нижний Новгород,Розничный,36.0,274187,Лето
1533.72,837,13,10,VIP,Физическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Южный,Сочи,Оптовый,35.0,678785,Осень
1538.45,815,18,6,B2C,Физическое лицо,Электроника,Аксессуары,Южный,Сочи,Южный,Краснодар,Розничный,1.5,556772,Весна
1538.91,815,51,10,B2C,Физическое лицо,Одежда,Мужская,Южный,Сочи,Центральный,Москва,Розничный,5.0,408994,Зима
154.08,295,49,4,B2C,Физическое лицо,Бытовая техника,Малая техника,Центральный,Нижний Новгород,Уральский,Екатеринбург,Розничный,36.0,697339,Зима
154.52,131,63,4,B2C,Физическое лицо,Бытовая техника,Малая техника,Северо-Западный,Санкт-Петербург,Приволжский,Казань,Розничный,3.92,422610,Весна
154.6,266,26,9,B2C,Физическое лицо,Одежда,Мужская,Сибирский,Новосибирск,Южный,Краснодар,Розничный,4.5,490081,Весна
154.98,294,50,10,B2C,Юридическое лицо,Одежда,Женская,Северо-Западный,Санкт-Петербург,Центральный,Москва,Розничный,6.0,633436,Лето
1541.12,873,7,4,VIP,Физическое лицо,Электроника,Аксессуары,Центральный,Москва,Центральный,Москва,Розничный,0.052,156223,Весна
1541.68,913,70,5,B2C,Физическое лицо,Одежда,Мужская,Приволжский,Казань,Северо-Западный,Калининград,Розничный,1.5,27702,Осень
1543.82,798,68,1,B2C,Физическое лицо,Одежда,Мужская,Приволжский,Казань,Центральный,Нижний Новгород,Розничный,0.3,810108,Весна
1544.27,962,2,4,B2C,Физическое лицо,Электроника,Компьютеры,Центральный,Москва,Северо-Западный,Санкт-Петербург,Розничный,8.8,350875,Зима
1545.23,873,12,8,B2C,Физическое лицо,Одежда,Женская,Северо-Западный,Санкт-Петербург,Приволжский,Казань,Розничный,4.8,439162,Осень
1548.01,840,40,4,B2B,Физическое лицо,Электроника,Компьютеры,Приволжский,Казань,Южный,Сочи,Оптовый,40.0,726165,Осень
1548.51,901,61,4,B2B,Физическое лицо,Одежда,Унисекс,Центральный,Нижний Новгород,Северо-Западный,Санкт-Петербург,Розничный,1.6,412665,Весна
1548.94,804,34,8,B2C,Физическое лицо,Одежда,Женская,Центральный,Нижний Новгород,Северо-Западный,Санкт-Петербург,Розничный,2.4,79235,Весна
1549.03,961,63,3,B2C,Физическое лицо,Одежда,Женская,Северо-Западный,Санкт-Петербург,Дальневосточный,Владивосток,Розничный,0.8999999999999999,538424,Весна
1549.48,969,18,2,B2C,Физическое лицо,Электроника,Мобильные устройства,Южный,Сочи,Центральный,Москва,Розничный,1.0,131821,Весна
155.17,150,24,1,B2C,Физическое лицо,Одежда,Мужская,Приволжский,Казань,Уральский,Екатеринбург,Оптовый,0.5,608036,Лето
155.39,246,38,7,B2C,Физическое лицо,Одежда,Мужская,Центральный,Нижний Новгород,Северо-Западный,Санкт-Петербург,Розничный,3.5,654316,Зима
155.39,89,58,8,B2B,Юридическое лицо,Спорттовары,Тренажеры,Центральный,Нижний Новгород,Северо-Западный,Санкт-Петербург,Розничный,584.0,298762,Весна
155.39,284,8,4,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Центральный,Москва,Южный,Краснодар,Розничный,280.0,619793,Лето
155.77,128,29,1,VIP,Физическое лицо,Одежда,Женская,Южный,Сочи,Северо-Западный,Санкт-Петербург,Розничный,0.6,569859,Зима
155.88,101,58,4,VIP,Юридическое лицо,Электроника,Мобильные устройства,Приволжский,Казань,Северо-Западный,Санкт-Петербург,Оптовый,0.68,528929,Зима
1550.35,787,52,4,B2C,Физическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Центральный,Москва,Оптовый,36.0,864078,Осень
1551.05,847,12,3,B2C,Физическое лицо,Бытовая техника,Малая техника,Южный,Сочи,Центральный,Москва,Розничный,52.5,525897,Зима
1552.95,829,22,10,B2C,Юридическое лицо,Бытовая техника,Малая техника,Центральный,Москва,Южный,Сочи,Розничный,90.0,594289,Весна
1552.99,997,20,4,B2C,Физическое лицо,Спорттовары,Тренажеры,Южный,Сочи,Центральный,Нижний Новгород,Розничный,105.2,746208,Весна
1553.17,809,31,10,B2B,Юридическое лицо,Одежда,Унисекс,Южный,Сочи,Центральный,Москва,Розничный,4.0,228035,Осень
1553.43,983,59,9,B2C,Физическое лицо,Электроника,Аксессуары,Северо-Западный,Санкт-Петербург,Уральский,Екатеринбург,Розничный,2.25,178902,Зима
1553.7,834,21,5,B2C,Физическое лицо,Одежда,Женская,Южный,Сочи,Приволжский,Казань,Розничный,3.0,908983,Весна
1553.78,944,16,5,VIP,Физическое лицо,Бытовая техника,Крупная техника,Приволжский,Казань,Северо-Западный,Калининград,Розничный,300.0,859496,Осень
1555.41,867,16,7,B2C,Физическое лицо,Бытовая техника,Малая техника,Сибирский,Новосибирск,Центральный,Нижний Новгород,Розничный,63.0,475327,Зима
1556.22,784,35,3,B2C,Юридическое лицо,Бытовая техника,Малая техника,Южный,Сочи,Дальневосточный,Владивосток,Розничный,2.94,530461,Лето
1558.78,803,64,10,B2C,Физическое лицо,Бытовая техника,Крупная техника,Центральный,Москва,Центральный,Москва,Розничный,600.0,109916,Осень
1559.4,839,60,7,B2C,Физическое лицо,Электроника,Аксессуары,Сибирский,Новосибирск,Дальневосточный,Владивосток,Розничный,1.75,406990,Осень
156.19,294,25,3,B2C,Физическое лицо,Бытовая техника,Малая техника,Сибирский,Новосибирск,Южный,Сочи,Розничный,52.5,14657,Зима
156.21,107,20,4,B2C,Физическое лицо,Электроника,Аксессуары,Южный,Сочи,Сибирский,Новосибирск,Розничный,0.12,20792,Лето
156.28,167,29,4,B2C,Физическое лицо,Бытовая техника,Крупная техника,Южный,Сочи,Южный,Краснодар,Розничный,280.0,818961,Весна
1560.5,799,55,3,VIP,Физическое лицо,Электроника,Компьютеры,Приволжский,Казань,Южный,Краснодар,Оптовый,6.600000000000001,428002,Весна
1562.0,852,52,6,B2C,Физическое лицо,Одежда,Унисекс,Северо-Западный,Санкт-Петербург,Северо-Западный,Калининград,Розничный,2.4,819738,Весна
1563.61,866,53,7,B2C,Физическое лицо,Одежда,Женская,Южный,Сочи,Южный,Краснодар,Розничный,2.31,435831,Осень
1563.63,984,51,2,B2B,Юридическое лицо,Бытовая техника,Крупная техника,Сибирский,Новосибирск,Дальневосточный,Владивосток,Розничный,140.0,975935,Зима
1566.87,838,3,2,B2C,Физическое лицо,Бытовая техника,Малая техника,Южный,Сочи,Уральский,Екатеринбург,Розничный,7.0,159930,Осень
1566.99,832,57,10,B2C,Физическое лицо,Электроника,Компьютеры,Южный,Сочи,Центральный,Москва,Розничный,22.0,124835,Осень
1567.32,801,12,8,B2B,Физическое лицо,Одежда,Унисекс,Южный,Сочи,Приволжский,Казань,Розничный,4.8,971684,Зима
1567.57,834,71,10,B2C,Физическое лицо,Электроника,Мобильные устройства,Приволжский,Казань,Дальневосточный,Владивосток,Оптовый,1.7,371265,Весна
157.24,278,17,6,B2B,Физическое лицо,Бытовая техника,Крупная техника,Приволжский,Казань,Южный,Сочи,Оптовый,420.0,109909,Весна
157.77,197,25,9,B2C,Физическое лицо,Электроника,Аксессуары,Приволжский,Казань,Северо-Западный,Санкт-Петербург,Оптовый,2.25,231293,Лето
157.85,231,51,7,B2C,Физическое лицо,Электроника,Аксессуары,Приволжский,Казань,Центральный,Нижний Новгород,Розничный,1.75,587584,Весна
157.88,140,9,7,B2C,Физическое лицо,Бытовая техника,Малая техника,Южный,Сочи,Южный,Сочи,Розничный,6.859999999999999,164214,Лето
1576.91,844,64,3,B2C,Физическое лицо,Одежда,Мужская,Сибирский,Новосибирск,Центральный,Москва,Розничный,2.1,46278,Осень
1577.53,955,27,3,B2C,Физическое лицо,Одежда,Женская,Центральный,Нижний Новгород,Уральский,Екатеринбург,Розничный,0.99,425245,Осень
1578.59,869,9,9,B2C,Юридическое лицо,Электроника,Аксессуары,Южный,Сочи,Приволжский,Казань,Розничный,2.25,644887,Лето
1578.59,809,19,4,B2C,Физическое лицо,Электроника,Компьютеры,Центральный,Москва,Приволжский,Казань,Розничный,20.0,702022,Весна
1578.84,948,46,9,B2C,Физическое лицо,Бытовая техника,Крупная техника,Северо-Западный,Санкт-Петербург,Южный,Краснодар,Розничный,630.0,79095,Осень
1578.91,870,5,7,B2C,Физическое лицо,Бытовая техника,Малая техника,Центральный,Москва,Центральный,Нижний Новгород,Розничный,63.0,759401,Осень
1579.4,833,35,3,B2C,Физическое лицо,Бытовая техника,Крупная техника,Центральный,Москва,Южный,Сочи,Розничный,180.0,609239,Лето
158.06,91,65,1,B2B,Физическое лицо,Одежда,Мужская,Центральный,Москва,Уральский,Екатеринбург,Розничный,0.5,448011,Лето
158.54,161,14,5,B2B,Физическое лицо,Электроника,Компьютеры,Южный,Сочи,Приволжский,Казань,Розничный,50.0,886879,Весна
158.66,227,48,9,B2C,Физическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Сибирский,Новосибирск,Розничный,31.5,248238,Зима
158.89,157,3,9,B2C,Физическое лицо,Электроника,Компьютеры,Центральный,Москва,Дальневосточный,Владивосток,Розничный,19.8,802802,Осень
1581.1,813,57,4,B2C,Физическое лицо,Спорттовары,Тренажеры,Сибирский,Новосибирск,Уральский,Екатеринбург,Розничный,292.0,553539,Весна
1586.09,883,46,6,B2C,Физическое лицо,Бытовая техника,Малая техника,Южный,Сочи,Южный,Сочи,Розничный,18.3,345342,Лето
1588.33,852,25,8,B2C,Физическое лицо,Электроника,Мобильные устройства,Приволжский,Казань,Северо-Западный,Санкт-Петербург,Розничный,4.0,820274,Осень
1588.81,890,71,3,B2C,Физическое лицо,Электроника,Аксессуары,Сибирский,Новосибирск,Центральный,Нижний Новгород,Розничный,0.75,229074,Зима
159.07,148,31,10,B2C,Физическое лицо,Бытовая техника,Крупная техника,Центральный,Нижний Новгород,Сибирский,Новосибирск,Розничный,600.0,105390,Зима
159.26,215,6,4,B2C,Физическое лицо,Одежда,Унисекс,Центральный,Нижний Новгород,Приволжский,Казань,Розничный,1.6,97064,Лето
159.77,306,54,5,B2C,Физическое лицо,Бытовая техника,Малая техника,Сибирский,Новосибирск,Приволжский,Казань,Розничный,17.5,764833,Лето
1590.12,994,32,8,B2B,Физическое лицо,Электроника,Аксессуары,Центральный,Москва,Южный,Сочи,Розничный,0.104,116451,Зима
1590.87,983,10,6,B2C,Физическое лицо,Бытовая техника,Крупная техника,Центральный,Москва,Сибирский,Новосибирск,Розничный,360.0,495041,Лето
1591.73,910,48,7,B2C,Физическое лицо,Одежда,Унисекс,Приволжский,Казань,Северо-Западный,Калининград,Оптовый,2.8,174724,Весна
1591.98,865,68,10,B2B,Физическое лицо,Бытовая техника,Малая техника,Центральный,Москва,Северо-Западный,Санкт-Петербург,Розничный,35.0,488236,Лето
1593.56,836,5,9,B2C,Физическое лицо,Бытовая техника,Крупная техника,Южный,Сочи,Уральский,Екатеринбург,Розничный,540.0,408662,Осень
1593.59,886,33,4,B2C,Физическое лицо,Одежда,Унисекс,Южный,Сочи,Южный,Краснодар,Розничный,0.72,83101,Лето
1594.09,890,38,10,B2C,Юридическое лицо,Одежда,Унисекс,Центральный,Нижний Новгород,Уральский,Екатеринбург,Розничный,6.0,295277,Осень
1594.55,836,30,3,B2C,Физическое лицо,Одежда,Женская,Приволжский,Казань,Южный,Краснодар,Розничный,0.99,941468,Зима
1594.62,800,48,5,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Южный,Сочи,Приволжский,Казань,Розничный,300.0,569632,Весна
1596.17,949,57,8,B2C,Физическое лицо,Электроника,Компьютеры,Приволжский,Казань,Приволжский,Казань,Оптовый,40.0,111021,Зима
1597.29,813,24,1,B2C,Юридическое лицо,Одежда,Унисекс,Центральный,Москва,Дальневосточный,Владивосток,Розничный,0.4,316080,Осень
1597.33,799,28,6,B2B,Юридическое лицо,Одежда,Мужская,Приволжский,Казань,Центральный,Москва,Розничный,1.8,94102,Зима
1598.64,837,18,8,B2C,Физическое лицо,Электроника,Компьютеры,Приволжский,Казань,Центральный,Москва,Оптовый,17.6,639993,Зима
1598.74,803,25,5,B2C,Юридическое лицо,Электроника,Компьютеры,Приволжский,Казань,Южный,Сочи,Оптовый,11.0,359588,Лето
1599.69,946,5,1,B2C,Физическое лицо,Одежда,Мужская,Приволжский,Казань,Сибирский,Новосибирск,Оптовый,0.7,427664,Осень
16.09,22,10,5,B2C,Физическое лицо,Бытовая техника,Крупная техника,Северо-Западный,Санкт-Петербург,Дальневосточный,Владивосток,Розничный,300.0,382874,Весна
16.36,18,48,4,B2C,Физическое лицо,Электроника,Аксессуары,Приволжский,Казань,Южный,Сочи,Розничный,1.0,743588,Зима
16.37,24,17,3,B2B,Физическое лицо,Электроника,Мобильные устройства,Северо-Западный,Санкт-Петербург,Уральский,Екатеринбург,Розничный,0.51,639351,Зима
16.47,18,57,9,B2C,Физическое лицо,Электроника,Аксессуары,Приволжский,Казань,Южный,Краснодар,Оптовый,2.25,699849,Лето
16.49,12,29,4,B2C,Юридическое лицо,Спорттовары,Тренажеры,Приволжский,Казань,Приволжский,Казань,Розничный,105.2,652029,Весна
16.7,27,18,4,B2B,Физическое лицо,Бытовая техника,Крупная техника,Центральный,Нижний Новгород,Южный,Сочи,Розничный,240.0,161500,Лето
16.78,23,25,10,B2C,Физическое лицо,Одежда,Женская,Приволжский,Казань,Уральский,Екатеринбург,Розничный,3.0,867937,Зима
160.04,116,11,2,B2C,Физическое лицо,Электроника,Аксессуары,Северо-Западный,Санкт-Петербург,Северо-Западный,Калининград,Розничный,0.026,176026,Весна
160.14,274,70,4,B2C,Физическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Сибирский,Новосибирск,Оптовый,3.92,396778,Осень
160.46,101,71,9,VIP,Физическое лицо,Электроника,Компьютеры,Приволжский,Казань,Уральский,Екатеринбург,Оптовый,19.8,985304,Осень
160.59,189,27,5,B2C,Физическое лицо,Одежда,Мужская,Центральный,Нижний Новгород,Северо-Западный,Санкт-Петербург,Розничный,1.5,654544,Лето
160.64,98,26,3,B2C,Физическое лицо,Электроника,Мобильные устройства,Центральный,Нижний Новгород,Приволжский,Казань,Розничный,0.51,777824,Осень
160.66,128,4,4,B2C,Физическое лицо,Электроника,Мобильные устройства,Приволжский,Казань,Центральный,Нижний Новгород,Оптовый,0.68,923176,Зима
1601.99,827,46,8,B2C,Физическое лицо,Бытовая техника,Малая техника,Южный,Сочи,Приволжский,Казань,Розничный,28.0,173490,Осень
1603.58,864,24,2,B2B,Физическое лицо,Бытовая техника,Крупная техника,Сибирский,Новосибирск,Уральский,Екатеринбург,Розничный,120.0,766906,Весна
1603.78,922,45,9,B2C,Физическое лицо,Спорттовары,Тренажеры,Приволжский,Казань,Приволжский,Казань,Оптовый,236.7,813643,Зима
1603.81,883,72,1,B2C,Физическое лицо,Бытовая техника,Малая техника,Центральный,Москва,Сибирский,Новосибирск,Розничный,3.05,26512,Весна
1606.49,936,34,5,B2B,Физическое лицо,Электроника,Компьютеры,Центральный,Москва,Северо-Западный,Калининград,Розничный,11.0,109843,Весна
1606.73,899,18,10,B2C,Физическое лицо,Электроника,Мобильные устройства,Центральный,Москва,Уральский,Екатеринбург,Розничный,1.7,589375,Лето
1608.16,922,64,7,B2B,Юридическое лицо,Бытовая техника,Малая техника,Сибирский,Новосибирск,Центральный,Москва,Розничный,21.35,889395,Зима
1608.55,942,36,3,VIP,Физическое лицо,Одежда,Унисекс,Приволжский,Казань,Южный,Краснодар,Розничный,1.8,758888,Весна
1609.08,885,28,2,B2C,Физическое лицо,Бытовая техника,Крупная техника,Приволжский,Казань,Уральский,Екатеринбург,Оптовый,140.0,513466,Весна
1609.1,808,63,7,B2C,Физическое лицо,Электроника,Аксессуары,Северо-Западный,Санкт-Петербург,Центральный,Нижний Новгород,Розничный,0.21,352058,Лето
1609.23,877,51,6,B2B,Юридическое лицо,Электроника,Аксессуары,Южный,Сочи,Северо-Западный,Санкт-Петербург,Розничный,0.078,231813,Осень
161.13,153,64,5,B2C,Физическое лицо,Одежда,Женская,Центральный,Нижний Новгород,Сибирский,Новосибирск,Розничный,3.0,960713,Зима
161.48,213,2,4,B2C,Юридическое лицо,Электроника,Компьютеры,Центральный,Нижний Новгород,Уральский,Екатеринбург,Розничный,8.8,945787,Лето
161.51,316,4,3,B2B,Физическое лицо,Электроника,Компьютеры,Южный,Сочи,Северо-Западный,Калининград,Розничный,6.600000000000001,378263,Весна
161.84,237,37,4,B2C,Физическое лицо,Электроника,Мобильные устройства,Приволжский,Казань,Южный,Сочи,Розничный,0.68,890657,Осень
1610.83,910,11,5,B2C,Физическое лицо,Одежда,Унисекс,Южный,Сочи,Центральный,Нижний Новгород,Розничный,3.0,982076,Зима
1611.65,893,59,9,B2B,Физическое лицо,Электроника,Компьютеры,Приволжский,Казань,Центральный,Москва,Оптовый,45.0,457548,Лето
1612.9,862,24,8,B2C,Физическое лицо,Электроника,Мобильные устройства,Южный,Сочи,Уральский,Екатеринбург,Розничный,4.0,239614,Лето
1613.65,848,27,6,B2C,Физическое лицо,Одежда,Женская,Центральный,Москва,Северо-Западный,Санкт-Петербург,Розничный,1.98,702605,Лето
1613.94,889,27,4,VIP,Физическое лицо,Спорттовары,Тренажеры,Сибирский,Новосибирск,Приволжский,Казань,Розничный,292.0,784449,Осень
1615.46,931,16,6,B2C,Физическое лицо,Бытовая техника,Крупная техника,Сибирский,Новосибирск,Центральный,Москва,Розничный,420.0,426970,Зима
1615.95,873,23,4,B2C,Физическое лицо,Спорттовары,Тренажеры,Приволжский,Казань,Северо-Западный,Калининград,Оптовый,105.2,985382,Зима
1616.06,904,23,9,B2C,Физическое лицо,Одежда,Унисекс,Приволжский,Казань,Дальневосточный,Владивосток,Оптовый,3.6,571426,Осень
162.24,224,12,6,B2C,Юридическое лицо,Одежда,Мужская,Южный,Сочи,Южный,Краснодар,Розничный,3.0,171155,Зима
162.3,92,70,6,B2C,Юридическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Южный,Краснодар,Оптовый,21.0,486712,Зима
162.34,263,28,5,B2B,Физическое лицо,Электроника,Компьютеры,Приволжский,Казань,Северо-Западный,Калининград,Оптовый,25.0,900263,Осень
162.43,227,52,3,VIP,Юридическое лицо,Спорттовары,Тренажеры,Сибирский,Новосибирск,Южный,Сочи,Розничный,78.9,167250,Осень
162.49,147,15,4,B2C,Физическое лицо,Бытовая техника,Малая техника,Центральный,Москва,Центральный,Нижний Новгород,Розничный,36.0,463981,Зима
162.69,134,60,10,B2B,Юридическое лицо,Электроника,Аксессуары,Южный,Сочи,Центральный,Москва,Розничный,2.5,922061,Осень
162.81,221,47,5,B2B,Юридическое лицо,Электроника,Аксессуары,Центральный,Москва,Южный,Краснодар,Розничный,0.065,462790,Весна
1621.08,983,29,2,B2C,Юридическое лицо,Электроника,Мобильные устройства,Центральный,Москва,Северо-Западный,Калининград,Розничный,1.0,644786,Зима
1622.19,814,11,4,B2B,Физическое лицо,Бытовая техника,Малая техника,Южный,Сочи,Южный,Сочи,Розничный,70.0,153126,Зима
1623.28,956,58,5,B2B,Физическое лицо,Электроника,Компьютеры,Сибирский,Новосибирск,Дальневосточный,Владивосток,Розничный,50.0,641919,Зима
1624.43,953,6,10,VIP,Физическое лицо,Одежда,Унисекс,Южный,Сочи,Южный,Краснодар,Розничный,4.0,169963,Осень
1626.22,827,39,7,B2C,Физическое лицо,Бытовая техника,Крупная техника,Центральный,Нижний Новгород,Южный,Сочи,Розничный,420.0,177148,Зима
1626.5,868,19,2,B2C,Физическое лицо,Электроника,Компьютеры,Южный,Сочи,Центральный,Москва,Розничный,4.4,802522,Лето
1629.74,941,4,3,VIP,Физическое лицо,Одежда,Унисекс,Приволжский,Казань,Дальневосточный,Владивосток,Оптовый,1.2,402874,Лето
163.37,194,28,7,B2C,Физическое лицо,Одежда,Мужская,Южный,Сочи,Уральский,Екатеринбург,Розничный,3.5,303966,Осень
163.54,139,52,5,B2B,Физическое лицо,Одежда,Мужская,Приволжский,Казань,Северо-Западный,Калининград,Розничный,2.5,177346,Зима
163.58,270,9,3,B2C,Физическое лицо,Электроника,Компьютеры,Приволжский,Казань,Центральный,Москва,Розничный,6.600000000000001,927146,Осень
163.79,315,46,6,B2C,Физическое лицо,Спорттовары,Тренажеры,Центральный,Нижний Новгород,Северо-Западный,Санкт-Петербург,Розничный,438.0,786873,Осень
163.85,210,48,9,VIP,Физическое лицо,Бытовая техника,Крупная техника,Южный,Сочи,Дальневосточный,Владивосток,Розничный,630.0,628840,Осень
1630.75,951,55,10,B2C,Физическое лицо,Одежда,Унисекс,Южный,Сочи,Приволжский,Казань,Розничный,1.8,20598,Весна
1631.25,853,68,3,VIP,Физическое лицо,Бытовая техника,Крупная техника,Южный,Сочи,Дальневосточный,Владивосток,Розничный,180.0,331994,Зима
1632.36,959,33,4,B2C,Юридическое лицо,Одежда,Женская,Приволжский,Казань,Дальневосточный,Владивосток,Оптовый,2.4,739007,Весна
